decision,net_return
2013-04-05,-0.0058432219015889745
2013-04-12,-0.002030128106871301
2013-04-19,0.0051589826138949
2013-04-26,0.007391468417259927
2013-05-03,0.002890082880297265
2013-05-10,0.0037294564951904385
2013-05-17,-0.001911007630809878
2013-05-24,-0.000812859582029891
2013-05-31,-0.001854229374701841
2013-06-07,-0.0026208759813916276
2013-06-14,-0.005006648753767258
2013-06-21,-0.002558195135547971
2013-06-28,-0.0016921239167476743
2013-07-05,0.0018555311761301665
2013-07-12,1.7724293385653874e-06
2013-07-19,-0.0013986338360309674
2013-07-26,-0.0009218758663257944
2013-08-02,-0.0013611302094653868
2013-08-09,0.0005995489518172719
2013-08-16,-0.0007433863419759346
2013-08-23,0.0005117877748541533
2013-08-30,-0.001977175194225738
2013-09-06,-0.0008370954381536238
2013-09-13,-0.0016542366928086684
2013-09-20,-0.0010322926208102268
2013-09-27,-0.0011229571311948084
2013-10-04,0.0019328988911400898
2013-10-11,0.0030445474572949726
2013-10-18,0.005682392215032759
2013-10-25,-0.0011121692825451029
2013-11-01,0.0005285826901737789
2013-11-08,-4.396580564829762e-05
2013-11-15,-0.002852766126453816
2013-11-22,0.0012346586453151477
2013-11-29,0.000716419494843447
2013-12-06,-0.003846376745994375
2013-12-13,-0.0018508339215113035
2013-12-20,0.00031060384669607524
2013-12-27,-0.0005557620220340276
2014-01-03,-0.0024394955800226313
2014-01-10,5.940773315884595e-05
2014-01-17,-0.0014131187402079896
2014-01-24,-0.0007441608104194408
2014-01-31,-0.00013239234433715856
2014-02-07,0.0019152165800869684
2014-02-14,-0.004918636948276496
2014-02-21,2.0026802715758746e-05
2014-02-28,0.0016074150338224198
2014-03-07,-0.0008561373468551053
2014-03-14,0.0012358419932137084
2014-03-21,-0.001960728105509464
2014-03-28,-0.004286476116279771
2014-04-04,-0.004840009828012172
2014-04-11,-0.0010311630584033285
2014-04-17,-0.006681439271315945
2014-04-25,0.000862474203021764
2014-05-02,-0.002438834493994446
2014-05-09,-0.0019207542125975622
2014-05-16,-0.00042939892400548877
2014-05-23,-0.0026879494471009936
