,SPY,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,SLV,DBC,USO,UUP,FXE,FXY,VNQ
2003-08-29,101.48,99.85,113.9899,137.0997,83.99,83.53,108.68,,,,,,,,,
2003-09-02,102.88,101.5,115.3199,138.8697,83.65,82.7,107.63,,,,,,,,,
2003-09-03,103.7,102.35,117.0799,140.7498,82.4844,82.4,107.52,,,,,,,,,
2003-09-04,103.55,102.55,116.7699,140.6496,82.71,82.95,107.97,,,,,,,,,
2003-09-05,103.55,102.98,117.0699,140.6997,84.09,84.0,109.0,,,,,,,,,
2003-09-08,103.88,103.4,117.9499,143.1498,84.45,84.37,109.35,,,,,,,,,
2003-09-09,103.46,103.24,117.8999,143.2797,83.94,83.99,108.82,,,,,,,,,
2003-09-10,102.8,101.91,117.4499,140.2797,84.7,84.58,109.47,,,,,,,,,
2003-09-11,102.76,101.55,117.2799,139.3698,84.38,84.3,109.33,,,,,,,,,
2003-09-12,102.64,101.8,117.8999,138.9798,85.38,85.03,110.14,,,,,,,,,
2003-09-15,102.63,102.3,118.1899,139.1796,84.89,84.82,109.85,,,,,,,,,
2003-09-16,103.64,102.9,119.8699,139.7496,84.5,84.77,109.99,,,,,,,,,
2003-09-17,103.79,103.1,120.0399,140.1198,85.56,85.24,110.77,,,,,,,,,
2003-09-18,104.7,103.74,121.2799,141.0297,85.65,85.18,110.8,,,,,,,,,
2003-09-19,104.6,103.9,121.1299,140.9496,86.03,85.18,110.78,,,,,,,,,
2003-09-22,102.96,102.9,120.2399,139.4697,85.18,84.78,110.28,,,,,,,,,
2003-09-23,103.29,103.57,119.8999,138.2496,85.54,84.96,110.38,,,,,,,,,
2003-09-24,103.22,103.85,120.3499,140.1897,86.49,85.511,110.94,,,,,,,,,
2003-09-25,101.88,101.7,119.9099,138.3996,86.72,85.66,111.16,,,,,,,,,
2003-09-26,100.66,98.61,118.1499,136.3497,87.49,86.15,111.85,,,,,,,,,
2003-09-29,100.99,98.33,119.2799,136.4796,87.45,86.07,111.74,,,,,,,,,
2003-09-30,100.76,98.3,118.6599,137.2098,88.25,86.88,112.33,,,,,,,,,
2003-10-01,102.18,99.94,120.8399,139.5396,87.93,86.46,112.0,,,,,,,,,
2003-10-02,102.56,100.75,120.8199,141.7497,87.45,86.15,111.75,,,,,,,,,
2003-10-03,104.28,102.7,123.0499,143.5296,86.2,85.17,110.71,,,,,,,,,
2003-10-06,103.99,103.2,123.6899,143.7597,85.79,85.11,110.2,,,,,,,,,
2003-10-07,104.31,103.91,123.7299,143.8998,85.57,84.95,110.43,,,,,,,,,
2003-10-08,104.39,104.2,123.8599,144.6498,84.98,84.8,110.34,,,,,,,,,
2003-10-09,105.22,105.19,124.5499,147.4998,84.13,84.4,109.78,,,,,,,,,
