,SPY,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,SLV,DBC,USO,UUP,FXE,FXY,VNQ
2009-11-06,170954100,56217609,12750240,58870168.0,3381038,327272,693086,547629.0,14789090.0,9663699.0,2483839.0,2063239.0,6841701.0,289959.0,138599.0,2442280.0
2009-11-09,159495700,49200180,17554420,106762898.0,1697715,531418,594068,571339.0,18452760.0,10262930.0,1809572.0,1151873.0,3541877.0,341862.0,183662.0,2275991.0
2009-11-10,171899800,55872793,19583770,62719551.0,2549848,522928,606332,669228.0,15980470.0,10181610.0,2451655.0,1278935.0,5251985.0,163269.0,39906.0,2548325.0
2009-11-11,169466200,50323578,14746150,69184320.0,1771032,275525,688094,509464.0,17670730.0,10215940.0,1383451.0,1109161.0,4286445.0,120013.0,22112.0,3107222.0
2009-11-12,157144500,68552320,18176920,75714805.0,3431281,374449,1043061,619808.0,17859811.0,12543040.0,2308173.0,1802441.0,7571906.0,208990.0,64016.0,2920466.0
2009-11-13,150963000,69265883,20597141,70030898.0,1594173,229237,655791,491010.0,17252020.0,9623255.0,1058318.0,1501313.0,8881449.0,152828.0,53749.0,2444015.0
2009-11-16,210922200,66106312,18104910,101093508.0,5175649,514711,1141607,715029.0,25017051.0,20473160.0,1080849.0,1979049.0,6237400.0,696854.0,83531.0,3053631.0
2009-11-17,147134100,43029238,15368500,49649434.0,3174312,505957,587055,438374.0,19831100.0,10102270.0,2245366.0,1268936.0,5152357.0,214840.0,31597.0,2485921.0
2009-11-18,156486800,54311078,12114350,46361832.0,2413548,285284,718896,630187.0,22336891.0,17415170.0,3365256.0,1683785.0,3054628.0,270049.0,47132.0,2930193.0
2009-11-19,208734600,72359406,21816449,119413297.0,2969787,378132,855081,679684.0,21249840.0,10116930.0,1484855.0,1647434.0,3793068.0,277241.0,28735.0,1960465.0
2009-11-20,134196000,39795340,15379220,66354758.0,4136249,304188,628586,544174.0,17309990.0,8597738.0,4630072.0,1356266.0,4064354.0,300339.0,61390.0,1782279.0
2009-11-23,148010200,57936328,17112770,62387008.0,3219280,505065,1142968,428567.0,24457699.0,15210310.0,2014933.0,1679149.0,3876421.0,198722.0,67825.0,2182827.0
2009-11-24,138420100,45240793,23601430,71683633.0,2895637,753726,768031,526773.0,22618000.0,21885580.0,2632971.0,1912823.0,3223698.0,210461.0,72443.0,2051800.0
2009-11-25,109564800,47642738,15282990,56185102.0,2789426,431240,670820,548806.0,24569840.0,12893410.0,1799677.0,1490008.0,6842353.0,394595.0,310822.0,1530051.0
2009-11-27,126001800,51862031,14507540,105903508.0,2249046,412131,344589,569910.0,21234381.0,16294510.0,1416166.0,1150446.0,5706682.0,254376.0,87761.0,1315135.0
2009-11-30,160874800,77941859,20856930,102170797.0,3115775,404012,1399870,674070.0,16420961.0,10227070.0,3340882.0,1948689.0,3144495.0,160073.0,135943.0,2306703.0
2009-12-01,159613700,63144840,17952189,88990398.0,3979501,529540,867447,749036.0,27721260.0,17214930.0,2594009.0,1361590.0,4074918.0,251433.0,279069.0,2229777.0
2009-12-02,132315100,71220555,13034550,64268602.0,2193898,463798,1171629,537349.0,31109289.0,18299480.0,3084366.0,1598146.0,3581279.0,142905.0,107631.0,2292487.0
2009-12-03,167324900,53867340,15714030,65365152.0,3947274,463403,543206,489558.0,28863961.0,15043000.0,1631898.0,1337966.0,2810648.0,226484.0,229611.0,3430610.0
2009-12-04,274907800,100436000,17862520,108672398.0,6108059,756604,1285896,532018.0,79189789.0,28996711.0,3607500.0,1988211.0,12907120.0,420717.0,488326.0,3493874.0
2009-12-07,127973800,55544379,13057580,78380398.0,2774138,399037,1127952,397125.0,42538641.0,25103189.0,2023564.0,1710423.0,6672015.0,227451.0,151126.0,2003993.0
2009-12-08,169863700,59582879,16547670,76094961.0,2378629,502177,951710,358999.0,37654941.0,17822830.0,1906808.0,1533314.0,6780005.0,524847.0,144673.0,2069524.0
2009-12-09,155063400,55537699,16435260,62356180.0,3494456,721779,1547104,356947.0,37125840.0,21212869.0,2277724.0,2750178.0,4980704.0,415061.0,133998.0,1942424.0
2009-12-10,138014600,54321219,12430800,43126039.0,4446283,423197,1253124,400973.0,20531779.0,12602110.0,2051521.0,1946458.0,2473475.0,205346.0,94011.0,1546900.0
2009-12-11,124854000,50545512,22797240,41519609.0,3053364,453936,1340744,444255.0,28986039.0,16369270.0,2280708.0,2211509.0,15168450.0,732073.0,126228.0,1555323.0
2009-12-14,107141500,48249621,23188480,54210719.0,2380313,195113,1017235,1132647.0,16339030.0,10177240.0,2782854.0,1508288.0,4769272.0,249864.0,92252.0,3170561.0
2009-12-15,120408800,55380141,16211400,47036129.0,2993879,325960,884175,417575.0,20059461.0,9396265.0,2935367.0,1705105.0,14616780.0,537794.0,115212.0,2450553.0
2009-12-16,155358200,56553434,17313350,45983809.0,3301591,761489,962274,621062.0,22850230.0,11038360.0,1447136.0,2197054.0,5672497.0,727583.0,1078476.0,2626091.0
2009-12-17,183390100,60924281,20345551,77317742.0,4428864,468765,1426389,350107.0,35016719.0,10773640.0,1646583.0,1392221.0,11724770.0,746077.0,158458.0,2526277.0
2009-12-18,174591200,63876078,18769619,61829898.0,3789478,517598,792330,281593.0,25594090.0,9772353.0,2142984.0,1774505.0,13171170.0,450285.0,165163.0,2061615.0
2009-12-21,118039600,47660449,15019640,54924793.0,3523999,609887,683721,646711.0,23337510.0,10028680.0,1138235.0,1204654.0,6853194.0,407313.0,149590.0,2956972.0
2009-12-22,91707500,38751969,15589110,61634320.0,3078813,366611,1590471,432586.0,28702869.0,11803450.0,2165770.0,1180986.0,7171367.0,417510.0,212942.0,1703482.0
2009-12-23,111783100,49507898,10683470,48972449.0,2335992,351303,677971,440087.0,16941820.0,6156029.0,1465145.0,1452126.0,4524336.0,373657.0,74578.0,1531314.0
2009-12-24,39677500,16522449,4979286,19694770.0,1698812,160137,529227,188704.0,7991563.0,3427060.0,882838.0,408860.0,1335126.0,208169.0,55212.0,560237.0
2009-12-28,87508500,35791113,11762220,27344631.0,3170825,1181337,1017568,532317.0,9637451.0,5945161.0,1932496.0,986390.0,2958166.0,275781.0,147666.0,2909515.0
2009-12-29,80572500,24085990,10648260,31570490.0,2616955,428708,610041,494582.0,11043680.0,10457670.0,2252397.0,822419.0,3864627.0,367983.0,200005.0,1939394.0
2009-12-30,73138400,45268922,12566140,30589141.0,1919066,473069,1405483,421576.0,9405087.0,10745370.0,1420320.0,1177166.0,3216836.0,277957.0,138807.0,1424238.0
2009-12-31,90637900,34408008,13893360,36506578.0,3242447,304210,499067,345950.0,9125460.0,8029239.0,1649522.0,719851.0,2822810.0,169195.0,690645.0,1258930.0
2010-01-04,118944600,42866129,18556961,70764961.0,2829018,619066,2017559,1316863.0,16224040.0,9720405.0,2047251.0,1426683.0,5083874.0,343925.0,275150.0,2408302.0
2010-01-05,111579900,55523672,14352720,50199059.0,2841589,1547485,1143757,732904.0,14213050.0,13324960.0,2335373.0,1306855.0,6184954.0,675511.0,118557.0,2054249.0
2010-01-06,116074400,59713820,11888100,50670648.0,4099754,365423,1005499,715700.0,24990471.0,14046940.0,2262856.0,2474304.0,5693588.0,245620.0,296808.0,2471119.0
2010-01-07,131091100,56123820,10906600,41803887.0,2794417,390882,1264091,955915.0,13609730.0,12587170.0,1604025.0,1252953.0,5850491.0,525507.0,183955.0,2091677.0
2010-01-08,126402800,48811781,12826470,41121648.0,2910649,382435,704539,711371.0,15896300.0,11737680.0,1565294.0,1174210.0,7376184.0,1133939.0,476841.0,2681983.0
2010-01-11,106375700,51638879,12388070,42549246.0,2182206,653508,817910,895770.0,17252990.0,19132221.0,1493775.0,1121976.0,8042075.0,635306.0,406707.0,1924708.0
2010-01-12,163333500,45855859,19030430,65902562.0,4321155,402980,1343070,1133841.0,29182551.0,13602600.0,3256216.0,1495184.0,10486880.0,560064.0,153493.0,3124426.0
2010-01-13,161822000,39504160,15446670,48040180.0,4754916,281884,1090621,868832.0,20013971.0,15457870.0,3565105.0,1938038.0,4659399.0,230953.0,81948.0,2133125.0
2010-01-14,115718800,41868879,13362560,52894281.0,4188789,511642,873178,394524.0,18316939.0,8813402.0,1622199.0,1072351.0,7799778.0,282954.0,88367.0,1594645.0
2010-01-15,212283100,68728703,19281670,76689367.0,4142729,429130,834221,835280.0,18008051.0,9981460.0,1427126.0,1577000.0,3053641.0,777245.0,132824.0,5576909.0
2010-01-19,139172700,46843621,17507631,57600930.0,2496039,411813,822095,796891.0,10474430.0,8643436.0,2316435.0,1022957.0,3527196.0,484045.0,157816.0,2454170.0
2010-01-20,216490200,62485000,24510051,78940180.0,2800568,228795,1111920,588443.0,17539029.0,18988520.0,1848427.0,1430599.0,8339727.0,458674.0,102797.0,3339843.0
2010-01-21,344859600,98330383,22979029,116104203.0,4363028,349133,1333329,1416764.0,25753619.0,14713520.0,2452488.0,1714945.0,7821597.0,402642.0,198266.0,4235306.0
2010-01-22,345942400,83765453,27432439,108174398.0,3667182,272861,1003790,1394324.0,24213570.0,17049029.0,3609594.0,2238319.0,3962793.0,309745.0,191276.0,5039794.0
2010-01-25,186937500,62301262,20242859,86171086.0,2419434,1698945,765026,711219.0,13200460.0,8190159.0,1718096.0,1131704.0,4221362.0,297659.0,72404.0,3748988.0
2010-01-26,211168800,58219879,22137430,89834883.0,3138034,490561,888536,575926.0,12297080.0,20906859.0,1403060.0,1138159.0,7510788.0,258435.0,160219.0,3353085.0
2010-01-27,271863600,72570672,27155939,91626367.0,3325650,342025,1496012,876474.0,19005020.0,11304910.0,2082021.0,1850888.0,7955388.0,542261.0,311253.0,3714308.0
2010-01-28,316104000,93822852,26142570,98092250.0,3058736,318066,1158757,833639.0,16800449.0,20531529.0,1344878.0,1448773.0,5932381.0,487195.0,90373.0,3749993.0
2010-01-29,310677600,79332516,28921160,151728297.0,4930563,396686,1218545,1356953.0,20278961.0,15407070.0,2810079.0,1794944.0,8887658.0,587814.0,211879.0,4096110.0
2010-02-01,187865000,60731781,23128461,81928039.0,3598531,634298,1202763,924652.0,14901860.0,12442520.0,2807513.0,1305916.0,5346892.0,356521.0,155154.0,2839447.0
2010-02-02,216327900,71049539,19720131,91743711.0,3047441,425940,1950431,1238498.0,14328270.0,10821410.0,13788010.0,1831645.0,4626422.0,233934.0,86970.0,3269984.0
2010-02-03,172730700,50250070,20225830,64330359.0,5343606,435237,1478711,641115.0,13393190.0,10828800.0,4795495.0,2251461.0,7748987.0,528476.0,144420.0,3079123.0
2010-02-04,356715700,99167289,32203910,131791500.0,6095145,503366,1116608,1762585.0,39991879.0,29822510.0,4453807.0,2606609.0,9522789.0,1124500.0,491942.0,3942774.0
2010-02-05,493585800,106758000,43046102,165909297.0,6876508,694613,2204524,3261980.0,32659990.0,31691500.0,11514330.0,3668124.0,17374820.0,1265520.0,205872.0,5100450.0
2010-02-08,224166900,61585352,19237910,78752391.0,3385933,257546,1736479,1202396.0,17182699.0,13182130.0,1608035.0,1533033.0,10969040.0,668474.0,64137.0,2969579.0
2010-02-09,337820500,91995172,30811721,133343703.0,4789948,481166,969736,853740.0,25969131.0,14775030.0,2047264.0,1593608.0,11684760.0,1138617.0,98643.0,4785112.0
2010-02-10,240511500,55715441,23502471,84650641.0,5068022,496174,1177944,1463300.0,16280930.0,8823836.0,1842221.0,1290756.0,6169385.0,756460.0,71684.0,2893838.0
2010-02-11,223591600,51979191,19397270,90210758.0,5087405,496817,1045441,1157727.0,19350029.0,13030840.0,1727001.0,1497595.0,6182736.0,984811.0,49947.0,2706442.0
2010-02-12,304622100,65913125,18994830,63053273.0,2833791,219729,707019,743024.0,14464160.0,11333700.0,1374289.0,1570908.0,4336620.0,531379.0,50144.0,3385176.0
2010-02-16,159317500,50057527,19593641,73199289.0,2440817,175330,1029447,1061273.0,20904490.0,15854360.0,1398628.0,1892796.0,5957834.0,611357.0,118470.0,2730251.0
2010-02-17,168845100,50465969,19681949,63633246.0,4368839,357946,717136,1400131.0,19593359.0,12203840.0,1526741.0,1291604.0,4798153.0,923998.0,270258.0,3138946.0
2010-02-18,193708600,43072754,13751370,61597559.0,5121834,474229,1717027,1153438.0,19177330.0,9713357.0,1311898.0,2019650.0,3970166.0,533191.0,96344.0,2737182.0
2010-02-19,222684900,56849039,16068910,77266727.0,3502421,527882,1827749,1485576.0,21929980.0,13880960.0,1729157.0,2112708.0,5482480.0,3046602.0,217146.0,3250004.0
2010-02-22,132346900,45347070,14422040,56448641.0,3382558,349619,585855,1596103.0,10746800.0,7404214.0,1796247.0,1423691.0,3624953.0,669158.0,54436.0,1757710.0
2010-02-23,207497000,58965930,18039100,103220703.0,5476379,557176,1095277,1015190.0,13634060.0,11097920.0,1832914.0,1408866.0,3647786.0,713421.0,157671.0,2715854.0
2010-02-24,176350700,50475969,15789780,73043875.0,4423881,394228,924362,1046942.0,17207330.0,6956303.0,1581112.0,1246771.0,5547082.0,736678.0,113128.0,2965323.0
2010-02-25,259634700,51955953,18544340,73642430.0,3707697,256602,572278,503383.0,23400301.0,11448670.0,1383688.0,1745046.0,4687715.0,936859.0,189284.0,2067180.0
2010-02-26,173589300,60097941,19714131,65728328.0,4349028,609816,804548,697819.0,13036630.0,10804060.0,1536889.0,1138350.0,4837211.0,768492.0,152062.0,1784607.0
2010-03-01,147709700,70971109,14774300,73147984.0,2415171,468557,598624,1468732.0,12830850.0,6955080.0,2366394.0,1212782.0,6130612.0,627659.0,109008.0,1849556.0
2010-03-02,160992400,55627289,14135670,66354852.0,2260576,417869,625527,1291728.0,20106990.0,14694910.0,1425786.0,1269706.0,4699730.0,854658.0,95278.0,1575331.0
2010-03-03,150785000,56212219,15292380,68780609.0,2156414,476650,746243,986747.0,16222020.0,14368020.0,1971908.0,1554328.0,6455416.0,928540.0,91305.0,1884177.0
2010-03-04,135770400,47181199,12646070,61072770.0,2374728,431025,492247,641034.0,12951880.0,8861384.0,1841240.0,1239749.0,4038850.0,548673.0,90618.0,1557243.0
2010-03-05,176118800,52294367,18656270,78181172.0,3823122,549893,785966,975740.0,11091380.0,8307052.0,1383961.0,1255763.0,3556668.0,436731.0,109728.0,2161778.0
2010-03-08,114631200,46056008,11336050,56723930.0,2850302,399802,966718,937878.0,12760300.0,6998381.0,1450781.0,984995.0,4168482.0,298015.0,44838.0,1729220.0
2010-03-09,154556700,70685742,15356410,66759750.0,2573667,350471,722047,630718.0,12652900.0,7136484.0,2064087.0,1004317.0,2696833.0,342797.0,29813.0,2126178.0
2010-03-10,186088800,73655195,13641070,73994492.0,3216171,329747,688180,640143.0,21990949.0,17111859.0,1705324.0,1889323.0,2317412.0,280166.0,60393.0,2311451.0
2010-03-11,160791100,60019398,13020840,42420160.0,2621503,283201,479905,488647.0,9521553.0,7335211.0,1440770.0,1009903.0,3526471.0,448018.0,46182.0,1766157.0
2010-03-12,162074800,61862859,11743230,48950078.0,3099362,276327,819040,636629.0,11849450.0,7147294.0,1669208.0,1418521.0,5689436.0,450625.0,124188.0,2344358.0
2010-03-15,146816800,49874273,10182260,43560738.0,1936779,190043,497179,471390.0,7700873.0,4834234.0,1817509.0,1216144.0,3116572.0,276095.0,70631.0,2164312.0
2010-03-16,168673000,52878113,15718220,58416961.0,3932548,388176,635512,923269.0,17754510.0,8699428.0,1549646.0,1595654.0,5088586.0,614348.0,99976.0,3904921.0
2010-03-17,177468100,53591398,17400420,72018328.0,3481160,288285,983886,918271.0,13784690.0,6403788.0,2185538.0,1569106.0,4740487.0,365397.0,52036.0,3467825.0
2010-03-18,196509100,71535102,15899570,73867805.0,2750298,202548,497108,637312.0,13853490.0,7119583.0,1524841.0,946748.0,5247828.0,869699.0,42908.0,2449129.0
2010-03-19,226641100,80546414,17819670,65993891.0,2976273,171245,621441,674510.0,24329080.0,10860200.0,1576837.0,1728450.0,6911146.0,954321.0,108020.0,2703818.0
2010-03-22,184477800,56682992,17473730,57583391.0,2452341,338077,405980,758918.0,11586680.0,7597876.0,3003846.0,1331113.0,4476325.0,462045.0,129972.0,2922550.0
2010-03-23,182941600,61187672,15532970,50537910.0,2909928,244020,463271,699144.0,11283000.0,8127609.0,1647167.0,695555.0,3182391.0,638750.0,103051.0,3974699.0
2010-03-24,196072600,59666520,18234289,65085359.0,8049821,531278,801538,430750.0,14240950.0,8807816.0,1622677.0,1099111.0,6949875.0,1127532.0,292190.0,3241167.0
2010-03-25,223396300,66976922,18633350,72397992.0,8268492,601882,985302,1005173.0,16871369.0,10296240.0,3071453.0,1123495.0,7724345.0,1132078.0,366865.0,4033396.0
2010-03-26,205808500,58124312,23466109,69798781.0,4111700,734088,613979,1312501.0,17435119.0,9091372.0,1626597.0,957455.0,3921661.0,858908.0,90672.0,4338968.0
2010-03-29,134513500,38649168,13605620,57964359.0,3245248,521381,597568,546173.0,11530580.0,9627608.0,2449489.0,1301591.0,3268273.0,489679.0,63978.0,1914128.0
2010-03-30,145772500,35775559,16767949,50328207.0,3254599,246496,616041,605536.0,9818399.0,5955181.0,1091285.0,854871.0,6498363.0,570082.0,253742.0,1968250.0
2010-03-31,161078700,59821527,22702561,52859262.0,4263866,398881,997791,1255345.0,14006720.0,8733112.0,1193889.0,1678559.0,3890958.0,1133307.0,216408.0,2366199.0
2010-04-01,161215200,58846992,20493859,96283367.0,2912399,397584,1565582,773028.0,11371920.0,9627200.0,1665860.0,1134104.0,3173798.0,592445.0,229247.0,2198749.0
2010-04-05,105847600,52028480,14434000,63637672.0,5652112,656063,1417707,930126.0,8210364.0,7502466.0,1723459.0,956727.0,1792006.0,260324.0,214024.0,1961172.0
2010-04-06,110384200,50203512,15025770,42926840.0,3584555,566058,1174977,679050.0,10324190.0,6049553.0,1609404.0,916526.0,3353695.0,439024.0,166360.0,3307651.0
2010-04-07,184576300,71419922,19575160,55643000.0,6389806,561937,1041120,858928.0,19145109.0,7861468.0,1542489.0,1066306.0,6376129.0,253935.0,155229.0,3521657.0
2010-04-08,158704000,54606500,13852960,52083129.0,3797833,465306,938584,736008.0,12448070.0,7223497.0,1069799.0,856712.0,4863261.0,530134.0,148367.0,2047765.0
2010-04-09,133006500,53074820,17131471,46650910.0,2311262,314546,657786,679788.0,16428529.0,8924863.0,987883.0,1130194.0,6529386.0,1596186.0,87124.0,1710467.0
2010-04-12,110279000,49306160,11992150,43559719.0,2939571,401974,502738,443230.0,11120560.0,11744990.0,1300033.0,795436.0,5244290.0,868079.0,47801.0,1872206.0
2010-04-13,125043600,42150969,9093997,47073273.0,3090843,309058,728067,1162836.0,11261970.0,10595180.0,860149.0,1324143.0,3626776.0,370763.0,108348.0,1712568.0
2010-04-14,161609000,62044199,20763850,42957930.0,3570297,315743,697194,857643.0,10573840.0,7394802.0,1454481.0,1620185.0,11852590.0,497206.0,221315.0,2026749.0
2010-04-15,144615300,55145594,13534150,43464359.0,3697982,299839,766257,1250902.0,10955310.0,5966328.0,2087147.0,857785.0,1795005.0,439331.0,140452.0,2595774.0
2010-04-16,366786700,93255000,30345600,142490000.0,8305705,409873,1091722,1334133.0,24575680.0,14542550.0,1506501.0,2171236.0,3077952.0,1182786.0,708773.0,4450077.0
2010-04-19,217947800,85286156,19656930,89439203.0,3211477,215296,643810,757151.0,7996070.0,7940147.0,2749424.0,1203786.0,1276072.0,599523.0,224372.0,2825636.0
2010-04-20,157708000,50736578,14039780,63886141.0,2284968,171301,923197,1299395.0,7020159.0,4660099.0,1977867.0,858101.0,1551503.0,329581.0,83815.0,2193213.0
2010-04-21,192910100,60389219,15597310,64145352.0,4162429,446457,646573,553046.0,6843810.0,4973694.0,1687350.0,1468793.0,3057389.0,289760.0,101509.0,2980097.0
2010-04-22,115360300,79289508,22128119,72789820.0,4606513,258135,530995,842861.0,9605438.0,5449950.0,1618230.0,1347484.0,3597081.0,1450220.0,275470.0,2759639.0
2010-04-23,177335500,66273438,18250080,64726152.0,4775946,174170,327357,675906.0,12506210.0,5777371.0,1137097.0,1143833.0,2684725.0,980904.0,170532.0,3302819.0
2010-04-26,143457300,62716199,19670420,46317449.0,4753864,161872,839843,440094.0,8337739.0,7029679.0,925696.0,901683.0,1501302.0,1157906.0,118574.0,2486691.0
2010-04-27,355853300,101050094,39699078,132888406.0,13199240,442741,590471,1220657.0,25057029.0,13476860.0,1517620.0,1529259.0,5874019.0,2035151.0,329639.0,4589621.0
2010-04-28,300674100,79765906,32895230,68982570.0,8379444,409750,1670512,987962.0,26899070.0,13067260.0,1623908.0,1315303.0,3993154.0,1642782.0,339918.0,3500512.0
2010-04-29,193775000,68869594,21405820,69913969.0,4067153,350443,1102551,812168.0,10381850.0,10749420.0,1316622.0,1423711.0,1994151.0,553805.0,60535.0,3269335.0
2010-04-30,270000900,88767297,24817080,77534328.0,6924749,423157,1031619,809722.0,13406380.0,7333364.0,2476375.0,1681338.0,1673943.0,1237194.0,216510.0,4056153.0
2010-05-03,182747900,53776832,22046279,47652793.0,4211801,300441,495775,638987.0,13571130.0,9042228.0,2355775.0,1042847.0,1618197.0,530359.0,130479.0,4015965.0
2010-05-04,360353400,105733297,42932406,159998797.0,11059900,355000,844603,786168.0,21520141.0,18614641.0,2435840.0,2064168.0,5775604.0,1877079.0,93608.0,3672481.0
2010-05-05,328973200,110340305,40791273,131996594.0,12219040,671938,1288462,2567454.0,21616619.0,22204760.0,7516882.0,2791383.0,22281711.0,2451068.0,237960.0,3597626.0
2010-05-06,647356600,195388094,64521191,225062297.0,19579051,902395,1688202,6587310.0,50545273.0,22286070.0,3574312.0,3020873.0,10921950.0,5193483.0,1375145.0,6192576.0
2010-05-07,637558800,189572984,66179367,191271016.0,18740520,3856425,1758546,2583949.0,34276281.0,22925381.0,3752150.0,3110077.0,7669189.0,3979508.0,866373.0,5896600.0
2010-05-10,396159600,107708203,63301688,187921297.0,10240310,836107,1275882,1670021.0,28433779.0,11350360.0,2334346.0,2289566.0,7779063.0,3158793.0,428007.0,4818554.0
2010-05-11,317849800,100027695,42343520,119869906.0,7729048,891351,997498,1524347.0,36731738.0,29551670.0,1730342.0,1726231.0,3657115.0,2763354.0,254599.0,3229055.0
2010-05-12,235607100,84620258,27785520,73936781.0,5530849,423996,1035014,1031130.0,32703529.0,22013689.0,1831836.0,1615683.0,3318424.0,2445782.0,175030.0,2577456.0
2010-05-13,234452500,78558711,29677199,71630125.0,6849744,420204,585089,1151747.0,22340480.0,15266330.0,1337558.0,2196266.0,3894076.0,1813452.0,269925.0,2522071.0
2010-05-14,345601400,86140305,40366301,113085203.0,9796599,488611,575694,1050614.0,34645680.0,16161420.0,1702117.0,3032496.0,5044890.0,3405506.0,473235.0,4557948.0
2010-05-17,325739800,78576242,33131898,101715102.0,6302355,535065,877149,1120717.0,27898199.0,14639060.0,2636081.0,3235192.0,3894320.0,3205545.0,307432.0,2913242.0
2010-05-18,360556800,87163930,39157633,113550305.0,9904647,1711363,582066,1067471.0,26595949.0,13518220.0,1979993.0,2969964.0,6966832.0,4970124.0,463551.0,3727235.0
2010-05-19,394742700,107301203,41441762,129639906.0,14121240,839625,503250,1565073.0,34412699.0,20689020.0,4000821.0,3237084.0,7345390.0,5276027.0,932246.0,5955721.0
2010-05-20,530418300,166841406,50013680,174383500.0,17667740,1221530,1010268,3092702.0,28908170.0,20414859.0,3071855.0,3788030.0,9124466.0,8215173.0,1378715.0,5847847.0
2010-05-21,500909400,139644406,52184672,169454500.0,18671090,1196653,1775476,1814996.0,20098279.0,12478630.0,3529198.0,2969031.0,6179403.0,3906526.0,770290.0,5652638.0
2010-05-24,269823000,76022602,26643561,90942156.0,7721043,2949359,717707,1266150.0,14336750.0,10021180.0,2873203.0,1414795.0,2735905.0,2614998.0,322342.0,3826023.0
2010-05-25,396505200,110830703,53441898,144259016.0,12953070,1063952,901414,1507440.0,21232670.0,9419134.0,2565648.0,2214624.0,6295369.0,2868111.0,437044.0,4736388.0
2010-05-26,349719300,104172797,42125551,128281906.0,12644850,551562,561952,1738388.0,13153440.0,8863179.0,1614175.0,2384760.0,3516662.0,2505169.0,299563.0,4937290.0
2010-05-27,300870500,86856125,33506801,147183594.0,7653111,522785,767539,828823.0,10424770.0,7475051.0,2069497.0,2856031.0,3287858.0,2829985.0,288168.0,2876092.0
2010-05-28,297933500,92380750,39482031,113229297.0,5805433,511696,1042142,1253878.0,11581440.0,7100112.0,2489247.0,1373613.0,2520419.0,1988424.0,676695.0,2769135.0
2010-06-01,277909400,88425391,34753512,91072086.0,5536329,978845,782310,770211.0,12207710.0,8308756.0,3618242.0,1768454.0,2821220.0,1360133.0,263963.0,2714905.0
2010-06-02,240243700,61553762,25336260,103745000.0,5656398,519021,520961,1414470.0,10348180.0,10517610.0,1395706.0,1307524.0,3213963.0,1782489.0,227265.0,2015849.0
2010-06-03,226618300,74870383,27019520,70471406.0,8499473,274222,1016962,877118.0,13861390.0,8544422.0,1162832.0,2426623.0,4740436.0,1582541.0,210267.0,2171668.0
2010-06-04,398475600,105565000,36685102,108945000.0,7479657,728291,745170,1438924.0,16536590.0,16470010.0,2423219.0,1877690.0,3850477.0,3364035.0,259954.0,9751145.0
2010-06-07,264609100,88434148,24384029,82133609.0,5288171,413702,551418,992873.0,20246170.0,14269180.0,1406026.0,1200396.0,2386737.0,1435982.0,290141.0,3646564.0
2010-06-08,357774300,129072000,33911602,108437906.0,5510785,604256,953431,1085109.0,23410221.0,9528798.0,3121487.0,1334519.0,3155951.0,3196852.0,798751.0,4966278.0
2010-06-09,268023300,108645602,30395439,87949969.0,5598095,263939,526813,1081834.0,12884570.0,6974097.0,1569938.0,2024806.0,3190666.0,2411864.0,548509.0,4130363.0
2010-06-10,317890600,75497266,30506000,92861758.0,6075043,655116,1037131,588191.0,13687870.0,7713631.0,1341038.0,1348409.0,3290318.0,1956043.0,350968.0,3918747.0
2010-06-11,214128200,65298887,22459000,66499242.0,6266861,404762,483049,468370.0,7830520.0,5563168.0,2333982.0,1211795.0,2557502.0,1329713.0,306761.0,2626783.0
2010-06-14,207196100,70547148,29477141,83991914.0,5310307,627664,712855,843048.0,11004040.0,5932834.0,1647184.0,1074543.0,4114019.0,2489275.0,230989.0,2967050.0
2010-06-15,238268700,72341938,28365000,96497828.0,4920038,1114315,663037,1387184.0,15073840.0,6959877.0,1778552.0,1295435.0,3993711.0,2292330.0,152220.0,2692568.0
2010-06-16,216374000,62370328,21785830,63909809.0,4011079,621849,567969,1877172.0,10505520.0,4141381.0,1320587.0,1397843.0,2259082.0,5829475.0,111170.0,2497149.0
2010-06-17,263185800,67329359,23402811,68660680.0,5650874,792500,1487487,1096989.0,19799689.0,6898507.0,1183058.0,1066864.0,2444006.0,5797839.0,266108.0,3137088.0
2010-06-18,174006600,52765434,20182680,64640320.0,4171631,463312,726227,734235.0,19430910.0,9483632.0,1929876.0,808008.0,2723961.0,3591319.0,204077.0,1981111.0
2010-06-21,213140700,58651379,26081170,96723828.0,5740875,569056,686269,1094314.0,20041600.0,9945547.0,1081082.0,1222731.0,3589134.0,3625149.0,191997.0,2910006.0
2010-06-22,239355400,70837203,29123811,100336492.0,5661562,549176,656998,1010984.0,12944690.0,5625627.0,1540231.0,963624.0,2555779.0,1718895.0,271428.0,4469010.0
2010-06-23,254639900,70319422,31159010,93969359.0,9137828,632410,1105775,882269.0,14120710.0,7993298.0,1179432.0,1574794.0,1968945.0,1410036.0,346131.0,2987844.0
2010-06-24,268523600,72527586,24218660,82636180.0,6184567,1075019,742926,613530.0,13140890.0,5558791.0,1195910.0,1000842.0,1669907.0,1494978.0,233337.0,3163431.0
2010-06-25,238726500,87177648,31883820,60658039.0,5148464,455334,484933,536430.0,9990880.0,6324824.0,1452680.0,1630181.0,2246637.0,853081.0,343394.0,4883656.0
2010-06-28,169218600,64649352,23915699,36245168.0,5437428,924250,772678,682189.0,19655949.0,9377966.0,3621427.0,609746.0,2390257.0,576654.0,307838.0,2439398.0
