date,L,n_h1_features,rho_bar,absorption_ratio,index_vol,n_assets
2007-10-19,0.036678969860076904,2,0.668064859800242,0.8595933395793952,0.18649639187030195,19
2007-10-26,0.0,0,0.6515784624722477,0.8469627813852766,0.17906531852208005,19
2007-11-02,0.03100454807281494,3,0.6309430242482629,0.8399785115550761,0.1610324509857602,19
2007-11-09,0.06037110090255737,3,0.6518991944955693,0.8417907198716467,0.1703599882614436,19
2007-11-16,0.018093407154083252,1,0.6462415004732787,0.8532318552776135,0.17961510894543956,19
2007-11-23,0.0,0,0.6235898836243138,0.8462737632441101,0.17774318544913698,19
2007-11-30,0.02265113592147827,1,0.6393321171344252,0.8572636122285756,0.1942322789438092,19
2007-12-07,0.0,0,0.6283878098814103,0.8495755992854057,0.1965030470963137,19
2007-12-14,0.006923317909240723,1,0.632511805712831,0.8509864350701122,0.19793098919701893,19
2007-12-21,0.0,0,0.6373399259613376,0.8500064843360841,0.2022688718199456,19
2007-12-28,0.0,0,0.6442064098551351,0.8565859529053388,0.20302684171301016,19
2008-01-04,0.0,0,0.6347085580844624,0.8608200665763703,0.2067580514265335,19
2008-01-11,0.048022449016571045,1,0.6240718546028479,0.8597775718190908,0.21003510399573644,19
2008-01-18,0.07290017604827881,1,0.6130894728555402,0.8613934355992401,0.21442703587431586,19
2008-01-25,0.0,0,0.5814870648761042,0.8690425479048788,0.22183620149055217,19
2008-02-01,0.0012987852096557617,1,0.5806854610300688,0.8613255283916194,0.2257840070570701,19
2008-02-08,0.03807336091995239,2,0.5833465180277755,0.8622501195172895,0.2236259040397267,19
2008-02-15,0.05179166793823242,1,0.559918015876463,0.8529312279684174,0.21391247225070376,19
2008-02-22,0.03854501247406006,1,0.537683961227802,0.8423599388910862,0.20265743686675025,19
2008-02-29,0.023202896118164062,1,0.5324276628545405,0.8414038026192321,0.19651292130473047,20
2008-03-07,0.0,0,0.5224800180863393,0.8420145345670773,0.19363847236647247,20
2008-03-14,0.004528522491455078,1,0.546318644865638,0.8471692041889616,0.20140726687197968,20
2008-03-20,0.0030205845832824707,1,0.5574473963407992,0.863224182231886,0.2258215776468503,20
2008-03-28,0.0,0,0.5499773036217819,0.8621153989136122,0.22953903133025746,20
2008-04-04,0.018297195434570312,1,0.5598879783065729,0.8623491475385517,0.23344745731331015,20
2008-04-11,0.0018846988677978516,1,0.5496453674138627,0.8588426734640523,0.23021223462013168,20
2008-04-18,0.010857701301574707,1,0.576983982320371,0.8448044885015825,0.22356017477000403,20
2008-04-25,0.0013868212699890137,1,0.5672921245872888,0.848537567201811,0.2186863283895081,20
2008-05-02,0.009385347366333008,2,0.5347940788583356,0.844120251191386,0.2075111635817844,20
2008-05-09,0.01218646764755249,2,0.5510690894819321,0.8506268273304473,0.20951899778162292,20
2008-05-16,0.010638594627380371,1,0.5540903867931344,0.8540053644241782,0.2101848369993743,20
2008-05-23,0.0013068318367004395,1,0.5630790148066996,0.8596112766965578,0.21281620502876908,20
2008-05-30,0.0,0,0.5404401731336427,0.8577604071628695,0.20768772610317915,20
2008-06-06,0.0,0,0.5048749925467229,0.8547560195796983,0.20296850860220012,20
2008-06-13,0.00999760627746582,1,0.43389008910188537,0.8336711453135676,0.17801821713056645,20
2008-06-20,0.02451390027999878,1,0.4384832233501688,0.8316043741155041,0.17237872245764252,20
2008-06-27,0.02017509937286377,1,0.39926493218179754,0.8299746560494496,0.16523898252600325,20
2008-07-03,0.012397289276123047,2,0.40930974772568185,0.8325597766604399,0.1686301175781531,20
2008-07-11,0.01750004291534424,2,0.36507204611084715,0.8266506975746746,0.16550822963391953,20
2008-07-18,0.06498533487319946,2,0.335023119451435,0.8330147656403273,0.17685997016225888,20
2008-07-25,0.03492879867553711,1,0.32149803038794783,0.8323067763702566,0.18184974348171065,20
2008-08-01,0.05071216821670532,4,0.32952188384389436,0.8318193070903285,0.1856032417441848,20
2008-08-08,0.04024225473403931,3,0.33186228650737687,0.8415385194714818,0.19985853458972413,20
2008-08-15,0.04144006967544556,2,0.3133149723907914,0.8387482506837117,0.19823662649377455,20
2008-08-22,0.012675940990447998,2,0.30844548879179823,0.8393122885388654,0.20081058259354836,20
2008-08-29,0.0022253990173339844,1,0.3088217422053873,0.860163162081459,0.20305491243656318,21
2008-09-05,0.016468822956085205,2,0.30740305227341563,0.853438330090145,0.2001070189342966,21
2008-09-12,0.0579683780670166,2,0.34711085966374583,0.8572529381109545,0.21354557238138133,21
2008-09-19,0.0037789344787597656,1,0.43493453165599294,0.8615802314630133,0.2736077765423192,21
2008-09-26,0.047664523124694824,2,0.4402812381683331,0.8617895155777552,0.2753363714942408,21
2008-10-03,0.026333332061767578,2,0.5327718358846004,0.8812744066593784,0.3368772242665067,21
2008-10-10,0.08306413888931274,4,0.580021133518523,0.8966109734157661,0.3871667894538322,21
2008-10-17,0.06940990686416626,2,0.6563096961968421,0.9118218300737586,0.5310491721856286,21
2008-10-24,0.0377843976020813,3,0.6736486673913415,0.9099653228146529,0.5633404178582112,21
2008-10-31,0.09160691499710083,4,0.6997855174242961,0.9131937491241928,0.6169281915843141,21
2008-11-07,0.12164416909217834,6,0.716399089207099,0.9130232876215849,0.6378030982041273,21
2008-11-14,0.13135722279548645,5,0.7388865453435347,0.900540156841561,0.6650926712132346,20
2008-11-21,0.13500043749809265,4,0.7462391743670431,0.8969814760627177,0.7002508605557859,20
2008-11-28,0.10212019085884094,5,0.7559270669780508,0.9011756917237606,0.7223471399152385,20
2008-12-05,0.05147320032119751,4,0.7700922537534007,0.9066441716181848,0.7516262618945857,20
2008-12-12,0.04264405369758606,2,0.768131891784176,0.906639801465337,0.7436112340047095,20
2008-12-19,0.06705796718597412,3,0.7735181674376737,0.9113819173557922,0.7431294380159924,20
2008-12-26,0.09702590107917786,4,0.7721194845218305,0.9131391601028135,0.7206950708612387,20
2009-01-02,0.032967954874038696,4,0.7694758885770159,0.9114673808022367,0.7101796916483498,20
2009-01-09,0.025529921054840088,2,0.7871581262348281,0.9145998148629303,0.6347252168602037,20
2009-01-16,0.022636443376541138,2,0.78065578106459,0.914895985806858,0.5816750789866181,20
2009-01-23,0.04707714915275574,3,0.7808068053295869,0.9147695934500639,0.5739674812391272,20
2009-01-30,0.09012144804000854,5,0.7792555685968066,0.9106281495071482,0.5311763798129869,20
2009-02-06,0.10716938972473145,4,0.7688468175889575,0.9074346570733752,0.5070109553009101,20
2009-02-13,0.10760617256164551,4,0.7443493468376394,0.8992326723116104,0.47629243612542094,20
2009-02-20,0.0,0,0.7311923300475632,0.8921614016098615,0.422545651984747,20
2009-02-27,0.02245962619781494,2,0.6543262612518121,0.8712041045766081,0.36073245041303525,20
2009-03-06,0.03485196828842163,2,0.6619344776648844,0.8721884458717758,0.3534138795010945,20
2009-03-13,0.013013184070587158,2,0.6838457263456692,0.884046687590673,0.3810031201744499,20
2009-03-20,0.036337316036224365,2,0.6685697074470224,0.8797583919066839,0.37727665235217067,20
2009-03-27,0.0340057909488678,1,0.6885373274657706,0.8870336505400053,0.4070015165142888,20
2009-04-03,0.04079881310462952,2,0.6911031504357859,0.8872820565122836,0.4101176248937989,20
2009-04-09,0.024166792631149292,1,0.6901505604344933,0.8912960978598957,0.41654953806675793,20
2009-04-17,0.028526484966278076,1,0.6657077321774391,0.8818116329390822,0.3891496902287301,20
2009-04-24,0.010253548622131348,1,0.6736229276787725,0.8848537380605329,0.3950217516246012,20
2009-05-01,0.03102266788482666,3,0.6723190996478318,0.8832297768538832,0.3883130864885271,20
2009-05-08,0.04115265607833862,1,0.6603528434244645,0.8744048373885204,0.3814161294334601,20
2009-05-15,0.0377311110496521,2,0.664716811718597,0.8779448650654207,0.37533157797510075,20
2009-05-22,0.05521368980407715,2,0.6700248975399198,0.880592522985465,0.36212717950317014,20
2009-05-29,0.044553279876708984,2,0.6602639152774538,0.8755797169455425,0.3474710543267253,20
2009-06-05,0.04678797721862793,2,0.6489460902111696,0.8712351244221296,0.31838736043769733,20
2009-06-12,0.0011773109436035156,1,0.6435361205075594,0.8777434566745944,0.30324051796941526,20
2009-06-19,0.003124237060546875,1,0.6142981670030112,0.8633752829706051,0.26672741102175496,20
2009-06-26,0.0,0,0.6157749559485958,0.8683729254572694,0.2588549658328727,20
2009-07-02,0.004308342933654785,1,0.6240252614611963,0.8691375137549674,0.25471682902973064,20
2009-07-10,0.0655260682106018,3,0.6263922632140821,0.8686369956436794,0.24172991124126678,20
2009-07-17,0.016331970691680908,2,0.6364439362040916,0.8636035746978006,0.23152737467174406,20
2009-07-24,0.03943753242492676,2,0.6426413623900932,0.867186056623735,0.22905103124515244,20
2009-07-31,0.045291781425476074,1,0.6402230157012477,0.8683244165201552,0.21796644511622004,20
2009-08-07,0.059637486934661865,2,0.6248132009013084,0.8538672830765411,0.20289729604196094,20
2009-08-14,0.07214027643203735,2,0.6280367680299693,0.8567192128166574,0.19782822732766506,20
2009-08-21,0.07167863845825195,2,0.6439219353081247,0.8615972081941502,0.19569594308151692,20
2009-08-28,0.05018848180770874,2,0.6390768151173427,0.8619402453547866,0.18457032397272502,20
2009-09-04,0.016389787197113037,1,0.6620936224120966,0.8686622316876368,0.19394754466314237,20
2009-09-11,0.022268295288085938,2,0.6525533219526305,0.860314144163395,0.18582867136346734,20
2009-09-18,0.029570937156677246,2,0.6429031238476387,0.8478439455533141,0.17428684615862533,20
2009-09-25,0.012263119220733643,1,0.6446130852697776,0.8539288895111321,0.17245967987572342,20
2009-10-02,0.03231668472290039,1,0.6563778914443077,0.8477843962937773,0.16884340639796908,20
2009-10-09,0.03408944606781006,2,0.6346516261971735,0.839250325457808,0.15733238278527628,20
2009-10-16,0.07423067092895508,2,0.6263571005421463,0.8324147804791411,0.1544960409665828,20
2009-10-23,0.036561429500579834,1,0.6482394989972663,0.836997504517683,0.1587517873442723,20
2009-10-30,0.021768510341644287,3,0.7093413226634301,0.8558542783296413,0.17936476157698863,20
2009-11-06,0.0,0,0.708001007180923,0.8559864641330327,0.17789776644417374,20
2009-11-13,0.0073206424713134766,1,0.7029987174580007,0.8541610031644791,0.1739336113542303,20
2009-11-20,0.001782536506652832,1,0.7097348388838469,0.8533579396909265,0.17479869559508743,20
2009-11-27,0.0,0,0.7183271235635416,0.8572538025923768,0.17176106714936734,20
2009-12-04,0.0,0,0.7047569420284294,0.8558388574262062,0.16993716977150028,20
2009-12-11,0.0,0,0.7045724341663452,0.8570270146886817,0.16941467478929048,20
2009-12-18,0.0,0,0.702598417789102,0.8553587046165066,0.1693562176421466,20
2009-12-24,0.0,0,0.7006526856778298,0.8560001079692194,0.166088661834985,20
2009-12-31,0.0,0,0.6685503617638553,0.8420474609801348,0.15328999077898398,20
2010-01-08,0.03252601623535156,2,0.6580308190651082,0.8340849905736696,0.15573300703264803,20
2010-01-15,0.033457279205322266,2,0.6630770943593349,0.8350145042658289,0.15414502292679122,20
2010-01-22,0.01687675714492798,1,0.6695241521790913,0.8420459248978858,0.16397042013008914,20
2010-01-29,0.0016350746154785156,1,0.614711628473466,0.8184360467637242,0.14396761378545725,20
2010-02-05,0.0,0,0.6497606090425961,0.8370653331690265,0.15182394537266158,20
2010-02-12,0.0,0,0.6434735829737066,0.8372773304355509,0.151157939527946,20
2010-02-19,0.0,0,0.6529594375440544,0.8427231490583593,0.15285012126021508,20
2010-02-26,0.0345839262008667,2,0.647990741429129,0.8420017196622065,0.14983367570639594,20
2010-03-05,0.006060361862182617,1,0.6634172129059578,0.8444959180380937,0.1506787469903756,20
2010-03-12,0.005870521068572998,1,0.6647490649490719,0.8438124669122065,0.1478731020027322,20
2010-03-19,0.003703594207763672,1,0.6637701782694249,0.847229201578472,0.14508586109418214,20
2010-03-26,0.020067274570465088,1,0.6626784023728719,0.8451847937318,0.14606432593319732,20
2010-04-01,0.05470472574234009,2,0.6590332239395971,0.8510155310336794,0.1418263344635595,20
2010-04-09,0.0,0,0.6741411205095831,0.8548916911484817,0.14208412527016143,20
2010-04-16,0.01994907855987549,1,0.6678465204789108,0.8527848798778725,0.14103854797796986,20
2010-04-23,0.0,0,0.6446947103753222,0.8304800736169844,0.1257743592916544,20
2010-04-30,0.0,0,0.6564990245388668,0.8444550670498805,0.13411813887367985,20
2010-05-07,0.0,0,0.661284054528761,0.8549377262235984,0.14943739822076912,20
2010-05-14,0.04231846332550049,1,0.7075378508444836,0.8746523603547831,0.17757534490305368,20
2010-05-21,0.044291675090789795,1,0.7434748178651821,0.8916420242512852,0.19681804694824365,20
2010-05-28,0.023466944694519043,1,0.7571259248209171,0.8977522047056666,0.21061186967606307,20
2010-06-04,0.0014834702014923096,1,0.7744296492071989,0.9107158853570597,0.2295002893175746,20
2010-06-11,0.0,0,0.776649360094399,0.912956870003214,0.2391172269280764,20
2010-06-18,0.0,0,0.7820009910225818,0.9149661169534128,0.24284493256362646,20
2010-06-25,0.0,0,0.7866355021775323,0.9128690776299444,0.24690753072018057,20
2010-07-02,0.003367602825164795,1,0.7934183142665907,0.9181775593743546,0.2530287098605868,20
2010-07-09,0.0,0,0.8033832206440938,0.9243271111775103,0.2624042479021676,20
2010-07-16,0.00384366512298584,1,0.8119763780540361,0.9298835578452547,0.2674048936505783,20
2010-07-23,0.035936981439590454,2,0.8146398171723601,0.9309207204482391,0.27009543884248854,20
2010-07-30,0.054441630840301514,4,0.8116905642595159,0.9302840754740167,0.26210115259126204,20
2010-08-06,0.026522338390350342,2,0.7988839082831999,0.9193760893819244,0.2380251144217285,20
2010-08-13,0.024779200553894043,3,0.8050265689039995,0.9204957647069184,0.23963102263492353,20
2010-08-20,0.015002906322479248,2,0.797478166317634,0.9190452839298278,0.22667879367944013,20
2010-08-27,0.007818937301635742,1,0.7856534995129688,0.9116638697411347,0.21020092759151834,20
2010-09-03,0.014368772506713867,1,0.7726131418902193,0.9054246544355706,0.19907650677476693,20
2010-09-10,0.0020683705806732178,2,0.7658873461778144,0.9047144266783665,0.1958279726370998,20
2010-09-17,0.023621439933776855,1,0.7617951720617012,0.9025800872306055,0.19383702981346357,20
2010-09-24,0.0037261545658111572,1,0.7495879875865183,0.8995938810115774,0.18448810885644173,20
2010-10-01,0.0,0,0.7362836935786393,0.8933138317381895,0.1729501478709232,20
2010-10-08,0.0,0,0.745152193994718,0.8954207124676176,0.17566708273464618,20
2010-10-15,0.008307337760925293,1,0.7034907995483418,0.8769311136511583,0.15591738106017064,20
2010-10-22,0.017007768154144287,1,0.7115275098567542,0.8774494071787295,0.15671471581676238,20
2010-10-29,0.027761459350585938,2,0.6984807369442094,0.8719796260934016,0.14971069297157028,20
2010-11-05,0.012584328651428223,1,0.6794183948361839,0.8565366515088135,0.14014552779655318,20
2010-11-12,0.012933492660522461,1,0.6668630100917436,0.8456235986837979,0.13727961323970908,20
2010-11-19,0.029795408248901367,1,0.6798336553272198,0.8547124665356529,0.13810075145252276,20
2010-11-26,0.03583472967147827,1,0.6501769232349452,0.8390495651463972,0.1287335298365777,20
2010-12-03,0.04121363162994385,1,0.6589779201537528,0.8427682402998914,0.13141681537257202,20
2010-12-10,0.021960079669952393,1,0.6573297405875089,0.8407351667537722,0.13014963639625762,20
2010-12-17,0.0065999627113342285,1,0.6488512766216721,0.8384289392275349,0.12547542864692734,20
2010-12-23,0.015372157096862793,1,0.6223330855555861,0.8279513037334298,0.11893970439034543,20
2010-12-31,0.019130170345306396,1,0.5961246608474934,0.8183724343655515,0.11080841814749832,20
2011-01-07,0.05789375305175781,2,0.5963614793832588,0.8160060679980351,0.1118025364627342,20
2011-01-14,0.0061691999435424805,1,0.5865316991762329,0.8112030953521498,0.10764104659735103,20
2011-01-21,0.0,0,0.5997038137074109,0.8168668942307715,0.11025400036486971,20
2011-01-28,0.06182605028152466,1,0.5885634127407254,0.8319465195806378,0.1163225995372275,20
2011-02-04,0.04721254110336304,1,0.5563953681441226,0.8115747384559653,0.11359288779576682,20
2011-02-11,0.0,0,0.5108423071538097,0.7918177023609821,0.1043881011509945,20
2011-02-18,0.0,0,0.48323891548079684,0.7800244827829986,0.09583416859599728,20
2011-02-25,0.0,0,0.4992326208547357,0.7940712313075566,0.10101825997931484,20
2011-03-04,0.0,0,0.5010610572937334,0.8037715142261674,0.1046408709765162,20
2011-03-11,0.0,0,0.5442299961890532,0.8271340966221103,0.11503056953117094,20
2011-03-18,0.0,0,0.5604118199266072,0.8331997512747454,0.1263933307627835,20
2011-03-25,0.0,0,0.5777691268150931,0.8357238650971723,0.13161719085310813,20
2011-04-01,0.0,0,0.5815198933300237,0.8371093912043585,0.1313170644130723,20
2011-04-08,0.0,0,0.5748461974149536,0.840019472138029,0.130334315301862,20
2011-04-15,0.008018553256988525,1,0.571329782148134,0.8411995477872254,0.12910678136745857,20
2011-04-21,0.011588811874389648,1,0.5959171925559165,0.847450321839178,0.1342287206122141,20
2011-04-29,0.021306335926055908,1,0.5925931141448288,0.8470228475066632,0.12578083768399298,20
2011-05-06,0.02954024076461792,1,0.5975323457834482,0.8505352028424393,0.12776932763234117,20
2011-05-13,0.0,0,0.6161041724533791,0.8599506135999263,0.1310022905675675,20
2011-05-20,0.022674202919006348,1,0.6085056954772035,0.8517252659625529,0.12629858309580505,20
2011-05-27,0.002503693103790283,1,0.5797046280299937,0.8407867381289073,0.11687122132075066,20
2011-06-03,0.0,0,0.6271773977812488,0.8549408882029487,0.12612002889340726,20
2011-06-10,0.05978482961654663,2,0.6131180457241607,0.8422611550140882,0.11676140777164506,20
2011-06-17,0.04281097650527954,1,0.6181108754941422,0.8510375421473716,0.11771899873845496,20
2011-06-24,0.07496500015258789,1,0.6161639391358691,0.8560198342162294,0.12077292438051228,20
2011-07-01,0.09025877714157104,1,0.6447989510580231,0.87357956014075,0.1313171088707659,20
2011-07-08,0.16843432188034058,3,0.655168007632135,0.8768496814968061,0.13235600144889031,20
2011-07-15,0.12086910009384155,3,0.6583905671163175,0.8789881911499738,0.13682555469216515,20
2011-07-22,0.08315134048461914,1,0.6600239151132202,0.8826624835924788,0.13979566264464496,20
2011-07-29,0.05386561155319214,1,0.6839272138406037,0.8837782032655538,0.1462299177693976,20
2011-08-05,0.0510791540145874,3,0.759518712632353,0.9098376647834124,0.17962391839512745,20
2011-08-12,0.0,0,0.8246798115829892,0.9468343737983733,0.2765473549704471,20
2011-08-19,0.0,0,0.8327620759838948,0.9500039139916098,0.2941803189474727,20
2011-08-26,0.003985673189163208,1,0.819657184212746,0.9499388718443846,0.30313555069827886,20
2011-09-02,0.0,0,0.8207572801140055,0.9538969258675415,0.3126757719044785,20
2011-09-09,0.0,0,0.8230264924868085,0.9543698165872193,0.3192330204018597,20
2011-09-16,0.0,0,0.8204925715559911,0.9535927101286301,0.32229312870027976,20
2011-09-23,0.0064465999603271484,2,0.825101708202893,0.9542145033047623,0.3313430327537904,20
2011-09-30,0.003828883171081543,2,0.8293794809317074,0.9598176613779271,0.33893773830735685,21
2011-10-07,0.0,0,0.8239975846450509,0.9580742482276328,0.3501981214029051,21
2011-10-14,0.0016976594924926758,1,0.8301543986652056,0.9589931784684741,0.3562792124187199,21
2011-10-21,0.0,0,0.8322533898261832,0.9602640595649151,0.36148165109400776,21
2011-10-28,0.0,0,0.8241743408503864,0.9581917424630401,0.35364888714243736,21
2011-11-04,0.0,0,0.8075657746569573,0.9434049329484441,0.29756185994685025,20
2011-11-11,0.0,0,0.8155121090325882,0.9457597799808874,0.2935911615556844,20
2011-11-18,0.0,0,0.8276007782096355,0.9474667517117977,0.2863476181285118,20
2011-11-25,0.0,0,0.8295975850183416,0.9466188069872091,0.28532125715011003,20
2011-12-02,0.007409453392028809,1,0.8422375882270399,0.9476344852254401,0.290652665336179,20
2011-12-09,0.0,0,0.8482108518677514,0.9492308367693255,0.28777201210193565,20
2011-12-16,0.0,0,0.8427932756153111,0.9454006594910301,0.274440646555324,20
2011-12-23,0.0,0,0.8502458385782357,0.9461055269777102,0.2739275791085508,20
2011-12-30,0.0,0,0.8610778066208109,0.9430236676675282,0.25787942141355014,20
2012-01-06,0.007663697004318237,1,0.8499994581028987,0.9377817242008986,0.2485557885354966,20
2012-01-13,0.011882871389389038,1,0.8512532238803951,0.9374691131716482,0.2400883284671509,20
2012-01-20,0.0,0,0.8480701168130587,0.9347228182092936,0.2357234165306518,20
2012-01-27,0.003763645887374878,1,0.8328906989563905,0.9274924389311215,0.21536936591508477,20
2012-02-03,0.0,0,0.8236062275345776,0.925792294959343,0.2030191166272551,20
2012-02-10,0.0,0,0.7922007215443849,0.9117786210351724,0.18025131293051258,20
2012-02-17,0.013995945453643799,2,0.7796772939661691,0.9054767532648481,0.16899658744990115,20
2012-02-24,0.002769172191619873,1,0.7388456094425794,0.8912725385252117,0.15149545750299181,20
2012-03-02,0.021428465843200684,4,0.6789743794881776,0.859173013640483,0.12868878059266672,20
2012-03-09,0.022220849990844727,3,0.6371801412302978,0.8406377439773307,0.11706315147870583,20
2012-03-16,0.009486198425292969,2,0.6155284066893687,0.8317231486574923,0.11337396843684362,20
2012-03-23,0.043964505195617676,2,0.5592945719252126,0.8091440524612524,0.0988521781434497,20
2012-03-30,0.10725533962249756,2,0.540162139877566,0.7907634209350933,0.0920494241861745,20
2012-04-05,0.06996393203735352,2,0.5570846123844757,0.7998371693555468,0.09506758206762592,20
2012-04-13,0.02743232250213623,2,0.6114195056845025,0.8342292831995975,0.10954595118691382,20
2012-04-20,0.0,0,0.6141852878301928,0.8424882330475391,0.11273155579285934,20
2012-04-27,0.05060255527496338,2,0.6226617258686663,0.846410010548202,0.11599282819732595,20
2012-05-04,0.06388992071151733,2,0.6288282680117936,0.8519009174723656,0.12020558863470931,20
2012-05-11,0.05563884973526001,2,0.6233357325579734,0.8517923993533381,0.11901364411517543,20
2012-05-18,0.0,0,0.6285492248649535,0.8592947063462255,0.12385902659900304,20
2012-05-25,0.0,0,0.636191951769537,0.8600164356717066,0.12833022413816983,20
2012-06-01,0.021869301795959473,2,0.639320568169684,0.8710754918304776,0.13948086398419832,20
2012-06-08,0.039383530616760254,3,0.6458223731752161,0.8749768421517528,0.14239734188705935,20
2012-06-15,0.037777483463287354,2,0.6762525959654159,0.8833274405322233,0.14966628422580325,20
2012-06-22,0.04926490783691406,3,0.6903341862936103,0.8858747334310915,0.15487997809099335,20
