,SPY,QQQ,IWM,IJH,VTI,VUG,EFA,EEM,VEA,VWO,XLF,XLK,XLE,XLI,XLY,XLP,XLV,XLU,XLB,XLRE,XLC,SMH,XBI,KRE,XRT,IYT,TLT,IEF,SHY,LQD,HYG,TIP,MUB,AGG,EMB,UUP,FXE,FXY,VNQ,DBC
2003-01-02,88.85,24.72,76.5,86.5,83.4,,99.8399,,,,22.05,14.9,22.45,20.83,23.33,20.01,26.75,19.38,20.04,,,20.9948,,,,,87.7,85.6,82.16,108.97,,,,,,,,,,
2003-01-03,90.91,25.46,78.0,88.25,85.05,,101.2999,,,,22.7,15.55,22.9,21.25,23.82,20.42,27.3,19.8,20.3,,,21.781,,,,,86.15,84.7,81.94,107.6,,,,,,,,,,
2003-01-06,91.24,25.71,77.77,88.02,85.6,,101.0999,,,,22.9,15.76,22.8,21.3,23.6,20.28,27.64,19.75,20.39,,,22.5671,,,,,86.17,84.8,81.95,107.75,,,,,,,,,,
2003-01-07,92.9,26.41,78.7,89.39,86.75,,100.8299,,,,23.5,16.42,22.75,21.4,23.85,20.35,27.8,20.5,20.74,,,23.1221,,,,,86.19,84.72,81.94,107.85,,,,,,,,,,
2003-01-08,92.2,26.39,77.9,88.22,85.82,,98.7999,,,,23.05,16.25,22.2,21.2,23.6,20.25,27.32,20.3,20.5,,,23.1683,,,,,86.88,85.17,82.1,108.6,,,,,,,,,,
2003-01-09,91.82,26.24,77.98,87.45,85.75,,99.4099,,,,23.0,16.29,22.2,21.0,23.7,20.23,27.3,20.48,20.19,,,23.1221,,,,,86.17,84.58,82.04,108.0,,,,,,,,,,
2003-01-10,91.95,26.35,77.83,87.93,86.15,,100.4299,,,,23.2,16.15,22.08,21.1,24.05,20.3,27.4,20.4,20.18,,,22.7151,,,,,85.92,84.56,82.06,108.2,,,,,,,,,,
2003-01-13,93.54,27.33,79.32,89.53,87.45,,101.3499,,,,23.7,16.85,22.17,21.3,24.4,20.35,27.67,20.55,20.7,,,24.1672,,,,,85.54,84.2,82.02,108.0,,,,,,,,,,
2003-01-14,92.69,26.91,78.9,88.23,86.45,,100.8999,,,,23.4501,16.49,22.19,21.25,24.35,20.38,27.31,19.95,20.41,,,23.307,,,,,86.0,84.6,82.1,108.7,,,,,,,,,,
2003-01-15,93.54,27.24,79.17,88.28,86.75,,101.0799,,,,23.8,16.75,22.08,21.35,24.2,20.48,27.5,19.88,20.47,,,23.6307,,,,,86.28,84.76,82.1,108.2,,,,,,,,,,
2003-01-16,92.5,26.79,79.0,88.25,86.15,,101.0999,,,,23.4,16.32,22.28,20.93,24.05,20.3,27.0,19.94,20.2,,,22.9833,,,,,86.38,84.66,82.09,108.0,,,,,,,,,,
2003-01-17,90.99,25.904,77.88,87.5,84.75,,100.3999,,,,23.03,15.55,22.31,20.5,23.8,20.5,26.97,19.85,20.22,,,21.6238,,,,,87.1,85.15,82.21,108.25,,,,,,,,,,
2003-01-21,90.87,25.41,77.4,86.36,84.85,,98.7999,,,,23.1,15.36,21.97,20.6,23.72,20.6,27.1,19.75,20.22,,,21.1336,,,,,86.88,84.93,82.16,108.0,,,,,,,,,,
2003-01-22,88.77,24.968,75.77,84.77,83.0,,96.8499,,,,22.55,15.1,21.49,19.95,23.1,20.37,26.85,19.37,19.74,,,20.7174,,,,,87.68,85.55,82.2,108.25,,,,,,,,,,
2003-01-23,88.75,25.4,75.95,85.1,83.15,,98.4999,,,,22.5,15.4,21.63,20.0,22.9,20.1,26.9,19.25,19.61,,,21.3648,,,,,87.32,85.43,82.2,108.3,,,,,,,,,,
2003-01-24,88.59,25.53,76.0,84.8,82.75,,97.6499,,,,22.46,15.2,21.58,19.95,23.2,19.9,26.83,19.23,19.73,,,21.3185,,,,,87.74,85.8,82.26,108.94,,,,,,,,,,
2003-01-27,85.73,24.45,74.0,83.18,80.45,,94.3499,,,,21.55,14.45,21.08,19.35,22.4,19.55,25.95,18.98,19.05,,,20.3289,,,,,87.9,85.63,82.25,109.05,,,,,,,,,,
2003-01-28,85.63,24.77,73.8,82.38,80.0,,94.1499,,,,21.6,14.75,20.85,19.2,22.3,19.3,25.75,18.5,18.75,,,20.4307,,,,,87.65,85.44,82.23,108.3,,,,,,,,,,
2003-01-29,85.42,24.76,73.54,82.19,79.5,,93.2999,,,,21.4501,14.7,21.05,19.48,22.1,19.3,26.1,18.8,18.99,,,20.4861,,,,,87.83,85.53,82.26,108.9,,,,,,,,,,
2003-01-30,86.79,25.32,74.67,83.5,81.1,,94.8699,,,,21.9,15.09,21.75,19.65,22.67,19.15,26.45,18.97,18.87,,,21.2353,,,,,87.2,85.0,82.16,108.3,,,,,,,,,,
2003-01-31,84.15,24.06,72.85,81.8,78.85,,93.9499,,,,21.4,14.29,21.21,19.3,22.0,18.97,26.0,18.55,18.67,,,19.2376,,,,,87.9,85.62,82.28,108.75,,,,,,,,,,
2003-02-03,86.14,24.528,74.4,83.86,80.7,,95.5899,,,,21.65,14.43,21.8,19.68,22.35,19.34,26.55,18.8,18.79,,,19.848,,,,,87.67,85.25,82.09,107.75,,,,,,,,,,
2003-02-04,85.31,24.18,73.05,82.5,79.65,,94.6199,,,,21.2299,14.31,21.77,19.42,21.98,19.22,26.0,18.69,18.7,,,19.515,,,,,88.37,85.39,82.17,108.2,,,,,,,,,,
2003-02-05,85.75,24.33,73.92,82.9,80.25,,95.2799,,,,21.43,14.6,22.29,19.65,21.85,19.45,26.1,18.69,18.82,,,19.7925,,,,,88.23,85.26,82.17,108.62,,,,,,,,,,
2003-02-06,84.37,24.04,72.83,82.25,79.2,,94.0199,,,,21.0,14.16,21.9,19.55,21.95,19.18,25.85,18.45,18.72,,,19.6168,,,,,87.84,85.28,82.2,108.7,,,,,,,,,,
2003-02-07,84.91,24.36,73.04,82.05,79.3,,93.9499,,,,20.84,14.35,22.0,19.45,22.2,19.1,26.05,18.3,18.74,,,19.5465,,,,,87.77,85.09,82.16,108.6,,,,,,,,,,
2003-02-10,83.46,23.899,71.4,81.0,78.05,,92.9099,,,,20.71,14.03,21.72,19.3,21.65,18.94,25.6,17.99,18.45,,,19.1543,,,,,88.12,85.4,82.24,108.85,,,,,,,,,,
2003-02-11,84.37,24.25,72.28,81.35,78.8,,93.0499,,,,20.8,14.24,22.08,19.37,21.7,19.0,25.9,18.16,18.67,,,19.6445,,,,,87.6,85.16,82.13,108.21,,,,,,,,,,
2003-02-12,83.16,24.07,71.627,81.03,77.95,,93.2799,,,,20.63,14.11,21.8,19.0,21.6,18.72,25.65,17.7,18.4,,,19.2977,,,,,87.8,85.46,82.24,108.94,,,,,,,,,,
2003-02-13,82.15,23.85,70.84,79.55,76.9,,93.1999,,,,20.25,14.04,21.38,18.86,21.4,18.69,25.08,17.02,18.35,,,19.367,,,,,88.27,85.8,82.3,108.74,,,,,,,,,,
2003-02-14,82.37,23.83,70.76,79.2,77.3,,93.9899,,,,20.3799,14.12,21.3,18.59,21.25,18.8,25.15,17.5,18.38,,,19.3358,,,,,88.3,85.81,82.29,108.95,,,,,,,,,,
2003-02-18,84.53,24.7,71.85,80.6,79.15,,95.6999,,,,21.14,14.55,21.65,19.25,22.05,19.2,25.75,17.7,18.6,,,20.7266,,,,,87.56,85.52,82.24,108.5,,,,,,,,,,
2003-02-19,85.32,25.2,72.55,81.7,79.45,,94.9199,,,,21.1899,14.85,21.88,19.35,22.22,19.18,25.99,17.8,18.77,,,21.3185,,,,,88.39,85.8,82.28,108.94,,,,,,,,,,
2003-02-20,85.21,25.15,71.92,81.35,79.42,,94.8999,,,,21.24,14.8,22.04,19.4,22.2,19.04,25.85,17.88,18.64,,,21.3833,,,,,88.34,86.02,82.28,109.16,,,,,,,,,,
2003-02-21,84.38,24.93,71.7,81.0,78.85,,93.6999,,,,20.8499,14.65,21.78,19.0,22.07,18.85,25.5,17.99,18.38,,,21.3648,,,,,88.56,86.27,82.31,109.75,,,,,,,,,,
2003-02-24,84.93,25.13,72.194,81.85,79.45,,94.0099,,,,21.1,14.7,22.3,19.4,22.2,18.9,25.8,18.1,18.71,,,21.1428,,,,,88.88,86.29,82.34,109.6,,,,,,,,,,
2003-02-25,82.95,24.45,70.9,80.42,77.3,,91.9999,,,,20.42,14.25,22.69,18.65,21.25,18.61,25.1,17.96,18.1,,,20.7636,,,,,89.4,86.56,82.38,109.99,,,,,,,,,,
2003-02-26,84.02,24.68,71.79,80.8,78.35,,91.1999,,,,20.8499,14.45,22.36,19.2,21.9,18.78,25.58,18.0,18.32,,,20.9023,,,,,89.38,86.51,82.4,109.99,,,,,,,,,,
2003-02-27,83.7,24.42,71.87,80.6,78.43,,91.2299,,,,20.65,14.21,22.55,19.15,21.75,18.73,25.55,17.8,18.35,,,20.8284,,,,,89.46,86.7,82.4,110.0,,,,,,,,,,
2003-02-28,84.47,24.81,72.09,81.2,78.75,,92.2299,,,,21.05,14.35,22.27,19.14,22.07,18.8,25.8,17.72,18.34,,,21.1521,,,,,89.68,86.75,82.37,110.46,,,,,,,,,,
2003-03-03,85.26,25.27,72.5,81.7,79.8,,93.8799,,,,21.3,14.55,22.36,19.39,22.4,18.77,26.0,17.9,18.32,,,21.8272,,,,,90.0,86.81,82.27,110.6,,,,,,,,,,
2003-03-04,83.95,24.66,71.65,81.05,78.15,,92.4999,,,,20.8,14.23,22.55,18.9,22.0,18.58,25.82,17.76,18.27,,,21.0966,,,,,90.13,87.02,82.33,110.41,,,,,,,,,,
2003-03-05,82.61,24.4,70.77,79.85,77.15,,91.7999,,,,20.45,14.05,22.42,18.95,21.33,18.37,25.45,17.79,17.83,,,20.7914,,,,,90.62,87.38,82.44,110.9,,,,,,,,,,
2003-03-06,82.87,24.43,70.504,79.5,77.15,,90.8999,,,,20.73,14.06,22.58,18.8,21.28,18.15,25.55,17.95,17.86,,,20.9486,,,,,90.55,87.37,82.47,110.9,,,,,,,,,,
2003-03-07,81.61,24.08,69.75,78.5,76.45,,89.7499,,,,20.32,13.71,22.44,18.35,21.0,17.89,25.4,17.92,17.41,,,20.2549,,,,,90.72,87.72,82.58,110.76,,,,,,,,,,
2003-03-10,82.6,24.33,69.99,79.2,77.18,,88.1999,,,,20.57,13.91,22.5,18.9,21.47,18.13,25.85,17.94,17.6,,,20.5416,,,,,90.81,87.66,82.55,110.54,,,,,,,,,,
2003-03-11,81.48,24.06,69.33,78.0,76.3,,87.7999,,,,19.92,13.71,22.5,18.45,21.25,17.85,25.4,17.65,17.34,,,20.3937,,,,,90.99,87.78,82.59,110.98,,,,,,,,,,
2003-03-12,80.38,23.76,68.886,77.25,75.45,,86.7399,,,,19.59,13.62,21.9,17.96,20.8,17.9,25.15,17.57,17.2,,,20.4769,,,,,90.92,87.67,82.48,110.5,,,,,,,,,,
2003-03-13,82.18,24.64,69.8,78.25,76.98,,87.7599,,,,20.2,14.15,22.0,18.42,21.42,18.3,25.6,17.8,17.62,,,21.263,,,,,90.15,86.94,82.36,109.52,,,,,,,,,,
2003-03-14,84.2,25.73,71.1,79.8,78.8,,89.4699,,,,20.6,14.7,21.83,18.9,22.18,18.57,25.77,17.94,18.11,,,22.7059,,,,,89.9,86.75,82.31,109.55,,,,,,,,,,
2003-03-17,83.46,25.43,70.55,79.29,78.35,,88.8099,,,,20.35,14.5,21.88,18.65,22.01,18.41,25.2,18.0,18.07,,,22.1139,,,,,90.52,87.1,82.45,109.8,,,,,,,,,,
2003-03-18,87.15,26.8,72.9,82.28,81.45,,92.3899,,,,21.44,15.38,22.1,19.79,23.25,19.08,26.2,18.35,18.9,,,23.3163,,,,,88.96,86.25,82.22,109.02,,,,,,,,,,
2003-03-19,87.28,26.85,73.45,82.78,81.6,,92.4999,,,,21.3,15.23,22.58,19.99,23.2,19.09,26.55,18.65,19.11,,,23.5845,,,,,88.04,85.65,82.2,108.7,,,,,,,,,,
2003-03-20,87.33,26.54,73.1,82.33,81.8,,92.6799,,,,21.51,15.17,22.5,20.0,23.22,19.24,26.75,18.6,18.87,,,23.5383,,,,,87.82,85.6,82.18,108.64,,,,,,,,,,
2003-03-21,88.8,27.21,74.33,83.85,83.25,,94.6099,,,,21.9,15.6,22.57,20.15,23.75,19.19,26.9,18.6,19.15,,,24.1394,,,,,86.92,85.13,82.14,108.3,,,,,,,,,,
2003-03-24,88.02,26.47,73.7,83.43,82.24,,93.7499,,,,21.5,15.08,22.41,19.85,23.55,19.04,26.9,18.55,19.32,,,23.2608,,,,,87.1,85.25,82.18,108.0,,,,,,,,,,
2003-03-25,86.74,26.158,73.12,82.1,81.0,,92.3999,,,,21.43,14.85,22.24,19.9,23.19,18.95,26.58,18.37,18.85,,,23.1406,,,,,87.65,85.5,82.27,108.55,,,,,,,,,,
2003-03-26,87.56,26.5,73.93,82.95,82.3,,94.0999,,,,21.4,15.15,22.4,19.75,23.29,18.9,27.05,18.73,18.93,,,23.307,,,,,87.25,85.4,82.19,108.65,,,,,,,,,,
2003-03-27,86.4,26.27,72.7,82.04,81.0,,92.7399,,,,21.1501,14.9,22.25,19.64,23.2,18.8,26.6,18.29,18.69,,,22.9463,,,,,87.75,85.79,82.34,109.44,,,,,,,,,,
2003-03-28,86.47,26.14,73.19,82.55,80.6,,91.7999,,,,21.1,14.95,22.47,19.7,23.25,18.95,26.83,18.55,18.6,,,22.8076,,,,,87.92,86.03,82.42,109.45,,,,,,,,,,
2003-03-31,85.35,25.6,72.65,81.9,79.71,,90.7499,,,,20.8,14.41,22.55,19.2,22.84,18.35,26.7,18.5,18.35,,,22.1139,,,,,88.3,86.3,82.5,109.7,,,,,,,,,,
2003-04-01,85.25,25.44,72.7,82.15,79.85,,91.6899,,,,20.9,14.35,22.35,19.45,22.73,18.35,26.88,18.51,18.45,,,21.5313,,,,,88.4,86.23,82.33,109.8,,,,,,,,,,
2003-04-02,87.54,26.06,74.47,83.75,82.25,,93.1999,,,,21.75,14.75,22.67,19.85,23.35,18.82,27.5,18.84,18.84,,,22.3183,,,,,87.65,85.6,82.28,109.4,,,,,,,,,,
2003-04-03,88.87,26.64,75.4,84.61,83.0,,93.6399,,,,22.1,15.3,22.69,20.35,23.9,18.98,27.55,18.7,19.02,,,23.27,,,,,87.25,85.49,82.24,109.74,,,,,,,,,,
2003-04-04,88.43,26.57,75.08,84.1,82.5,,93.7999,,,,21.92,15.12,22.33,20.2,23.85,18.77,27.6,18.6,18.88,,,23.1896,,,,,87.06,85.54,82.35,109.74,,,,,,,,,,
2003-04-07,90.34,27.11,76.15,85.2,84.5,,96.6899,,,,22.7,15.5,22.6,20.55,24.47,19.06,28.0,19.1,19.12,,,23.7972,,,,,86.22,84.85,82.17,109.02,,,,,,,,,,
2003-04-08,88.3,26.15,74.7,83.55,82.6,,95.5299,,,,22.15,15.0,22.0,20.14,24.0,18.89,27.23,18.75,19.02,,,22.8446,,,,,87.05,85.38,82.24,109.5,,,,,,,,,,
2003-04-09,88.36,26.1,74.732,82.93,82.25,,95.9899,,,,22.1,14.7,22.07,20.1,24.09,19.05,27.2,18.78,19.01,,,22.1232,,,,,87.4,85.72,82.29,109.8,,,,,,,,,,
2003-04-10,87.09,25.46,74.35,82.16,81.6,,95.1999,,,,21.85,14.45,22.1,20.05,23.65,18.92,26.89,18.7,18.58,,,21.8402,,,,,87.75,85.87,82.33,110.0,,,,,,,,,,
2003-04-11,88.16,26.02,74.77,83.4,82.2,,95.0999,100.1199,,,22.1699,14.79,22.15,19.99,24.4,19.05,26.98,18.86,18.85,,,22.1519,,,,,86.82,85.3,82.2,109.3,,,,,,,,,,
2003-04-14,87.47,25.6,74.02,82.45,81.7,,94.7099,100.2999,,,21.9601,14.4,22.16,20.12,23.8,18.97,26.85,18.81,18.62,,,21.7162,,,,,87.1,85.48,82.15,109.32,,,,,,,,,,
2003-04-15,88.84,25.97,75.15,83.7,82.85,,96.2899,101.6199,,,22.5,14.74,22.2,20.43,24.4,19.36,27.2,18.93,18.96,,,22.1047,,,,,87.33,85.6,82.19,109.82,,,,,,,,,,
2003-04-16,89.91,26.65,76.12,84.9,83.9,,96.6199,103.2999,,,23.07,15.08,22.12,20.45,24.85,19.07,27.2,19.25,19.39,,,23.0758,,,,,87.53,85.49,82.16,110.1,,,,,,,,,,
2003-04-17,88.3,26.162,75.37,83.4,82.76,,97.1899,103.9497,,,22.58,14.9,21.93,20.17,24.28,18.85,26.6,19.2,19.15,,,23.566,,,,,88.24,85.95,82.27,110.6,,,,,,,,,,
2003-04-21,89.86,26.948,76.48,84.71,83.99,,97.2999,104.2398,,,22.8,15.25,22.33,20.49,24.75,19.13,26.7,19.35,19.41,,,24.5186,,,,,87.48,85.36,82.16,110.1,,,,,,,,,,
2003-04-22,89.1,26.737,76.2,84.7,83.1,,96.6099,104.0697,,,22.67,15.0,22.29,20.25,24.6,18.9,26.55,19.25,19.2,,,24.4816,,,,,88.15,85.73,82.25,110.59,,,,,,,,,,
2003-04-23,91.62,27.5,77.95,86.35,85.67,,98.8999,104.4999,,,23.56,15.49,22.72,20.9,25.43,19.31,27.6,19.65,19.7,,,25.4065,,,,,87.78,85.52,82.26,110.35,,,,,,,,,,
2003-04-24,91.53,27.36,78.311,86.9,85.5,,98.9999,104.0997,,,23.6,15.58,22.49,21.0,25.2,19.2,27.4,19.7,19.79,,,25.0736,,,,,88.4,85.75,82.31,111.14,,,,,,,,,,
2003-04-25,91.3,27.32,78.25,86.61,85.5,,97.2999,101.4099,,,23.2,15.53,22.4,20.7,25.09,19.1,27.62,19.89,19.75,,,24.6481,,,,,88.75,86.01,82.37,111.8,,,,,,,,,,
2003-04-28,90.44,27.05,77.809,85.8,84.74,,97.6499,101.4099,,,22.9401,15.3,22.29,20.74,24.94,18.84,27.1,19.8,19.38,,,23.9545,,,,,89.09,86.35,82.42,111.64,,,,,,,,,,
2003-04-29,92.14,27.64,78.866,87.4,86.3,,99.2499,104.4099,,,23.4501,15.75,22.34,21.27,25.4,19.23,27.43,20.2,19.87,,,24.6944,,,,,88.53,85.84,82.36,111.4,,,,,,,,,,
2003-04-30,91.91,27.65,78.85,87.15,85.95,,100.1299,105.4998,,,23.18,15.74,22.0,21.15,25.29,19.18,27.51,20.11,19.95,,,24.6666,,,,,88.79,85.85,82.39,111.3,,,,,,,,,,
2003-05-01,91.92,27.44,79.5,87.8,85.95,,100.0599,105.1497,,,23.3599,15.57,22.32,21.4,25.39,19.07,27.68,20.0,19.98,,,24.3984,,,,,89.2,86.24,82.42,112.1,,,,,,,,,,
2003-05-02,91.56,27.607,79.5,87.85,86.05,,99.9299,105.3798,,,23.2,15.74,22.32,20.98,25.07,19.02,27.7,19.8,19.94,,,24.4724,,,,,89.06,86.04,82.41,111.61,,,,,,,,,,
2003-05-05,93.47,28.325,81.53,89.65,87.6,,102.0999,107.0499,,,23.93,16.14,22.68,21.3,25.4,19.26,28.2,20.0,20.11,,,25.2955,,,,,88.31,85.66,82.29,111.7,,,,,,,,,,
2003-05-06,93.04,28.22,81.86,89.75,87.37,,102.8999,107.7999,,,23.7,16.09,22.79,21.35,25.32,19.13,28.2,20.15,20.17,,,25.5268,,,,,88.84,85.96,82.3,112.15,,,,,,,,,,
2003-05-07,93.42,28.41,82.08,89.88,87.4,,103.3299,107.8998,,,23.7501,16.25,22.65,21.42,25.35,19.33,28.0,20.0,20.2,,,25.7302,,,,,90.0,86.7,82.47,113.25,,,,,,,,,,
2003-05-08,92.52,27.855,81.38,89.27,86.87,,101.7399,107.4999,,,23.2,16.04,22.73,20.95,25.3,19.15,27.7,19.9,19.98,,,24.9718,,,,,90.6,87.3,82.5,113.8,,,,,,,,,,
2003-05-09,92.83,28.04,81.72,89.48,87.0,,101.7999,107.3499,,,23.4899,16.08,22.94,21.25,25.5,19.35,28.0,19.92,20.05,,,25.388,,,,,90.3,87.02,82.41,113.45,,,,,,,,,,
2003-05-12,93.5,28.36,82.36,90.02,87.89,,102.9999,108.9498,,,23.42,16.34,23.0,21.19,25.56,19.49,28.18,20.19,20.28,,,25.8042,,,,,91.14,87.8,82.47,113.99,,,,,,,,,,
2003-05-13,94.53,28.63,83.37,91.0,89.15,,102.9099,109.5798,,,23.7901,16.4,23.1,21.7,25.95,19.6,28.38,20.22,20.5,,,26.1372,,,,,90.9,87.37,82.47,113.27,,,,,,,,,,
2003-05-14,95.09,28.874,84.09,91.48,89.49,,104.4399,109.3497,,,23.94,16.6,23.42,21.5,26.1,19.63,28.65,20.29,20.46,,,26.1649,,,,,91.83,87.91,82.5,113.85,,,,,,,,,,
2003-05-15,94.89,28.75,84.038,91.6,88.99,,104.2699,109.0197,,,23.87,16.59,23.6,21.6,26.0,19.53,28.6,20.35,20.37,,,26.0817,,,,,92.6,87.89,82.44,113.6,,,,,,,,,,
2003-05-16,94.89,28.73,84.11,91.33,89.2,,104.3299,109.0998,,,23.88,16.57,23.63,21.5,25.87,19.45,28.72,20.69,20.33,,,25.9245,,,,,93.48,88.4,82.53,114.0,,,,,,,,,,
2003-05-19,94.15,28.52,82.6,90.64,88.8,,103.9799,108.3999,,,23.9999,16.33,23.55,21.6,25.95,19.29,28.4,20.8,20.28,,,25.388,,,,,94.11,88.92,82.67,114.46,,,,,,,,,,
2003-05-20,92.82,27.76,81.74,89.53,87.44,,102.6999,106.7499,,,23.55,15.95,23.39,21.29,25.35,19.25,27.8,20.52,20.02,,,24.6019,,,,,93.15,88.45,82.57,114.4,,,,,,,,,,
2003-05-21,92.11,27.65,81.37,88.9,86.47,,102.3599,106.8399,,,23.26,16.0,23.19,21.16,25.2,19.26,27.2,20.84,19.92,,,24.6574,,,,,94.25,88.84,82.57,114.6,,,,,,,,,,
2003-05-22,92.95,27.76,81.95,89.65,87.4,,102.8499,107.1498,,,23.5,15.97,23.95,21.14,25.35,19.39,27.51,20.83,20.1,,,24.7406,,,,,95.1,89.08,82.67,114.6,,,,,,,,,,
2003-05-23,93.53,28.041,82.77,90.5,88.3,,103.7499,108.8499,,,23.6,16.01,23.92,21.25,25.55,19.7,27.85,21.24,20.2,,,24.8978,,,,,95.77,89.36,82.65,115.7,,,,,,,,,,
2003-05-27,93.3,27.93,83.27,90.71,88.0,,103.6499,109.4598,,,23.35,16.0,24.04,21.35,25.4,19.6,27.6,21.75,20.24,,,24.9626,,,,,95.62,89.26,82.66,115.63,,,,,,,,,,
2003-05-28,95.85,29.16,85.6,93.11,90.5,,105.0999,113.1099,,,24.25,16.63,24.56,22.18,26.3,19.92,28.15,22.42,20.6,,,26.5441,,,,,93.9,88.67,82.61,115.0,,,,,,,,,,
2003-05-29,95.88,29.23,86.37,93.26,90.5,,105.6999,113.4999,,,24.36,16.66,24.42,21.56,26.3,19.97,28.22,22.27,20.54,,,26.7106,,,,,94.3,89.12,82.69,115.35,,,,,,,,,,
2003-05-30,95.9,29.53,87.15,93.61,89.7,,106.3999,113.9997,,,24.22,16.83,24.18,21.48,26.52,19.97,27.95,21.93,20.4,,,27.3765,,,,,94.45,89.21,82.68,115.5,,,,,,,,,,
2003-06-02,97.53,30.08,88.75,95.56,92.15,,107.3399,115.3998,,,24.8,17.0,24.6,22.2,27.05,20.2,28.4,22.3,20.8,,,27.9777,,,,,93.88,88.7,82.54,114.75,,,,,,,,,,
2003-06-03,97.15,29.44,88.42,95.52,91.55,,107.2399,115.9998,,,24.7,16.73,24.62,22.29,27.05,20.1,27.93,22.27,20.85,,,26.9141,,,,,93.76,88.97,82.6,114.94,,,,,,,,,,
2003-06-04,97.66,29.81,88.75,95.57,92.3,,106.9499,114.9999,,,24.93,17.08,24.84,22.4,27.0,20.28,28.4,22.35,20.83,,,27.654,,,,,94.46,89.49,82.78,115.49,,,,,,,,,,
2003-06-05,98.58,30.13,89.65,96.44,93.27,,108.6699,116.9199,,,25.1,17.25,24.9,22.49,27.43,20.45,28.46,22.48,21.26,,,27.9777,,,,,95.2,89.76,82.75,115.6,,,,,,,,,,
2003-06-06,100.4,31.17,92.4,98.84,95.3,,110.3999,117.2499,,,25.74,17.78,24.85,22.6,27.85,20.49,29.1,22.7,21.4,,,29.2263,,,,,93.7,88.97,82.62,115.32,,,,,,,,,,
2003-06-09,98.77,30.0,90.2,96.65,93.3,,109.3999,117.8598,,,25.0,17.18,24.65,22.77,27.3,20.38,29.15,22.1,21.12,,,28.0054,,,,,94.7,89.53,82.77,115.99,,,,,,,,,,
2003-06-10,98.46,29.86,88.98,95.55,93.3,,109.6099,116.7399,,,24.95,16.97,24.72,22.25,27.05,20.32,29.02,22.25,20.92,,,27.654,,,,,95.08,89.9,82.85,116.35,,,,,,,,,,
2003-06-11,99.16,30.07,90.0,96.1,93.4,,110.4499,117.8499,,,25.1101,17.05,25.05,22.75,27.15,20.43,29.2,22.18,21.14,,,27.4228,,,,,96.25,90.21,82.88,116.51,,,,,,,,,,
2003-06-12,100.75,30.638,91.48,98.31,95.1,,112.2299,118.1997,,,25.7,17.49,25.75,23.25,27.85,20.6,29.8,22.44,21.4,,,27.7095,,,,,96.11,90.08,82.85,116.48,,,,,,,,,,
2003-06-13,100.61,30.655,91.35,98.35,94.99,,112.2799,118.6098,,,25.47,17.39,25.3,23.21,27.85,20.5,29.63,22.65,21.35,,,27.2193,,,,,96.93,90.52,82.92,117.25,,,,,,,,,,
2003-06-16,99.96,30.17,90.2,97.29,94.3,,112.2899,119.1999,,,25.4499,17.19,25.0,22.7,27.75,20.55,29.25,22.4,21.15,,,26.4979,,,,,97.5,90.8,82.93,117.9,,,,,,,,,,
2003-06-17,102.07,31.02,91.63,98.68,96.0,,113.7899,121.3596,,,26.25,17.62,24.77,23.59,28.2,20.78,30.8,22.95,21.59,,,27.1,,,,,95.97,89.96,82.8,117.04,,,,,,,,,,
2003-06-18,101.29,30.66,90.98,98.22,95.29,,112.6999,122.2698,,,25.89,17.35,24.6,23.24,28.1,20.63,30.81,22.66,21.64,,,26.5626,,,,,95.06,89.44,82.73,116.05,,,,,,,,,,
2003-06-19,101.64,30.98,91.5,98.3,95.55,,111.9999,123.1497,,,25.6199,17.75,24.59,23.4,27.75,20.61,30.73,22.95,21.5,,,27.4551,,,,,93.96,89.14,82.81,115.5,,,,,,,,,,
2003-06-20,100.39,30.69,90.3,97.41,94.7,,112.2999,122.4996,,,25.1,17.6,24.65,23.1,27.52,20.38,30.2,22.79,21.22,,,27.284,,,,,93.9,89.02,82.8,115.8,,,,,,,,,,
2003-06-23,99.45,30.33,89.35,96.5,93.79,,111.3299,121.7496,,,25.0,17.43,24.4,23.0,27.15,20.24,30.1,22.5,21.05,,,26.3592,,,,,93.819,89.12,82.85,115.3,,,,,,,,,,
2003-06-24,98.22,29.73,87.42,95.5,92.4,,109.4799,118.6497,,,24.6001,17.12,24.46,22.62,27.1,20.17,29.7,22.33,20.71,,,25.7025,,,,,94.15,89.57,82.92,115.9,,,,,,,,,,
2003-06-25,98.53,29.67,87.67,95.72,92.9,,109.7399,118.5699,,,24.71,17.05,24.5,22.75,27.0,20.4,29.8,22.2,20.78,,,25.758,,,,,95.42,90.16,83.03,116.75,,,,,,,,,,
2003-06-26,97.78,29.71,88.55,95.95,92.55,,109.0299,119.8197,,,24.67,16.93,24.35,22.4,27.0,20.1,29.4,22.2,20.68,,,25.758,,,,,93.25,88.86,82.76,115.22,,,,,,,,,,
2003-06-27,98.75,30.25,90.0,96.85,93.35,,109.2299,120.6996,,,24.95,17.29,24.28,22.65,27.05,20.3,30.0,22.29,20.98,,,26.5441,,,,,92.55,88.47,82.65,114.85,,,,,,,,,,
2003-06-30,98.22,30.16,89.69,96.8,93.3,,109.5299,120.3198,,,24.65,17.22,24.3,22.25,27.13,20.15,29.65,22.3,20.65,,,26.6829,,,,,91.92,88.23,82.59,114.5,,,,,,,,,,
