,SPY,QQQ,IWM,IJH,VTI,VUG,EFA,EEM,VEA,VWO,XLF,XLK,XLE,XLI,XLY,XLP,XLV,XLU,XLB,XLRE,XLC,SMH,XBI,KRE,XRT,IYT,TLT,IEF,SHY,LQD,HYG,TIP,MUB,AGG,EMB,UUP,FXE,FXY,VNQ,DBC
2011-02-16,130183500,53061312,38285672,5483000,1926244,1853972.0,14665270,64667922.0,1923900.0,19851830.0,44080140,13573066,31815840,11612480,9252612,4122200,4258653,10826492,19586514,,,18447722,131874.0,1646300.0,20054720.0,6542464.0,8446771,620071,963294,1892546,1378059.0,708700.0,206897.0,474754.0,261085.0,1528432.0,457036.0,115341.0,1084337.0,1806440.0
2011-02-17,109810500,38361848,34898754,3029500,2054843,1752543.0,15745850,55294887.0,1762600.0,18226590.0,43641043,13297770,21593460,10252060,6606724,6706400,8771985,16347278,16506550,,,9784748,128787.0,1312100.0,12533874.0,691384.0,6740716,776443,1095846,585539,658777.0,914200.0,185155.0,606236.0,308014.0,1578579.0,381435.0,58240.0,1011088.0,1762663.0
2011-02-18,130002400,44341727,39514246,2962500,1761535,2251340.0,10151400,50411480.0,1450400.0,17423270.0,39684855,12668008,24816760,10110750,7377756,5524400,4583119,5956534,14668540,,,8838932,496596.0,1195800.0,10035672.0,3384596.0,6082607,418401,709172,505861,870259.0,869100.0,174672.0,694345.0,273028.0,1785671.0,1348489.0,102101.0,1288201.0,2589721.0
2011-02-22,233116400,92596875,68370227,12984500,3180435,3621689.0,24077570,107185203.0,1872600.0,26949029.0,125808569,44693602,49667340,13824780,15399296,16824200,12072430,12023774,37060058,,,14818200,78948.0,3066100.0,29364080.0,5388408.0,11912280,1383471,1884919,1225353,1305924.0,832000.0,209845.0,1033375.0,139096.0,2004597.0,798341.0,157076.0,2160353.0,2474811.0
2011-02-23,227584000,97842852,91261695,7624500,3430376,4053382.0,18757430,91844430.0,1577600.0,28048160.0,142391001,24512600,64379782,52705699,17915816,7403100,9818612,10838184,37641340,,,24327040,152946.0,2992100.0,32894078.0,8176676.0,14522990,651616,831504,1293531,1062634.0,700100.0,249780.0,706969.0,148568.0,2497542.0,1016710.0,85408.0,1966749.0,3441610.0
2011-02-24,260431400,98715930,85137453,5264500,4472056,3025494.0,17690600,71574086.0,1420700.0,18215961.0,98899648,22721020,44778980,19520551,18907542,7415600,9071522,14180890,28467120,,,19954440,144663.0,5131900.0,26445100.0,6148940.0,12111670,508803,666634,718844,857257.0,816200.0,188775.0,1135250.0,177263.0,2977270.0,1433912.0,131522.0,1587123.0,3552636.0
2011-02-25,141686900,54094578,58567273,6711500,3642242,1975988.0,15586040,62720070.0,3874800.0,19346779.0,61174545,15607462,23537280,12159730,8597390,4049200,6129151,7895838,16714228,,,11401690,78021.0,2631700.0,26431040.0,3651448.0,6841966,571897,785979,722849,1910924.0,677700.0,126572.0,541936.0,281601.0,1280008.0,486176.0,73918.0,1136049.0,1799304.0
2011-02-28,141585500,51402738,49879320,4423500,2694939,2591815.0,19750609,54080922.0,1194400.0,17197869.0,68170072,18506652,31756980,10369210,9779578,5388400,15415500,24614900,15916106,,,32202140,133290.0,1486400.0,18620072.0,2166312.0,9683135,372342,667591,718534,4044392.0,821400.0,158188.0,558180.0,253454.0,2951350.0,862321.0,149648.0,1725887.0,2586198.0
2011-03-01,258565500,91992492,70867953,5679000,1429506,5050040.0,20477689,69733688.0,1801800.0,29527420.0,130762113,29106340,40411180,19056029,20081520,6715400,10264590,24309220,36185058,,,27735720,131199.0,3366700.0,28283360.0,8640648.0,8049413,530783,785160,1332211,1692017.0,1050500.0,174555.0,735679.0,157300.0,3844256.0,518226.0,74516.0,3120239.0,3760806.0
2011-03-02,200277400,61552879,61076141,4883500,1591982,6747515.0,17851160,60123848.0,1130500.0,23243189.0,82293212,19854444,30091520,22821529,14813314,4991200,11750610,11519590,22439780,,,30955560,158670.0,2470700.0,27678940.0,5115600.0,8529267,425304,834758,837073,1271325.0,881100.0,75113.0,506196.0,123362.0,3670311.0,743555.0,87265.0,2399975.0,3743877.0
2011-03-03,176480100,64249930,78943984,4686000,1299380,2616163.0,16087920,61312008.0,2036200.0,26911080.0,103454963,19116806,22658600,21481270,15190510,9047000,11736390,11559170,17433722,,,16536136,381858.0,1717200.0,23457300.0,5081328.0,10608010,616753,740340,1024106,1615275.0,666100.0,126598.0,618676.0,203510.0,3457660.0,1072686.0,49133.0,1590749.0,2067102.0
2011-03-04,277202300,62328320,60947070,3815000,2724804,2541757.0,18191131,66752203.0,1925300.0,19889250.0,129134485,27870740,28266660,19897391,16416042,14030900,8822723,14681022,23127660,,,12450800,151713.0,2429400.0,26345660.0,5855440.0,9319657,637265,627605,1385127,1057147.0,758700.0,188873.0,761622.0,188443.0,3214369.0,541614.0,44647.0,1682251.0,2162739.0
2011-03-07,216790400,98469961,90799047,3733000,1564576,2302297.0,16477369,47800711.0,1461000.0,18604461.0,85241580,29718140,29343360,22921961,16643122,14737500,8393376,21610780,36635460,,,38674340,74532.0,2384300.0,27094280.0,7725824.0,7525397,489592,668415,451751,1086718.0,731500.0,222981.0,621106.0,368551.0,2299688.0,574705.0,71213.0,1662626.0,2119995.0
2011-03-08,174615000,62399102,67766875,6288000,1123780,1990208.0,13437090,63994953.0,1394100.0,29317820.0,98070200,21981600,32375820,15966080,10761556,5786400,5819427,13443706,20978760,,,19715236,120498.0,2032200.0,30094620.0,11346204.0,8500342,538053,863490,745854,971360.0,866400.0,128544.0,527195.0,267431.0,2595893.0,791467.0,88529.0,2229026.0,2212810.0
2011-03-09,153806000,84764141,51237191,3648000,1566591,1806104.0,13060480,47015391.0,1494800.0,21140689.0,87131903,23827500,27206000,19671910,13948114,14802600,8018083,26211520,35342340,,,40358160,222084.0,1128300.0,35162782.0,7611784.0,8906639,625999,924198,1745219,1241691.0,754300.0,123279.0,590587.0,283703.0,2462822.0,269955.0,27195.0,1359033.0,1597194.0
2011-03-10,301291800,102991508,107666703,5386000,2239847,2550001.0,24976160,91102844.0,2104400.0,22352820.0,114185344,30037560,72370812,31935141,19310264,8262700,12788810,21713840,62074102,,,52302238,99849.0,2876400.0,31907600.0,14825428.0,13389860,1576458,691991,965426,1098332.0,687300.0,143022.0,467888.0,182360.0,4494605.0,641306.0,100231.0,1706603.0,2338838.0
2011-03-11,225621800,81679375,83241234,5405500,2151256,3111792.0,17729910,75137125.0,2293100.0,18574180.0,107898504,22831360,48423782,17060189,21350740,7341500,8036203,10063696,29390320,,,35417398,110955.0,1775400.0,28891620.0,5805920.0,8421153,690697,678163,1541451,1023466.0,1253200.0,115425.0,473753.0,109564.0,2370243.0,559787.0,327970.0,1351211.0,1958196.0
2011-03-14,234974100,73621758,60182152,4084500,1624668,2759077.0,31240660,59928859.0,1790400.0,26677170.0,86120391,19310678,32883000,26105170,13327292,5810700,7612978,37948058,35232860,,,35211602,110118.0,2754300.0,27930380.0,6091316.0,6767868,806157,1522138,1095989,1644087.0,884100.0,64094.0,415888.0,132824.0,3112720.0,743705.0,267292.0,1679186.0,1498068.0
2011-03-15,359585400,101275297,84974438,8015500,4797913,3419321.0,43599367,103061602.0,3665500.0,38736738.0,127169809,29874940,43669422,30522320,15035786,12900900,12933520,28511940,45778718,,,36007878,270027.0,4018200.0,33767442.0,4753900.0,14895980,1661769,1152124,1659468,1599065.0,851100.0,138564.0,672519.0,185868.0,3601438.0,984380.0,734611.0,2441190.0,3253245.0
2011-03-16,468670300,176506594,126083000,5908500,3849162,5001698.0,40828512,106384797.0,3354600.0,36069238.0,214034093,42914122,63325558,31509789,19080624,12979600,20909391,30688500,46831622,,,47123640,302763.0,3420700.0,32027480.0,9015952.0,24313029,1588722,2603840,2000301,2883726.0,1425400.0,146682.0,1012149.0,421349.0,2927250.0,776050.0,1598697.0,3182062.0,3500063.0
2011-03-17,254303700,94434312,64028648,4883500,1712544,3155562.0,30667869,68596914.0,3009300.0,19445891.0,120224753,21920600,41890238,29125850,12462764,7932800,10336150,24050400,44882218,,,28305800,210933.0,1546800.0,34576218.0,7294896.0,10531040,639889,1011925,1117771,1634185.0,949700.0,132639.0,584751.0,314211.0,5181787.0,1332902.0,1998689.0,1840980.0,3160080.0
2011-03-18,230435400,94887133,70057172,4569500,2606203,2443675.0,44541160,81228312.0,3537300.0,23693760.0,207386693,36965078,48384200,18546020,35637800,7203500,16715160,18199460,29858120,,,23517780,250146.0,2835800.0,48784898.0,5990284.0,7262989,1513148,813963,693465,1300631.0,630900.0,90605.0,382823.0,298125.0,3531506.0,1295606.0,2292720.0,1888403.0,2237960.0
2011-03-21,153992600,57419953,50644289,6190500,1680060,2567731.0,24135160,49432801.0,1557200.0,13218290.0,95996704,17859540,34329422,11453430,26729160,5906100,8786428,10174604,16935836,,,13176210,238722.0,1609400.0,29046480.0,3973688.0,10545520,1028983,611839,870312,943801.0,1268100.0,86394.0,460827.0,256233.0,3842579.0,1340497.0,447265.0,1340656.0,2375163.0
2011-03-22,129538600,36251281,52388359,2591500,2036862,1707657.0,16726660,38875312.0,1203400.0,19713020.0,56765349,18408368,20039380,11763060,13487548,5466800,6418512,14539376,15176470,,,17492600,169002.0,1088500.0,24611720.0,4889148.0,6905503,573466,1402592,463229,2285371.0,545100.0,106466.0,604754.0,196060.0,1974619.0,1631409.0,273710.0,2794249.0,2356302.0
2011-03-23,148603100,60365078,58047000,3546500,1669337,1867568.0,17402029,53491070.0,1508600.0,17447480.0,79906795,11671356,20194540,13560800,14921240,5380700,7350105,11243750,26330340,,,21802280,1927527.0,2698700.0,28858900.0,4378772.0,8358941,696803,868693,537802,749400.0,647700.0,110791.0,472213.0,167363.0,2356278.0,2219342.0,130119.0,1699324.0,2180230.0
2011-03-24,159129800,69502336,52881566,4575000,2420554,3156588.0,14475130,53774070.0,1402400.0,20916230.0,76789780,20826540,30738200,17950131,10038646,5221000,10606170,12394182,23115020,,,22677200,145185.0,1136400.0,30161660.0,2474920.0,9478934,1098082,1038315,516794,923004.0,988300.0,87360.0,1569945.0,272812.0,2897888.0,3573945.0,171095.0,1467680.0,1627081.0
2011-03-25,155642800,74133875,78215250,3496500,1956722,1713861.0,12696360,44789441.0,1470900.0,19646359.0,55517238,12500346,23295940,13963240,7106320,4569200,5297849,6811272,21099800,,,18227840,92277.0,3538500.0,27547440.0,1946976.0,6447169,782312,811056,420131,478427.0,764500.0,64567.0,811195.0,97029.0,3976421.0,3687540.0,208603.0,2441637.0,1887490.0
2011-03-28,109762400,37823727,42807180,3915500,1740430,2468767.0,11883260,36596312.0,2234000.0,21721801.0,39245265,16541532,28295980,9124579,19559176,6117000,3930114,9179584,23836660,,,16526900,66327.0,1279700.0,28597160.0,3116360.0,3997481,634812,1492996,572983,843940.0,725900.0,73923.0,1443521.0,162760.0,1344077.0,3589632.0,118157.0,1843469.0,1498602.0
2011-03-29,129798800,47994648,40970359,2948000,1354475,1521669.0,14378180,56965953.0,1101700.0,14605740.0,46897284,10314914,33920442,10845040,12232160,3786100,4032862,10876136,19452974,,,15213440,192462.0,1579800.0,16362302.0,2290664.0,6489272,1047254,863310,625762,1010661.0,653700.0,133248.0,538077.0,173531.0,1219446.0,1812733.0,753697.0,2294139.0,1674491.0
2011-03-30,135835000,44935859,42161461,4985000,1276354,2828166.0,13691000,70059859.0,1493700.0,23649779.0,75779991,12464616,38089898,14824320,14054644,10207700,5209726,11196030,30185900,,,18887600,1817625.0,1252500.0,21660880.0,2437092.0,5048451,773469,631196,754652,1868925.0,709700.0,121978.0,791484.0,112432.0,1260129.0,1841060.0,165912.0,1833155.0,1457128.0
2011-03-31,132537100,50143328,41635488,6326500,1318605,2083358.0,21689279,73143938.0,2101000.0,22963289.0,60843037,12434578,37767398,12790540,11121308,4585100,3284618,11007394,21055720,,,20314000,269373.0,1202500.0,21990320.0,3538584.0,9655061,1093010,935128,832860,924057.0,856800.0,93519.0,1014363.0,218480.0,2074402.0,1508445.0,211719.0,3205207.0,1834187.0
2011-04-01,153850100,68031750,49185711,28232500,1707904,2363437.0,15133620,82179484.0,10739000.0,29836590.0,80709407,21968280,25850360,19070420,12086470,5194200,3934582,12353516,18539364,,,26024160,1046208.0,1330400.0,14731110.0,3122988.0,7860305,1062659,855747,2873541,1322302.0,905700.0,567135.0,983686.0,1032501.0,3038514.0,1497225.0,531840.0,4149369.0,3428803.0
2011-04-04,100768900,48659039,42241008,5091000,1092407,1948904.0,19412439,45865312.0,11924100.0,14662200.0,47174874,11743206,14952588,10374700,5783686,2603500,4287635,7948220,14029372,,,25245680,257109.0,548400.0,17185828.0,3016388.0,4471203,886099,1159348,767232,3255761.0,578000.0,67887.0,517413.0,208234.0,979364.0,314234.0,107467.0,1072955.0,2009701.0
2011-04-05,120791500,55384930,45473551,3674500,1317572,2668315.0,14538140,69546609.0,1428600.0,21927699.0,47211312,19840746,38647680,14576900,8068498,4440800,4332907,8049176,18773238,,,39712378,502488.0,1616500.0,24493160.0,3762460.0,9952765,777306,1580950,1901735,1338016.0,895400.0,77476.0,801877.0,605834.0,1381484.0,618986.0,224835.0,1248428.0,1532998.0
2011-04-06,120411600,49532059,59046473,3367000,1396940,1665933.0,14206670,69304977.0,936100.0,25134689.0,81798227,21893140,32951738,13974550,14648910,6281100,3956633,7539780,30214820,,,21919500,1543023.0,1718600.0,21016780.0,5092620.0,9093586,857488,662934,1253252,835242.0,824100.0,105012.0,980375.0,466292.0,2367357.0,1793008.0,202230.0,1286535.0,1310085.0
2011-04-07,170731500,60705871,69454125,3828000,1507363,1517037.0,16056710,48796578.0,1341400.0,19004961.0,60873442,18338852,29649260,13436420,19819276,4327400,7039389,10679996,26157680,,,23716760,373998.0,1295300.0,31204440.0,3248040.0,9266180,743757,501779,641325,1156649.0,761100.0,212530.0,681671.0,595459.0,1802821.0,2491144.0,330360.0,1774357.0,1809601.0
2011-04-08,147945400,42782113,63655008,2763000,1390992,2052446.0,12447840,54655992.0,4356000.0,18161400.0,73274290,12738336,38289960,16280720,17019170,7281700,6910415,11923672,17304846,,,12702098,492300.0,1373500.0,26096620.0,4367428.0,7606271,595036,692104,572200,1169275.0,650300.0,70652.0,392850.0,284482.0,3408195.0,743530.0,172042.0,2263614.0,3221719.0
2011-04-11,121385400,42451621,41790719,2115500,1138496,1376277.0,10168120,52996527.0,936900.0,13236700.0,49493463,11593842,35389378,12342800,9575424,6793100,8928736,18691552,20759640,,,18040324,321231.0,1188800.0,13097606.0,3479800.0,5735731,364180,679473,667408,1045853.0,562400.0,64046.0,386938.0,254551.0,2502147.0,768289.0,123482.0,1336840.0,2159201.0
2011-04-12,161187400,50642848,58127871,3584000,1700090,2594767.0,14528200,72884562.0,895200.0,23549939.0,78789416,16129154,76187476,15049030,17987608,9857400,6205349,17062584,26735180,,,20859600,179505.0,991200.0,33926160.0,7371000.0,7686439,1055339,826041,625080,940010.0,822400.0,106358.0,562948.0,211204.0,3409283.0,1004768.0,336285.0,1996899.0,2988397.0
2011-04-13,162059000,49979727,80460070,4987000,1521456,1912022.0,14666480,53501301.0,1008300.0,14409370.0,94654914,14449762,53697878,14816440,16167890,5309100,4451089,10610648,32186880,,,22324080,452844.0,1052000.0,16413518.0,5345496.0,7962543,678689,858940,673689,1128099.0,724400.0,60890.0,531455.0,160037.0,2176238.0,884724.0,102636.0,1213054.0,1497023.0
2011-04-14,161220400,53544090,58541887,3125000,1434959,1853984.0,15113030,57134480.0,3813000.0,17902109.0,72457522,11016088,41348218,14018180,8233822,6516300,8318619,11562286,31582960,,,17420322,354111.0,1804200.0,11910958.0,1899124.0,7610371,1036248,919366,1076474,1539477.0,834500.0,71798.0,654221.0,134194.0,2267671.0,647305.0,285139.0,1423838.0,2180907.0
2011-04-15,170006700,68529969,53705230,4194000,1377927,2404813.0,14666700,54469367.0,3843800.0,15418670.0,64317165,20411840,30540820,17722990,12910666,8840800,9762948,14323214,22685800,,,17897200,397569.0,904800.0,13282236.0,1771104.0,10223050,881379,1138975,662506,658278.0,917500.0,174573.0,391048.0,782056.0,2900371.0,566325.0,80213.0,1409523.0,1748574.0
2011-04-18,210759300,69073430,58617113,6589000,2325576,2654143.0,20672789,93614594.0,3504300.0,17962590.0,102992477,17684306,40107860,18557410,18002924,10006400,7612281,14300456,22500380,,,17988892,860301.0,2001100.0,15891226.0,2384552.0,12038390,902349,616165,822758,1736487.0,911700.0,87076.0,720370.0,357263.0,5070757.0,1483289.0,459936.0,1710361.0,1981787.0
2011-04-19,124258800,38608391,31998510,5287500,1048739,2585971.0,11678550,50810047.0,835600.0,11407140.0,72236188,19942112,30125340,15718470,8946132,7268600,5456938,11314948,32271040,,,19241400,486963.0,1121100.0,7796084.0,1332168.0,5295431,531981,628329,467339,1020785.0,540800.0,340204.0,470754.0,290907.0,1745479.0,529189.0,117000.0,1096745.0,1376009.0
2011-04-20,156133800,67397438,47098820,5058500,1327751,2439193.0,16681730,49915238.0,1869000.0,13725880.0,78296032,18568652,44889762,18141850,17266458,6796700,7125839,11739154,26483560,,,42020980,939762.0,1333100.0,13037964.0,7862740.0,6759430,708172,746653,515304,716357.0,635600.0,67578.0,388775.0,299008.0,2560704.0,584035.0,104741.0,1435401.0,1919786.0
2011-04-21,135935400,43666770,30383920,4011500,986347,2708167.0,12830160,30299660.0,1267100.0,10826380.0,54159938,20499860,25294220,9808736,8664684,5639600,4834454,8131448,15353776,,,14704252,526953.0,4025900.0,10603268.0,1064860.0,3372139,670536,1119445,624780,631929.0,618900.0,105495.0,447719.0,280222.0,2779315.0,568534.0,124520.0,1747903.0,1985893.0
2011-04-25,65757100,25376721,23442961,2444500,886823,1562637.0,11595730,33403711.0,1180200.0,12969190.0,37023310,12457524,14151424,9686826,8424628,6384000,6355183,5009646,12113436,,,11140960,902541.0,2506900.0,10915456.0,1908928.0,3626878,826328,1049543,686960,978680.0,900600.0,132258.0,541603.0,213134.0,4247228.0,410464.0,83198.0,1421303.0,2158040.0
2011-04-26,146600000,49392727,53163406,2851000,1363590,2687839.0,11357550,39738281.0,864900.0,14601970.0,61796200,14376964,18404678,13168070,14045626,6700000,5849271,10557608,17444070,,,16804516,261666.0,2000000.0,13931682.0,2904464.0,7507239,519618,568910,953584,574047.0,696700.0,59930.0,569697.0,203632.0,3730622.0,1221328.0,96363.0,2682395.0,2900125.0
2011-04-27,143031000,56465488,44683152,4393000,2148850,1907132.0,16033300,60936422.0,1189000.0,17956439.0,69756092,16058542,37434718,15939050,12924350,7150800,8748286,12215970,26245240,,,26260620,654414.0,1794500.0,20119000.0,3122616.0,8869597,1379438,1169687,716012,738775.0,843900.0,73483.0,473252.0,204447.0,7640864.0,3097456.0,225142.0,1862496.0,1804264.0
2011-04-28,124791100,48138340,43474910,4526000,2222300,3036882.0,19810189,45843141.0,886300.0,13142900.0,53786206,16992558,29996440,17645150,12131580,5723200,5221046,13521196,27605720,,,20236080,459261.0,858900.0,15556408.0,5409396.0,8110154,975516,704382,508682,697529.0,628400.0,154922.0,573094.0,274289.0,9305928.0,1674644.0,153220.0,2348457.0,2919875.0
2011-04-29,115094100,44831141,41034680,2790000,1713179,3012600.0,17699990,38282160.0,1100000.0,13367770.0,30507750,14995412,19857174,17245641,20816300,16050400,11660050,17474186,26800080,,,6827300,3370744.0,1372500.0,25842840.0,3854720.0,5905380,435608,803454,756288,799175.0,933000.0,92641.0,499153.0,348576.0,1903156.0,593545.0,73773.0,1777914.0,2054801.0
2011-05-02,126278700,48149391,48978648,3420500,1506059,2763198.0,18708131,50953230.0,1610600.0,16923660.0,51127862,13416160,35525558,15338690,18684312,7724700,14847250,11099718,20484860,,,17345792,882924.0,2272500.0,12513870.0,1452692.0,5286363,632222,716147,1770966,848644.0,757600.0,107241.0,613497.0,365093.0,8950859.0,1239180.0,155410.0,2434673.0,2687378.0
2011-05-03,138375000,38143406,56077480,12455000,1150766,3178608.0,14224440,83702766.0,1229400.0,28515619.0,85342891,16328752,57503460,16566910,13282532,10287600,11296960,32849262,30497680,,,15025600,1871622.0,2402900.0,16231448.0,2157624.0,6486855,1660681,450921,661299,977688.0,823400.0,93002.0,486196.0,176478.0,7702761.0,1891790.0,88785.0,2053362.0,2573851.0
2011-05-04,182678500,53105008,64787527,3775500,1717479,3042408.0,18567609,82942062.0,1383400.0,35568340.0,112329858,21927980,59500660,28948740,21570860,11416400,9466824,17292824,42698558,,,26756860,603531.0,3426200.0,21519120.0,2688420.0,7419160,1169498,1527336,720533,959320.0,788000.0,85972.0,659162.0,187404.0,11584620.0,1402369.0,138804.0,1652206.0,2818650.0
2011-05-05,226900000,72153289,91882289,4524500,1513943,1619769.0,25552279,79820234.0,2900000.0,33800102.0,103157800,26872340,88978976,34754980,16148628,17000000,11723400,11468590,49824300,,,28797460,780306.0,1543800.0,36845782.0,6463888.0,9588272,898337,899549,771508,1255551.0,880600.0,139985.0,800630.0,118218.0,18232051.0,2466874.0,293594.0,1949600.0,8139785.0
2011-05-06,222787200,72506781,76495219,4305500,1711957,2171582.0,24524859,92685117.0,1359400.0,28361100.0,102177678,21394880,70454320,26419289,11728614,10133100,7422964,11481418,39236122,,,29345260,705996.0,2908200.0,16392544.0,2826640.0,9460654,1035397,1627157,857071,968808.0,600500.0,76021.0,1021031.0,281622.0,11397360.0,3966145.0,206571.0,2279863.0,5644849.0
2011-05-09,114104500,40028980,45819000,3189500,1165523,1885616.0,17228400,48372102.0,1240900.0,14277280.0,47858203,7962278,48456960,10792990,8567572,5193200,9030532,7844782,26753300,,,12043800,786387.0,968300.0,14708030.0,2237984.0,3735127,559506,530900,485111,620448.0,596000.0,222765.0,502188.0,137391.0,7345965.0,1826069.0,110409.0,983728.0,4174264.0
2011-05-10,114806900,38053602,44421301,3630500,2354836,1651389.0,15709060,55009059.0,1316100.0,22756869.0,69163243,27207900,35533360,15208610,10070654,7614800,7772366,17158440,24389680,,,14484920,484083.0,1049400.0,13910810.0,1317120.0,5458553,661555,725358,974647,723707.0,1336700.0,167304.0,536060.0,167048.0,4739370.0,1042740.0,168469.0,1700251.0,3447762.0
2011-05-11,193564200,61908941,81332883,4172000,1842289,2325229.0,33181172,82972430.0,1872700.0,23335779.0,97156183,23698640,82339796,21212010,9861176,7044700,13494830,8204260,36173122,,,19960500,628872.0,1521500.0,17466770.0,3138560.0,6079014,611025,1403019,538853,595173.0,695500.0,52200.0,538895.0,273726.0,10729620.0,2195070.0,201229.0,1737230.0,4203653.0
2011-05-12,171550700,66128156,80117219,4540000,1860730,2807790.0,22169400,71018727.0,1445900.0,25504039.0,78830655,21968160,77909774,18101539,15386660,10342400,7883408,11770036,36137122,,,23774640,552945.0,1538600.0,18121294.0,2352940.0,8017425,652286,744586,595022,1129732.0,809000.0,167275.0,767073.0,120477.0,5358975.0,1053497.0,132881.0,1431083.0,6812916.0
2011-05-13,157444900,63506566,74677359,4985000,1907745,1594017.0,20889270,83201664.0,1492800.0,39654961.0,82158787,20415380,71868156,20606029,10385098,6644100,10093790,13825108,39321102,,,16088882,621747.0,1760000.0,13731968.0,3105184.0,8382610,494383,683160,1062803,1053352.0,1341800.0,81557.0,312830.0,259764.0,9002027.0,2037057.0,91066.0,1482268.0,3035088.0
2011-05-16,141675400,73140227,68783586,3456500,1654688,2065862.0,19340881,72381070.0,1973900.0,16045790.0,89906208,33939700,56296762,17250910,17553698,11341900,7558373,16225616,39154020,,,21736240,1246482.0,2675700.0,24612540.0,2537804.0,6053863,590755,1458546,614888,486364.0,637800.0,73958.0,678014.0,284310.0,3882601.0,1880932.0,49252.0,2147678.0,5914690.0
2011-05-17,192686200,63176059,76489398,5505500,2059764,1575717.0,18297279,60097434.0,1514400.0,21535920.0,98470152,110385204,60546020,33980754,32730960,13613600,7883058,17421686,46674960,,,26762740,323037.0,1938000.0,17971434.0,2319664.0,9828200,986334,949659,1227745,1673722.0,660600.0,157906.0,683442.0,192126.0,5688063.0,1267460.0,134094.0,2175842.0,3874637.0
2011-05-18,135217900,42351090,54523312,3798500,1430565,1777490.0,12849270,49434832.0,1085800.0,9277396.0,60153554,23927120,51692960,21989510,12821686,10312100,5667670,10900798,35218360,,,18842020,343479.0,906600.0,15704214.0,2653248.0,7707846,790699,1321711,477736,813007.0,926300.0,106573.0,618581.0,245579.0,3862831.0,786989.0,159651.0,1323768.0,3242096.0
2011-05-19,119489500,35024230,52926980,3995000,1347562,1820402.0,10900690,37847559.0,993700.0,14885640.0,64194311,16364374,39333782,18037350,8577992,11084300,17064689,6405312,25635720,,,25041820,891183.0,1308100.0,15666532.0,4223132.0,8067370,718122,755993,430748,715806.0,970400.0,80142.0,632778.0,129866.0,7558378.0,925825.0,196476.0,1325363.0,2504465.0
2011-05-20,182594900,44703180,56026219,2375500,1274534,1846586.0,18555721,60138129.0,1012800.0,19140740.0,89394728,26916620,54108782,17181820,12825186,12311500,11715350,8947986,35581898,,,15254800,618174.0,1967200.0,32822960.0,2724860.0,5602558,669599,1059828,585581,538862.0,731900.0,85210.0,938483.0,154155.0,6645860.0,2777033.0,79054.0,1386307.0,3463832.0
2011-05-23,168700000,43678441,50708246,7225500,1385185,3242388.0,20522359,59794871.0,1800000.0,20719930.0,93564986,25217340,40585840,25556609,10726978,7600000,27913189,12043298,26574480,,,20908280,603366.0,2228600.0,26102700.0,1712692.0,6346041,928112,708331,1173807,1204759.0,635900.0,192380.0,804028.0,234888.0,9280892.0,1246734.0,200821.0,1810026.0,2122919.0
2011-05-24,147199600,39314207,60226207,2122000,984684,2448379.0,17309480,46599711.0,1355500.0,20219990.0,79566054,17531386,49661558,20280631,9649084,7352200,10177460,8917058,33186360,,,17544576,420072.0,2896100.0,13448052.0,2601992.0,5549151,639229,902902,590428,808015.0,589100.0,98334.0,579340.0,223056.0,2746290.0,971967.0,138816.0,1299433.0,1651440.0
2011-05-25,151050100,41368980,60013727,2991500,1159434,1585251.0,15850970,43400930.0,1304700.0,23569070.0,85723147,24826100,49837640,20896010,11300722,23021800,7246442,12542218,32169940,,,18441682,530397.0,1182700.0,19722594.0,2185160.0,5665370,1345588,712096,675275,1407914.0,583000.0,121069.0,543390.0,95370.0,3335526.0,869215.0,87394.0,1412473.0,1955731.0
2011-05-26,164850000,40564078,51833312,2467000,1121158,1174492.0,18513381,47179809.0,1015300.0,11642090.0,84613647,22437780,37503460,17463670,13386668,8423200,6588232,7603560,20341540,,,11821400,238752.0,999600.0,19894592.0,3430468.0,8311586,806132,654014,1042852,788112.0,863400.0,80807.0,862205.0,143517.0,2938852.0,1371826.0,112060.0,1096172.0,1947109.0
2011-05-27,120921900,30132090,46620738,1869500,937689,1691655.0,17160029,38849770.0,1074000.0,16645631.0,61971741,25109040,33394200,14888610,8530274,4347200,7043592,9001710,21204260,,,10818146,295167.0,2164300.0,14088746.0,2958104.0,5390680,943795,635684,510279,1225700.0,504100.0,483808.0,509661.0,322176.0,4988628.0,1915758.0,170855.0,970597.0,1603538.0
2011-05-31,164731200,47588059,77456148,3391500,1605972,1583721.0,33442199,58762281.0,6722800.0,20600000.0,80145486,21345420,38624262,21659520,11977448,7570100,10185880,12757376,32117300,,,11181600,712236.0,2394700.0,23264920.0,3787444.0,7004589,2917821,775236,1022364,1847938.0,1510100.0,366039.0,1047256.0,494838.0,4833984.0,1345662.0,174565.0,1691519.0,3431588.0
2011-06-01,233094300,51792340,80933773,8553500,1760565,2604985.0,25264750,55373848.0,2255900.0,20522881.0,148857321,33254840,55234738,35595152,25268580,14211100,12042420,14331468,35498960,,,20447360,1037655.0,2214500.0,37762602.0,4324960.0,12747960,2997257,2247971,1467553,2091506.0,1316400.0,92549.0,1139469.0,444072.0,6895291.0,1773720.0,159759.0,2859403.0,3316767.0
