,SPY,QQQ,IWM,IJH,VTI,VUG,EFA,EEM,VEA,VWO,XLF,XLK,XLE,XLI,XLY,XLP,XLV,XLU,XLB,XLRE,XLC,SMH,XBI,KRE,XRT,IYT,TLT,IEF,SHY,LQD,HYG,TIP,MUB,AGG,EMB,UUP,FXE,FXY,VNQ,DBC
2018-11-07,102752100,51169609,22127750,6414000,2781209,4825130.0,34148391,81011453.0,10109900.0,13378150.0,59990800,32629600,33326422,14217770,12817534,15067100,13310810,41450718,13562278,3917900.0,2705800.0,8895486,7022021.0,11860000.0,7340172.0,594312.0,9313311,3297630,1675014,13257540,26155490.0,1101500.0,1159604.0,4677344.0,3426053.0,892782.0,169137.0,76084.0,7559235.0,1654212.0
2018-11-08,65584900,40296539,14987740,4261500,1874791,3437885.0,31336631,90610898.0,11523800.0,14379210.0,46730100,20819500,30290700,11967440,8754660,12890200,7345597,41168262,12894826,2665000.0,1295700.0,7740530,4228715.0,5601100.0,5650700.0,562352.0,6905193,2188899,1332802,10934370,20677510.0,1232100.0,1701382.0,3489240.0,3568406.0,960488.0,207065.0,53760.0,3559747.0,1991337.0
2018-11-09,98812600,50602711,20654381,4955500,2226884,3892534.0,27581730,82943711.0,12446100.0,16329320.0,47051200,25883860,45835640,23409061,10515780,18510900,8486522,40030378,18024884,3558700.0,2234500.0,14250038,5992062.0,7290100.0,5109537.0,506816.0,6465323,2772679,1229474,8836778,20869260.0,1232400.0,2087007.0,2901862.0,2238886.0,756914.0,204393.0,111115.0,3388520.0,2247769.0
2018-11-12,99673600,62578367,21886779,5310000,3530714,4777640.0,31068910,68569688.0,11566700.0,19434070.0,47135500,32862122,36083262,10822340,12046700,15950700,8423548,55328300,20119660,2861900.0,1203700.0,20625000,7900244.0,5779600.0,6435032.0,574960.0,6840265,3704933,994296,2876475,22319600.0,1111100.0,674933.0,2779740.0,1380202.0,617588.0,213635.0,84708.0,4969841.0,3247499.0
2018-11-13,98176600,64128078,18468480,6555500,2290533,4347243.0,37193887,106305602.0,18233600.0,16903350.0,69820600,31407080,65464282,16032160,15825970,23146500,14226950,47516378,19012348,6307600.0,2186100.0,25109820,4882686.0,8114900.0,6058443.0,625784.0,6525830,3265009,2990072,7778431,22907609.0,871900.0,772469.0,2977135.0,5848540.0,1204595.0,473677.0,87586.0,4882557.0,3285734.0
2018-11-14,125335900,75270711,24549051,7552000,2766049,5184494.0,51506090,96621102.0,18431300.0,21155850.0,104274200,38993480,45084218,18374119,16583274,17577600,11664020,55155640,19452612,4369000.0,2137500.0,16072674,12084180.0,10719200.0,12208430.0,571524.0,8690822,4626422,3329790,11595070,44747754.0,926800.0,1220011.0,3395933.0,1843951.0,714057.0,891734.0,200606.0,4545778.0,3499449.0
2018-11-15,135101400,73254352,24481980,12200500,2618743,4675269.0,54666352,146475812.0,21519900.0,25225699.0,93998000,52602898,31348480,24411609,21697180,25604700,15563870,68562382,23983400,7158900.0,3864100.0,18331488,6471882.0,9542300.0,13515640.0,973448.0,7879799,2621253,1952428,15158270,32332561.0,2124600.0,1723269.0,3861267.0,3862910.0,475771.0,494365.0,339569.0,6413739.0,1760029.0
2018-11-16,126668000,65390680,29323500,7250500,2272315,4737711.0,30723561,135075906.0,17132900.0,18183160.0,80518300,35946040,39510942,15156010,11461830,15212800,11323190,42812762,17462088,3738100.0,2092100.0,23973860,8365573.0,7700500.0,9642983.0,927984.0,9236764,7226698,1293168,13503660,64912781.0,1218000.0,739055.0,3332603.0,4184000.0,991353.0,306392.0,389120.0,4347629.0,1802685.0
2018-11-19,103061700,67280477,21540891,12864500,3481785,5614771.0,30409721,77777250.0,14276700.0,22622199.0,65491300,38397238,31167660,14365310,13360238,16727200,8820959,29143920,24568360,4668200.0,2358000.0,20829220,6339440.0,7511000.0,11331730.0,596568.0,7027204,3447829,1547730,9773690,36567246.0,1502200.0,1345448.0,4673171.0,2509878.0,496732.0,291263.0,110477.0,7117473.0,1678234.0
2018-11-20,136021300,102652797,25906980,7755000,4627286,6973066.0,41209672,98272812.0,20991700.0,19310131.0,103778300,56129520,52648762,18024910,23986160,33023200,11604320,48856878,22518660,6593700.0,5028200.0,17264184,7103102.0,9128400.0,14196080.0,1544040.0,6332804,3658623,2307648,16168380,21901910.0,1094700.0,1282607.0,3162710.0,5685809.0,374792.0,346631.0,87031.0,5295674.0,2164621.0
2018-11-21,75563700,42965840,17902260,4407000,4151435,5887026.0,32720619,68104633.0,18226000.0,16361300.0,48618000,33006558,34661878,10846050,17474572,16604400,9345117,37819398,14026708,3707500.0,3187400.0,13247430,4793308.0,7071400.0,8590359.0,552136.0,4951058,1896977,9309915,10704560,16560369.0,1251600.0,784525.0,5701650.0,2425695.0,514610.0,244318.0,123118.0,4139630.0,3988259.0
2018-11-23,42807900,23503730,11134830,1975000,1300011,1958234.0,13336460,32048230.0,6264100.0,11634280.0,24252300,10676228,28843540,6205521,5456012,8700800,3939469,16235788,6302218,2543000.0,667100.0,3050168,3714416.0,3462000.0,4886857.0,376828.0,3027861,531238,1666242,2924700,9708072.0,364700.0,651556.0,1665891.0,1568459.0,147191.0,215002.0,64330.0,2815494.0,1521631.0
2018-11-26,79981400,42012633,15346410,4589000,4699685,5276143.0,31007400,76320469.0,16424000.0,21898490.0,50168800,25069260,33365500,12896350,11707950,13125400,7141247,32202160,10714632,3242200.0,2563700.0,10932216,7466516.0,8620400.0,5771149.0,505640.0,6599041,2345621,1764042,5938899,19807131.0,1226800.0,1061605.0,4326052.0,3981958.0,244817.0,157551.0,97034.0,4422226.0,2780208.0
2018-11-27,75502400,36608059,14461830,5518000,2860130,6290669.0,38111391,81069109.0,17083200.0,16505189.0,47174300,23076420,44528578,14431250,12052378,15954400,9261963,26366860,11742294,3227200.0,2114400.0,14827488,5664318.0,5959200.0,4910777.0,743764.0,5967245,2334393,1555150,8581260,14370740.0,1154000.0,1155256.0,4107650.0,4520693.0,1076007.0,224414.0,460645.0,5183596.0,2496963.0
2018-11-28,127629600,70140992,26125949,5730000,6061227,6817150.0,40600820,121010898.0,18897800.0,26402830.0,61375300,33219422,42296460,14139680,12682988,21973700,11870390,24124440,17062082,3645700.0,2707400.0,10969380,6559835.0,7442800.0,10093880.0,1145884.0,7814288,3582510,2986099,13861320,23513109.0,1494600.0,2915707.0,8513892.0,4855629.0,1654299.0,771331.0,129805.0,8681263.0,1709156.0
2018-11-29,82346400,44885711,15134470,5048500,2895020,4503261.0,31259711,104239602.0,15866500.0,22376490.0,43664100,28230840,28828920,12997960,9950500,13285000,8796008,34979160,14276392,2600700.0,2247700.0,9176570,3416306.0,5770000.0,6639938.0,524880.0,7295627,4313021,2217281,10939120,17927859.0,940800.0,1360487.0,5922602.0,6055955.0,535929.0,346099.0,198513.0,5680972.0,1863290.0
2018-11-30,98204200,36722762,20304680,8528500,2142095,3924046.0,32068551,92961156.0,14300400.0,18214920.0,45435200,33019680,36258040,16428119,11342936,16551900,15875940,36333762,12116332,4327200.0,5563500.0,16499592,3839308.0,4979500.0,9058746.0,658380.0,9126693,3069684,4712684,14854800,15081050.0,1270700.0,1550386.0,6126215.0,4020684.0,325739.0,280426.0,301268.0,6640995.0,2578650.0
2018-12-03,103176300,50771699,23353439,21172000,3655593,6334451.0,43673898,125019906.0,16144100.0,22344570.0,65332700,32463320,43988238,19554590,11989520,20855900,12158140,35813700,17150154,5321300.0,5790400.0,14294576,6837372.0,9048600.0,6839949.0,1088368.0,9763851,6004914,2828848,12740520,27052900.0,1250200.0,1962652.0,14037870.0,5506856.0,478647.0,240024.0,197765.0,7405923.0,4590036.0
2018-12-04,177986000,70594734,41077910,9371500,3917715,6788974.0,50079578,134758203.0,20493400.0,23569420.0,110918600,41982160,36593040,20580520,19417442,27634900,15011340,44535922,18091616,6476800.0,3268000.0,17418718,9105505.0,19682500.0,8812311.0,3129732.0,18100551,7748767,4062035,13521540,32066500.0,2015000.0,2176379.0,5365152.0,5871031.0,879064.0,300521.0,129486.0,9346730.0,2919820.0
2018-12-06,204185400,71715531,37581207,21276500,6542944,7314309.0,78905508,165155109.0,40213600.0,31667961.0,134687100,43156020,70712140,28326221,22323880,32514000,18492881,49395860,26450560,6368500.0,3560400.0,16050258,6703878.0,16879700.0,10222350.0,1421076.0,15319440,9429900,4012187,12752220,27661900.0,1503600.0,2314009.0,7396761.0,6485273.0,492067.0,426738.0,277936.0,15059800.0,2707875.0
2018-12-07,161018900,80432180,28525061,11077000,4986861,7334187.0,54090301,134304609.0,39750900.0,22938641.0,86740000,39875622,54891442,19238289,18691378,23139500,14930860,39458800,28052620,5559900.0,2625800.0,18385278,5388738.0,13714700.0,8290482.0,1190308.0,8608467,7319120,2079347,11791900,28901230.0,1221900.0,2353795.0,5440236.0,5342846.0,1236635.0,292041.0,91573.0,9987828.0,2498595.0
2018-12-10,151445900,73960758,30776561,13441500,5046755,9487601.0,61630488,104465297.0,31901800.0,33157039.0,101121800,40895942,46765558,25360051,19796414,44469000,15372050,42296878,23329800,9157900.0,3379500.0,15605912,4498891.0,12890000.0,7868903.0,1161364.0,8777672,9045691,9725081,6886739,23434670.0,1282400.0,1552424.0,6096047.0,3945431.0,1093146.0,310398.0,207808.0,5804325.0,1736418.0
2018-12-11,121504400,59058301,29229340,11897500,3459208,7714485.0,71163773,104014703.0,63207200.0,30196699.0,92308200,31626700,34483238,18475740,15929958,25677400,13632330,52186942,20142200,4645200.0,4425900.0,17575638,6645275.0,9727000.0,5463871.0,1088216.0,8071952,5290089,5675489,10241120,19243939.0,1499000.0,1642770.0,8086242.0,3526242.0,554634.0,195613.0,99814.0,5108831.0,1622991.0
2018-12-12,97976700,53779992,27894830,10266000,3720085,5797908.0,45925660,89712211.0,31096300.0,26534330.0,86748900,33857820,38534718,14776420,14373358,18735200,12581030,36595058,14901900,4298900.0,3352600.0,13725858,4439061.0,10019800.0,6635933.0,854628.0,6182206,3727166,4565494,10001610,17571529.0,1876200.0,1797076.0,8088958.0,3188071.0,874322.0,226665.0,53598.0,6943919.0,1910716.0
2018-12-13,96662700,46377859,23205439,9574500,3298447,5440597.0,44498230,72445398.0,23093100.0,23109680.0,67232900,25639100,30597940,15917810,12216596,16987800,11567210,36144020,29257180,4652700.0,1984100.0,9888240,6048079.0,12110000.0,7428875.0,1792012.0,5564328,4116029,7531870,6911244,15859220.0,1542500.0,2787469.0,5762548.0,4406743.0,832851.0,343243.0,143969.0,6131644.0,1654492.0
2018-12-14,116961100,56547422,24037240,8582500,4503463,7094788.0,50416219,94915742.0,29362600.0,23516619.0,66817000,31032420,45787622,14806200,12277266,20262700,19422740,50311140,15958772,4138700.0,1910800.0,13262362,4533277.0,12631800.0,10285760.0,1512348.0,8169221,3529993,4449241,6037920,16397609.0,1231000.0,1832550.0,6265024.0,3501135.0,446579.0,177840.0,90204.0,10390360.0,1109694.0
2018-12-17,165492300,74834078,36468461,13567000,7193148,12401603.0,58508480,109276203.0,40511500.0,26749730.0,101180400,46526942,41464602,19796760,23857620,27324100,22089529,60421660,30503280,7214000.0,3275000.0,15526324,6768940.0,12265600.0,11474630.0,1849804.0,9726781,7626952,5815253,6480543,24124900.0,1578100.0,2532079.0,7630451.0,3539155.0,437321.0,223336.0,63656.0,20329330.0,1269375.0
2018-12-18,134515100,63642121,42277230,13571000,8065590,11337997.0,48896512,102509797.0,34008500.0,30124961.0,90844000,39253140,53233980,15665190,17377770,27349700,24712570,47271140,23365820,8109100.0,3597400.0,17468472,10155220.0,15975900.0,6465274.0,1319804.0,10019100,4461364,6567020,5923216,25284301.0,1194900.0,1714120.0,6626140.0,9264900.0,903568.0,130109.0,44364.0,9575716.0,2744267.0
2018-12-19,214992800,81856461,47676621,20366500,8010824,10686207.0,68491742,204046203.0,36605200.0,55565559.0,129331700,67212680,91097820,23553260,28061840,46289600,23075641,55856898,39400762,12878000.0,5714100.0,19939960,10753370.0,17780200.0,7210709.0,1692308.0,23046270,7710856,12279170,10049240,32062699.0,2779100.0,3013710.0,7264847.0,9687426.0,849985.0,662017.0,174619.0,10760240.0,3280778.0
2018-12-20,252053400,99002141,57908059,20825000,13120150,15430151.0,97602570,183908797.0,52253900.0,38334340.0,107016900,79003664,77008758,25709869,35375282,43415000,25321711,78047640,46346238,11333000.0,9067000.0,28514660,12858790.0,23969000.0,12193870.0,1255760.0,18543730,9245162,7297257,20942150,68796070.0,2968400.0,2903473.0,7695043.0,5099153.0,1127534.0,417670.0,304390.0,13284120.0,3307957.0
2018-12-21,255345600,141129406,59404809,21614500,13605030,22299994.0,93622531,143673406.0,57168100.0,36971070.0,118502300,83227398,74788226,28744230,26736180,38484500,28909160,71291562,41112140,15120000.0,7987400.0,21624620,12849990.0,13368000.0,15150090.0,723304.0,9945103,4918611,5548838,11850720,56294980.0,1960400.0,2262604.0,10381250.0,8372880.0,1156989.0,761052.0,217185.0,16609289.0,7323498.0
2018-12-24,147311600,56163289,28575721,15557000,14488500,11156588.0,47120320,50709480.0,29000600.0,20581930.0,71752700,42234040,31211840,15800230,16878032,23086800,14235530,45330700,22656480,10641000.0,3888500.0,9548674,5566509.0,7949400.0,5244419.0,714428.0,8377482,6372964,4049118,4384768,18853609.0,861700.0,929227.0,7196077.0,1857334.0,907081.0,375823.0,118551.0,9335758.0,1525675.0
2018-12-26,218485400,98982062,40182688,21313000,12512320,17976984.0,69827562,96347195.0,54247600.0,39456141.0,108133500,58120320,58193942,17549020,23489820,26670600,20575131,61678282,34232140,10947900.0,4104000.0,16473252,10301150.0,13650000.0,11254700.0,736348.0,11700410,5478030,6207737,7659268,25010289.0,1441300.0,2119463.0,8606928.0,2584763.0,723749.0,222995.0,208071.0,16977090.0,2943697.0
2018-12-27,186267300,85824336,39527879,25126000,16128460,14767681.0,76591156,81792656.0,56908400.0,36809922.0,98005000,46877680,48754602,13980670,21520140,35926900,14045710,59461340,29847240,14151800.0,3768600.0,17674068,6835879.0,10051400.0,8576690.0,990204.0,12146770,4602088,4207682,7797325,31806090.0,1467200.0,1610985.0,10562240.0,2844168.0,571588.0,263535.0,319811.0,12102330.0,4315412.0
2018-12-28,153100200,77856633,35994367,20461500,11668680,14649349.0,68541828,72869055.0,46759800.0,29479961.0,76348400,39686640,38874840,15917230,16656572,24436600,15770640,42175218,18906082,10391000.0,2631900.0,13458856,7207550.0,9525800.0,5299147.0,1790384.0,9879116,4542620,6740101,4334519,30106400.0,2067600.0,1938423.0,7019644.0,3234831.0,892142.0,181728.0,85476.0,12729310.0,1603212.0
2018-12-31,144299400,53015312,29173369,23737500,9414804,14569189.0,62878762,72972227.0,48032600.0,25687891.0,56435400,33720140,37410602,10068930,12430646,14959600,10163090,32604320,15595992,7807200.0,5303600.0,10460246,8428927.0,9398900.0,6552131.0,710836.0,17408971,7227495,4892319,7008354,14154030.0,1496100.0,1917719.0,9671788.0,2038988.0,625279.0,174774.0,196504.0,15750630.0,2988535.0
2019-01-02,126925200,58576672,27295131,13029500,5093162,6925042.0,38723207,57198840.0,16891700.0,17856930.0,62945000,30885840,49785300,14687530,13681528,20459000,14179950,50347762,18192610,10445000.0,4625800.0,14288046,5874700.0,9455800.0,6532579.0,935168.0,19841529,18668730,5380228,9506481,26977400.0,1435200.0,3337795.0,11200740.0,4241649.0,1241619.0,244266.0,249143.0,12880490.0,2071132.0
2019-01-03,144140700,74820234,29294641,9387000,5253273,7233688.0,35012602,62767551.0,17809700.0,15615110.0,65729700,49893460,36048102,25976240,12692422,22074800,17668039,43174922,19667934,9743800.0,3433700.0,18546014,8779745.0,9238500.0,9063478.0,785200.0,21187051,10616680,5284577,11199120,32776578.0,1213900.0,1065543.0,6497102.0,3988014.0,486249.0,402540.0,553696.0,12264320.0,1389673.0
2019-01-04,142628800,74709320,35355273,7311000,4776991,8542021.0,47001754,103055102.0,12485600.0,21471449.0,64638400,41535960,42702960,19883641,14538356,19003300,16262560,38007218,17901236,9620900.0,2647900.0,18149332,8019590.0,10113200.0,6056492.0,890096.0,12970230,6616730,5969520,12080670,38753961.0,1236700.0,1894537.0,8148986.0,6787802.0,1367339.0,386529.0,485217.0,9389031.0,1332235.0
2019-01-07,103139100,52059328,30477881,15136500,4485145,8031848.0,30335910,76597000.0,15899600.0,17583029.0,48167000,23817880,36113820,15193150,12526312,15143300,12387250,32535480,14936688,5141800.0,4048400.0,11156846,8534408.0,7751400.0,8366701.0,761912.0,8498104,5459196,3632610,16150100,38127559.0,1237700.0,1661933.0,7433691.0,8315168.0,947597.0,282021.0,179237.0,9227875.0,1581655.0
2019-01-08,102512600,49388688,27320949,8630500,3949427,5666707.0,26445039,70518148.0,11334300.0,17090850.0,90114700,26005200,37384622,23069770,18781954,28273800,13371000,33287078,20657240,7575900.0,2144800.0,13272018,6091556.0,10226100.0,6895059.0,2240752.0,7737103,6879507,2061642,7961370,30794949.0,792600.0,922029.0,4395589.0,4462193.0,1929002.0,170032.0,120082.0,10761300.0,1741603.0
2019-01-09,95006600,46491754,25764590,10545500,6405370,4766894.0,34615281,125118797.0,19657300.0,21629670.0,61037100,28044780,37513558,10036730,10325494,15684500,11259670,36149422,16250308,5100800.0,1840800.0,17856076,4813265.0,6577100.0,4394731.0,904364.0,9349245,3248650,4161931,10534870,40909441.0,1079200.0,1140185.0,5458087.0,4315440.0,1293813.0,300470.0,423071.0,6434202.0,1156496.0
2019-01-10,96823900,38943406,22896770,6222000,2685675,7729101.0,33699320,85207641.0,16334500.0,18736650.0,48630500,21868180,38335200,8900490,9519994,32431700,10396770,50916262,16942742,7837200.0,1340500.0,11440032,5995325.0,8144200.0,17426449.0,404528.0,8222860,14412990,4037274,10337050,50519961.0,1346300.0,1022330.0,3532551.0,5080296.0,691351.0,272870.0,217839.0,8671905.0,772489.0
2019-01-11,73858100,30176641,22428369,14152000,3033939,8103140.0,40655578,63136219.0,33654600.0,22542711.0,44961600,15451204,28211900,10691280,6065158,11732400,7187901,49684980,12372430,3095100.0,1227900.0,13337976,5933889.0,6621700.0,6533984.0,469600.0,5786934,3825731,2057091,6890765,19793340.0,879400.0,1854857.0,5759032.0,4425371.0,624739.0,159326.0,150352.0,5141907.0,856105.0
2019-01-14,70908200,30710230,29184961,6926000,2479452,5824392.0,28319840,76217008.0,18893100.0,15067190.0,50610600,14484124,26383480,10105480,5896290,7811500,5448972,46979762,23006480,2918300.0,2344900.0,9963592,4252124.0,5730600.0,5438450.0,214136.0,6730681,3090149,1872813,4511448,20137750.0,975700.0,2117864.0,7544314.0,3388922.0,596999.0,103259.0,79367.0,4934534.0,891297.0
2019-01-15,85208300,40874219,25678930,12759000,4542135,10601967.0,35202727,78913211.0,11882000.0,17548480.0,59156500,28654000,19642934,12517460,7533612,11447700,10540620,54186218,15094204,3925000.0,2459700.0,11484330,3801218.0,8007100.0,3381028.0,686128.0,8997352,4148048,3311318,10536550,24799070.0,930800.0,1295426.0,3690211.0,6458686.0,1286521.0,397921.0,220182.0,5377192.0,1121467.0
2019-01-16,77636700,33812191,20827340,8469000,2963158,22237984.0,38473910,82543633.0,14810700.0,14705470.0,72982400,18937286,25082260,12029890,8987946,13484700,8288920,36696378,27437340,7295900.0,20343800.0,11013464,4700785.0,11264200.0,3958909.0,493476.0,6048446,4820794,3262194,17911840,26508131.0,1793000.0,1181656.0,4007835.0,3549195.0,268883.0,119281.0,167549.0,6164039.0,947359.0
2019-01-17,96118400,39328961,19273420,11655000,4401077,6797596.0,28895990,85522750.0,21667100.0,19549010.0,55771300,20256840,20349660,22922580,8791914,10196400,8731630,41572020,20411020,3397100.0,3311000.0,15829978,2201065.0,9646900.0,4277337.0,1015272.0,8153350,5328050,2507667,8756215,24574400.0,1975400.0,1418207.0,5546970.0,4988603.0,330378.0,187757.0,315535.0,4326987.0,670169.0
2019-01-18,127900300,57183238,28306740,8554000,4224885,13749219.0,39380832,98168930.0,19598500.0,19264820.0,58400200,27303100,29063520,20020211,11596246,11957600,13367510,28309380,17514850,7865600.0,3375800.0,16661706,5026140.0,8841500.0,4872631.0,1908812.0,14106450,6617519,4135295,12589750,36236406.0,1702600.0,1573892.0,5643389.0,7720456.0,1957677.0,151771.0,443770.0,6397143.0,776000.0
2019-01-22,115531200,56711688,27741109,7703500,5037882,10623879.0,36637848,101294898.0,30300000.0,19421381.0,79651700,29985020,39726340,15935260,18487362,20877700,12244520,33828860,14866890,8116300.0,4343200.0,14365334,6900087.0,10077100.0,5176667.0,1763408.0,8881133,5814417,4049826,9101563,25504301.0,3260300.0,2568500.0,6823956.0,5983724.0,794735.0,119072.0,332132.0,6062627.0,804532.0
2019-01-23,86030300,38106059,20621250,5674500,3934222,6246666.0,21725570,66625172.0,11262900.0,14975930.0,44072000,19152240,46735300,13243830,12208662,23804700,7722861,28422300,11409960,3087500.0,2540500.0,11732142,6002756.0,6593800.0,5531532.0,1461508.0,5776907,3507319,7921724,11707160,18529449.0,921000.0,2611772.0,3222846.0,3434091.0,1153815.0,88857.0,75478.0,3971971.0,866952.0
2019-01-24,59204100,32413350,16976330,5821000,3785480,5067200.0,21843779,76076945.0,12446700.0,16300120.0,25496900,28341800,26098360,10361830,7930454,17727200,11306950,43848262,10499344,4578000.0,2878700.0,25283980,5135960.0,8268200.0,3238297.0,1192028.0,7121480,6030700,2012982,8874693,17875490.0,851000.0,993036.0,7308898.0,3136293.0,267438.0,269724.0,56739.0,4142535.0,3660754.0
2019-01-25,96883400,36466070,22266881,6746500,2987329,5036606.0,31128770,105779508.0,9600800.0,18232080.0,63140000,20061640,20467180,13065940,8785898,12920300,7241935,36308660,9833952,3031400.0,3341100.0,18173862,3517260.0,6879500.0,3497188.0,795592.0,6460820,2763332,1603503,8529215,16775230.0,576600.0,1262162.0,3469453.0,6431562.0,619066.0,219187.0,90052.0,5713430.0,1388884.0
2019-01-28,85613700,33491219,22784750,6558000,4371642,9784678.0,28738180,85543125.0,31278200.0,18843580.0,66894900,19324938,24045480,13143950,11802050,10996700,7113845,28367580,11943978,5276000.0,4328200.0,16266346,4597282.0,6949400.0,3550149.0,1139108.0,6435820,3116096,5781018,7830587,14694060.0,1318900.0,1554186.0,7365747.0,5485192.0,932663.0,138494.0,69479.0,5471212.0,1823260.0
2019-01-29,66136300,30784180,12084750,7790500,2975051,6370553.0,23933750,56518859.0,15471300.0,10577670.0,29442100,17147974,23768300,12384040,5764616,11500400,11099240,25237040,16445994,2530000.0,1138100.0,10930098,4255561.0,6450100.0,3202271.0,354740.0,5750177,2836679,4065748,9111253,18716971.0,632200.0,666873.0,6158607.0,4031869.0,591154.0,108448.0,4638068.0,4832222.0,920399.0
2019-01-30,92473700,41346527,25516859,5694000,3060684,5350603.0,30465670,127796797.0,21287500.0,21068869.0,62076800,33990660,24233220,16892461,11801028,13934600,11706830,37157800,14146580,5118100.0,2578000.0,12258846,3056955.0,9538100.0,3898089.0,523872.0,10571330,5788342,3634997,17275580,25993461.0,947100.0,677763.0,6350434.0,5268052.0,1213092.0,510484.0,357645.0,6636121.0,1732900.0
2019-01-31,104012100,37258359,27252910,8421000,3932952,7778108.0,33012488,119929203.0,22931200.0,29177150.0,64021500,36501840,35688360,13867110,11198180,17886500,13410060,46163422,24950520,7024500.0,4798700.0,11274232,4788601.0,15374400.0,4582626.0,521788.0,11843410,10206450,7267052,12004180,27070449.0,1430700.0,1158329.0,14766450.0,8407904.0,1454963.0,189938.0,238416.0,13041930.0,32974699.0
2019-02-01,85782500,32143670,17057869,9522500,3225350,4831448.0,22056051,65766102.0,11993900.0,20402971.0,42920300,19475592,29544820,11844950,11272764,14423400,9386492,31124720,11078938,9829200.0,4395100.0,11545936,3175733.0,6377500.0,5705422.0,705012.0,12024580,9191931,7391198,15158420,24749891.0,1474800.0,2092931.0,7227896.0,13481620.0,1043553.0,140473.0,145823.0,16142540.0,3166881.0
2019-02-04,60744800,26718779,21301680,6138000,4938202,6012786.0,20260650,45770207.0,11355000.0,18100391.0,30362500,15208574,20216100,7688416,7209598,13367500,9308908,36131378,7115622,6513600.0,3703100.0,9251376,1980248.0,4608200.0,6045833.0,453948.0,8966375,7283506,9052478,7375484,15968420.0,973000.0,1325171.0,14227730.0,5968667.0,806681.0,83717.0,131771.0,13612820.0,1188819.0
2019-02-05,79552800,28156369,18295910,7411500,2759102,6688229.0,29367109,81720094.0,9177000.0,18520301.0,39094900,24121320,15705354,9079115,8324766,11296100,8921434,24592460,8857730,4186000.0,2388600.0,14672334,5170379.0,6477600.0,3394860.0,351720.0,6983255,3331094,3074174,9298056,33188262.0,1024600.0,945304.0,8913510.0,5913312.0,633033.0,315232.0,133727.0,10279370.0,2187816.0
2019-02-06,58347800,27970010,13720570,9091500,2945194,5571229.0,19675590,58195039.0,8225900.0,19303689.0,51542800,20379300,13607618,15557620,5831898,19006100,6135904,18409014,9910066,3535200.0,3748900.0,16603020,2774420.0,4841600.0,5226239.0,592196.0,5184018,3489763,2689783,7083571,25936779.0,3779300.0,977981.0,6449575.0,3680447.0,575216.0,213286.0,148991.0,8419857.0,1735081.0
2019-02-07,95482000,42036191,22850750,6784500,5097572,6507617.0,33930699,101061398.0,9575700.0,20658490.0,80395700,29264260,29200960,15611370,9042474,14519000,9511821,32151260,12735910,6325300.0,2341500.0,18215090,4456919.0,18191300.0,4320871.0,411912.0,8781040,6937372,2483148,12973200,27119430.0,916700.0,897702.0,3938913.0,7506686.0,396962.0,71917.0,81425.0,8823164.0,1839524.0
2019-02-08,75788900,29020750,13463000,6621500,2105845,4024516.0,21440369,64212352.0,8842200.0,12385470.0,54911100,16977592,21268820,15977040,6646572,11100100,7284173,29267360,9042764,2913100.0,2600400.0,11795516,2909066.0,8278700.0,4952833.0,547392.0,5885427,2602723,2459486,5502609,16728070.0,832700.0,531623.0,4288562.0,4336501.0,263784.0,82980.0,60038.0,6853917.0,3938111.0
2019-02-11,68021400,21434090,16374790,5526500,2337166,4844702.0,22453010,42213379.0,15304300.0,14924630.0,53115700,14869320,24994780,7909836,6115808,6876200,5017407,29458160,8316648,2971900.0,2061100.0,6917162,2415984.0,4965300.0,3003852.0,654796.0,4353004,2637191,3230701,5353772,10051840.0,653200.0,1094054.0,3521028.0,5676595.0,829303.0,128064.0,141858.0,4999168.0,1288711.0
2019-02-12,72270200,29722070,20779900,4960500,3312319,4453695.0,28176320,66073141.0,11663000.0,11353010.0,37671300,19418198,21354580,8909762,7753888,11694100,9093318,29506640,20139660,8982900.0,2442900.0,11511826,3271418.0,9019300.0,4653084.0,752828.0,7939591,3305304,2366038,10689100,20173980.0,658700.0,909267.0,3136691.0,3228890.0,436962.0,125332.0,87334.0,8589008.0,1062126.0
2019-02-13,65277200,26094141,15534480,5290500,2369412,4385883.0,22923490,82318062.0,13952800.0,18557949.0,42969600,18241772,26123300,8134248,6961114,10809600,6435569,26763560,14694248,3751800.0,3620700.0,7987156,2727136.0,6958900.0,4139697.0,322864.0,4757681,3772135,3539179,9595179,25088430.0,642200.0,633152.0,2526097.0,5843446.0,374054.0,75302.0,135074.0,5697129.0,1191854.0
2019-02-14,83234400,30326830,18250980,8417500,2731593,4314861.0,23166900,91302781.0,12063700.0,14819340.0,47630100,19484026,20426820,11703770,8334696,11388500,6938644,38188020,9769978,4007000.0,2103300.0,8804908,2955208.0,7795400.0,4874153.0,1131960.0,5868918,10568670,5773784,14906080,19406650.0,1780700.0,391542.0,2908486.0,3100134.0,522583.0,109194.0,379945.0,6928052.0,1259102.0
2019-02-15,97088700,32521689,27240211,7584000,2537630,4967234.0,29544711,72362242.0,7194400.0,24894359.0,46880800,14712004,20367680,9593226,7221030,12635400,8234221,18689106,15294316,2674800.0,2283500.0,9890610,3959158.0,6160900.0,2972853.0,1126916.0,5527244,6878987,3556359,8298035,24052000.0,664200.0,511121.0,2413984.0,8221833.0,480017.0,149428.0,279132.0,4998957.0,1474485.0
