,EWJ,EWG,EWU,EWQ,EWI,EWP,EWL,EWA,EWC,EWY,EWT,EWZ,EWW,EWS,EWH,EWD,GLD,SLV,USO,UNG,DBA,DBB,CPER,CORN,WEAT,SOYB,PALL,PPLT
2010-11-08,3008615,2552400,1078705,115998,203062.0,560944.0,195714,2889863.0,3631400,1718102,3159535,8554656,1159600,1381013,5157439,407949.0,17367381.0,35265781.0,1109316.0,266258.0,4421325.0,235005.0,,62700.0,,,1674500.0,981480.0
2010-11-09,5488560,1162600,425473,339932,100165.0,469397.0,123063,6793066.0,4495200,2462878,4257091,13044860,2511500,1667856,8457035,170154.0,39445121.0,149077594.0,1341725.0,245464.0,6708511.0,359250.0,,157700.0,,,4006500.0,2974850.0
2010-11-10,7087005,2415500,846368,743872,630745.0,575882.0,505443,4129239.0,2456100,3361530,5145145,13580300,3275800,1603728,10800230,88435.0,28484609.0,79896805.0,1946406.0,261355.0,2130236.0,298688.0,,55400.0,,,2061000.0,597080.0
2010-11-11,6730768,5687100,826620,207352,50914.0,170747.0,72930,5600556.0,1829000,2217387,6686795,10192350,2090700,1132914,8108775,357249.0,15447420.0,31448221.0,1106289.0,150992.0,2441093.0,215569.0,,56900.0,,,1396500.0,398800.0
2010-11-12,6596318,3889800,635715,229881,69181.0,303602.0,158172,3297820.0,1800700,3550597,10193611,16465939,2557500,2112422,5288525,1653594.0,35891102.0,57133070.0,1769835.0,161529.0,5939019.0,245241.0,,136900.0,,,3010500.0,1352230.0
2010-11-15,3794030,1455900,493352,358845,32932.0,501179.0,124019,3676655.0,2747700,2075130,4614309,7385449,2985700,1304890,4786506,226167.0,15096720.0,34814980.0,959164.0,223213.0,2703143.0,351507.0,,148400.0,,,1441500.0,341350.0
2010-11-16,5005300,1627300,617307,1227667,79306.0,387352.0,193171,5777131.0,3469700,4422710,7815160,24651439,4711100,3596639,12233000,292173.0,32489670.0,43555879.0,1863643.0,140908.0,3418669.0,889230.0,,123100.0,,,2775000.0,920570.0
2010-11-17,4123340,1251200,642549,207522,296920.0,433798.0,85613,3703942.0,3060900,2581428,5192730,11631010,4294000,1690691,5570401,203778.0,16432080.0,25951660.0,2889629.0,205175.0,2172211.0,703896.0,,40800.0,,,3162000.0,583030.0
2010-11-18,6948922,1793700,755763,417120,370520.0,370937.0,116586,3594039.0,3345700,2730439,4326492,15278880,3020500,1487212,4326192,110231.0,16009340.0,30965480.0,1548020.0,194748.0,2339577.0,307913.0,,37800.0,,,1370000.0,404650.0
2010-11-19,3719703,3422500,380838,116539,30373.0,254301.0,63833,2756227.0,2160900,2411497,4016548,10671930,2648400,1392537,25940020,124805.0,14148340.0,29123490.0,953173.0,174349.0,2496094.0,312233.0,,71400.0,,,1754500.0,652210.0
2010-11-22,7313487,1957400,628055,242390,201662.0,762115.0,108023,2429735.0,1829100,2316976,4667076,10858260,2585100,2384701,16127040,177859.0,13093370.0,27486689.0,931988.0,190590.0,1510647.0,185216.0,,38100.0,,,1436500.0,228810.0
2010-11-23,10326602,3426100,1287977,293475,542556.0,534680.0,228925,8565859.0,3674200,8147927,5101940,17772631,3183700,2919121,9469618,194196.0,18215160.0,26405529.0,1357565.0,170257.0,2079245.0,174295.0,,61300.0,,,2075000.0,237350.0
2010-11-24,4415330,971500,1766682,145377,266661.0,520078.0,85837,3301776.0,2122800,5459166,5440655,12711640,3083300,2519315,6708086,105942.0,8861056.0,15151550.0,1283729.0,217795.0,1319103.0,199370.0,,92500.0,,,522000.0,331220.0
2010-11-26,5003527,691800,680942,358737,144733.0,615518.0,57246,3722109.0,2142600,2752187,3342833,6878031,1221900,883764,2701509,49791.0,7823118.0,13125410.0,290549.0,60439.0,381223.0,414566.0,,32500.0,,,557500.0,93730.0
2010-11-29,11722218,21242100,1397065,426319,285086.0,725281.0,232611,7119849.0,5528900,3547977,7063870,18488590,3269200,3283811,7615496,242010.0,13983800.0,20304529.0,1232197.0,207409.0,961041.0,484998.0,,71200.0,,,820000.0,1326030.0
2010-11-30,5802100,3940700,1640604,337767,90130.0,291406.0,260829,7779949.0,6056200,2748092,6182490,19170820,3065600,2071071,3691008,156286.0,17473061.0,32242270.0,893201.0,115459.0,1260060.0,221129.0,,66000.0,,,1514500.0,1292440.0
2010-12-01,7806443,2857300,2050769,1432429,764569.0,1204790.0,203082,4683923.0,3493900,2782315,7586250,13936880,4646500,1759005,6182154,199254.0,16831061.0,29935980.0,1193454.0,137429.0,2320300.0,258883.0,,48400.0,,,4346000.0,1433390.0
2010-12-02,9094250,1608400,775110,607434,283736.0,602280.0,142046,3499819.0,3576500,2692630,6079750,16094740,2277500,1976348,4221318,177424.0,17583721.0,30351980.0,872375.0,205270.0,2234994.0,253446.0,,37200.0,,,5651000.0,2055280.0
2010-12-03,4499865,1620100,1821388,335440,95943.0,761280.0,220263,3089427.0,2591800,2635499,8846345,13465950,2273600,1603978,3989686,302197.0,16520221.0,29423180.0,1333498.0,136355.0,1781000.0,109961.0,,54500.0,,,3215000.0,1854590.0
2010-12-06,9080792,1549400,5772015,153301,43858.0,853424.0,83804,2360599.0,2187900,2715894,5437435,11804050,2505500,873033,6230319,190112.0,15640800.0,57611969.0,749622.0,220020.0,1111440.0,519378.0,,43700.0,,,973500.0,508170.0
2010-12-07,10251816,1468100,1756614,422625,148504.0,452835.0,75701,3018656.0,3778000,1928125,6646335,14166600,2981600,1273849,10092980,110516.0,26499131.0,69216688.0,957576.0,178571.0,1549484.0,482383.0,,44300.0,,,2342000.0,754630.0
2010-12-08,6658178,6830800,957242,415269,1162008.0,423096.0,403026,4501702.0,2739300,2164255,8735975,14905030,2033300,1529712,9500780,184595.0,23483260.0,58266992.0,952338.0,277983.0,1418456.0,153276.0,,34200.0,,,2539500.0,305350.0
2010-12-09,4227148,1875300,969231,293433,1347634.0,708452.0,143483,2539247.0,1788200,2419408,4524936,17998730,2263700,1463848,6143257,168886.0,14157550.0,36776688.0,950395.0,222082.0,807287.0,114541.0,,34600.0,,,1332500.0,585810.0
2010-12-10,4877643,5651100,924680,381404,185092.0,492470.0,240919,1506136.0,1486900,1399921,4453315,12257740,1540200,1418651,4308805,97891.0,11938170.0,30606811.0,671705.0,180622.0,1045898.0,239412.0,,44900.0,,,830000.0,508820.0
2010-12-13,5007150,2383500,468854,248037,280309.0,607404.0,92954,2024295.0,1718900,1533239,3736625,13668470,2157600,1062300,4094039,81699.0,13352310.0,25945141.0,714733.0,251337.0,2158095.0,354456.0,,54600.0,,,1270500.0,862390.0
2010-12-14,5936940,986600,551146,171347,328715.0,256946.0,134309,5172223.0,1779400,1871900,4396325,12489080,1812000,1129528,1817821,97810.0,17433260.0,26307820.0,554360.0,205721.0,1321652.0,108437.0,,30900.0,,,1011000.0,504140.0
2010-12-15,4030748,9271700,742547,634577,422710.0,321669.0,182044,5240481.0,1937800,2455615,5558305,13276860,3882300,1568404,4709424,62250.0,15089500.0,27848551.0,994549.0,134158.0,1911482.0,271036.0,,53200.0,,,943500.0,636540.0
2010-12-16,3902590,2438000,977683,425065,310159.0,485356.0,448263,2250290.0,1454800,4854380,13066825,11960110,1461000,1053582,4027571,89506.0,23469061.0,32659910.0,687676.0,380317.0,1339834.0,121085.0,,55400.0,,,1028000.0,264070.0
2010-12-17,4066513,4057600,546963,301533,579987.0,555087.0,87370,1658115.0,3314500,1666808,4778328,13289340,3510900,1034589,2502706,128734.0,17214699.0,21779750.0,842330.0,179394.0,2996224.0,1233368.0,,37500.0,,,735500.0,439960.0
2010-12-20,2630860,857000,827697,169780,153021.0,150764.0,119514,1242659.0,3991900,3650619,4684405,18899760,2169100,868830,2566692,256209.0,13142260.0,17491141.0,694102.0,217160.0,1690234.0,279550.0,,33400.0,,,723500.0,495230.0
2010-12-21,4782393,1390800,1446477,1303095,1255502.0,1356203.0,130826,1895147.0,2271600,2251702,4886856,13257860,1723600,794871,4506025,824918.0,10242710.0,14887720.0,530618.0,201129.0,2284675.0,306072.0,,34500.0,,,728000.0,391180.0
2010-12-22,3180133,3130000,500524,92103,60551.0,217175.0,126034,2079014.0,1913000,1610315,2996259,7527344,1348100,1706973,2532485,220798.0,7303863.0,8375371.0,637521.0,211417.0,2503866.0,116626.0,,101300.0,,,751500.0,436810.0
2010-12-23,2124167,1262500,496119,352066,201096.0,159844.0,144165,1829261.0,2302700,1499364,4133385,7217600,893900,694912,2977242,112943.0,8702056.0,12013630.0,550157.0,158350.0,1395672.0,145136.0,,58500.0,,,432000.0,237370.0
2010-12-27,1969570,906200,333618,74709,43179.0,262465.0,98039,1769485.0,1362800,1685510,4229893,5616236,853300,1446958,3067186,61333.0,3438495.0,8561786.0,480621.0,123252.0,1349146.0,153908.0,,30000.0,,,716500.0,556170.0
2010-12-28,2175053,2155900,395481,101762,19747.0,89168.0,92330,1382700.0,1103100,1314952,2646752,6243428,2016900,919619,3067455,406394.0,10119300.0,23355551.0,497989.0,242128.0,1538514.0,161609.0,,28200.0,,,1359500.0,356780.0
2010-12-29,2726945,1440600,228729,218466,21341.0,468558.0,107087,1211888.0,1379800,1789013,4102812,10437820,1308800,733462,1819875,80088.0,8444182.0,19095131.0,388429.0,116688.0,1434709.0,278652.0,,37700.0,,,976000.0,879500.0
2010-12-30,3044973,2139300,261631,144528,220386.0,119121.0,94181,981673.0,1796300,3619261,3776143,11291000,884900,1090758,3539523,172700.0,5752073.0,15640180.0,899252.0,230619.0,2009684.0,341036.0,,46900.0,,,577500.0,479680.0
2010-12-31,1887831,1474400,463115,138105,170158.0,223181.0,185550,1096196.0,1892100,1946246,2904954,5138755,1559000,1246776,2353991,114722.0,9222315.0,14102100.0,978508.0,200307.0,1034098.0,204648.0,,37300.0,,,879000.0,535600.0
2011-01-03,4518800,2785600,1200086,994430,310364.0,247243.0,143015,2191384.0,1571800,2206230,3274927,20403000,2254600,1365703,4203737,254427.0,11510130.0,25541439.0,607895.0,462756.0,2295011.0,985852.0,,78600.0,,,1507000.0,575790.0
2011-01-04,4004713,2460600,1377438,536623,403844.0,331096.0,362470,4274985.0,3015600,2089115,4814896,15588200,1886000,1722852,4093537,191284.0,26154221.0,42017527.0,1758880.0,291325.0,2880686.0,481999.0,,118000.0,,,2695500.0,785120.0
2011-01-05,7929050,2671800,1108160,937973,1252474.0,774802.0,507696,2853378.0,2016600,2920762,7456555,23165670,2711200,1312338,4137678,404070.0,16700801.0,40481078.0,1582534.0,211681.0,2142085.0,867685.0,,103500.0,,,2013500.0,1283600.0
2011-01-06,11348941,1586400,7841765,476899,631205.0,696769.0,361455,4409207.0,1883900,2811113,4510092,13912630,2108600,1584815,3606697,810840.0,15969280.0,27539619.0,1399668.0,289658.0,2041781.0,286747.0,,60000.0,,,1911000.0,671910.0
2011-01-07,4079358,1709600,836799,213986,382558.0,431148.0,358154,4693465.0,1857100,3349319,6813050,15535750,2688600,1469492,2901965,517972.0,16761760.0,28778590.0,1025713.0,193410.0,1842827.0,522692.0,,83800.0,,,1670500.0,635450.0
2011-01-10,8978050,2022500,1116016,126761,82889.0,352941.0,137492,3859692.0,1421200,2352133,5235080,17291391,2349900,2055391,3095696,160231.0,8429805.0,19202930.0,981415.0,160567.0,1847819.0,282503.0,,69900.0,,,1377500.0,339730.0
2011-01-11,10159068,1481200,706187,297441,55072.0,190569.0,400288,4154853.0,1583800,1762545,5188455,16840500,2052500,1394939,7644020,380437.0,10271750.0,17728990.0,884834.0,131937.0,1796386.0,257548.0,,46900.0,,,907500.0,713410.0
2011-01-12,4721793,1468700,1055334,402598,85152.0,1243177.0,127131,5264003.0,2082900,3343852,8020680,20668600,3365900,1013717,5230502,124404.0,10789630.0,17535580.0,933430.0,160667.0,4319294.0,225571.0,,211200.0,,,1214500.0,805880.0
2011-01-13,6446297,3521600,760108,689097,159369.0,639881.0,226423,3870055.0,2388100,2717686,4098698,10706980,3200800,1168525,3100848,355536.0,14302770.0,30358490.0,800690.0,167459.0,4559239.0,420403.0,,174500.0,,,1549000.0,703820.0
2011-01-14,11610570,1588900,563425,186552,135847.0,1537832.0,131582,2690862.0,2713900,1526295,3713895,7535558,1891400,996896,1751033,227873.0,21226580.0,43195727.0,762206.0,138349.0,2259434.0,296994.0,,154800.0,,,1284500.0,969700.0
2011-01-18,2973533,1570200,592310,175681,292984.0,461835.0,140759,2469927.0,1455600,2751205,5443220,8855264,2188000,903496,3231946,178445.0,11599760.0,16220670.0,717990.0,119154.0,3115621.0,220984.0,,101200.0,,,2340500.0,1006460.0
2011-01-19,3973750,1481300,658280,95064,235079.0,713239.0,170012,1851006.0,2431200,2738493,6244705,13372110,3596700,1319653,5817991,398259.0,11795120.0,21051590.0,811447.0,213491.0,3539198.0,323185.0,,102200.0,,,1176500.0,489930.0
2011-01-20,4758465,1382700,497946,238603,118304.0,645386.0,106181,3500481.0,2107000,2610443,3899339,14580980,2949200,1220703,7882018,219661.0,24362820.0,42432473.0,1708051.0,323945.0,3750893.0,354782.0,,71200.0,,,1352000.0,1693930.0
2011-01-21,5699365,2026000,615689,380333,289766.0,1288655.0,184555,2170353.0,2622900,3749120,5987480,15494550,3631200,997487,5810959,135631.0,19490779.0,27189500.0,1025811.0,253685.0,3345545.0,197260.0,,96600.0,,,1984500.0,838980.0
2011-01-24,3310238,1606100,326695,235287,66446.0,392415.0,150770,1437710.0,1432000,2096461,4668794,11008500,2708900,920739,2217516,297414.0,15127190.0,22919711.0,1337171.0,146535.0,3349021.0,376008.0,,73800.0,,,981500.0,413300.0
2011-01-25,4649985,3471800,782478,240805,387712.0,581686.0,86171,4466087.0,2014200,4647567,7588915,9645613,1946600,712798,9113541,114070.0,22224449.0,24669090.0,1208036.0,165301.0,1833204.0,207810.0,,58900.0,,,1662000.0,997320.0
2011-01-26,5194835,3079500,903420,353450,372505.0,492894.0,167016,5997760.0,2948800,3084431,4621711,11373160,2267800,1136378,3273950,301450.0,20548381.0,21807619.0,1379264.0,139918.0,2339505.0,202817.0,,57400.0,,,711000.0,606800.0
2011-01-27,4026708,1558800,450496,332808,784447.0,783164.0,149014,5493291.0,1774100,2178955,4085845,14853050,2039600,1299595,3084846,322625.0,33046910.0,28289430.0,1232080.0,291295.0,3081700.0,1141999.0,,68700.0,,,1305000.0,777160.0
2011-01-28,8795168,2033800,715511,729564,146798.0,544533.0,257262,3777945.0,2642500,6179263,9053651,26181240,6245000,1748034,6105044,406257.0,28096039.0,32836262.0,3784028.0,122975.0,1788014.0,157481.0,,51300.0,,,1029500.0,382280.0
2011-01-31,5318553,2545100,1781899,876543,512840.0,1441387.0,169734,3533390.0,4713600,5472449,9492651,16662699,2895100,2311927,4385663,176329.0,14670000.0,21967730.0,3422103.0,173694.0,3977945.0,468804.0,,57200.0,,,910500.0,315510.0
2011-02-01,4103400,11127800,869344,322860,377864.0,494089.0,127464,4097988.0,3219200,13699350,6702000,13373900,4180100,2360085,25332750,346999.0,15365940.0,24056320.0,2034695.0,131699.0,2604011.0,298240.0,,79800.0,,,994000.0,371170.0
2011-02-02,4180180,1178100,918815,121864,95099.0,541121.0,202739,2644165.0,2948300,3559146,3868306,15492330,3887700,886035,4568259,636401.0,10085190.0,14848530.0,1462846.0,134848.0,4273937.0,238257.0,,124000.0,,,713000.0,1840220.0
2011-02-03,11960850,1619700,1210249,205034,163180.0,496340.0,257196,2432214.0,1975100,2468383,3234659,13201540,2426500,2254665,3342540,5970207.0,17414641.0,26512689.0,1055387.0,179665.0,4101106.0,439834.0,,74800.0,,,779500.0,721160.0
2011-02-04,11564082,2089400,964774,149678,361619.0,399508.0,144994,3328430.0,4677800,2466362,3211433,16996449,4350000,1060574,2803284,1959847.0,15216140.0,20919391.0,2159519.0,96911.0,2941925.0,320430.0,,84200.0,,,919500.0,146130.0
2011-02-07,5682043,1588800,5469815,359369,262572.0,613928.0,179772,2172964.0,2239400,2454646,3969977,15378970,2538300,1008642,4961027,1141932.0,7179160.0,15839180.0,1369581.0,343777.0,5721072.0,240248.0,,65000.0,,,447500.0,193810.0
2011-02-08,7857612,4656900,2006051,336340,387866.0,519045.0,152515,3326110.0,4653200,2264804,6626550,15603270,3204500,1689173,5203708,746586.0,16227190.0,23349529.0,2170610.0,224894.0,4569374.0,337311.0,,39700.0,,,1214000.0,377790.0
2011-02-09,11100945,15604000,1727879,329279,418733.0,603063.0,680191,2101756.0,2916000,6000760,6906195,18135420,3452900,3501957,10094160,872113.0,10181220.0,25352641.0,1278371.0,154402.0,4003356.0,254034.0,,186400.0,,,508500.0,274610.0
2011-02-10,10825698,8992900,1963322,107647,43461.0,463264.0,94828,7576427.0,3180200,5336527,8774100,16355530,3985900,3600639,9039042,1073222.0,8105118.0,13957450.0,1690073.0,228249.0,3608391.0,176817.0,,236800.0,,,497000.0,360520.0
2011-02-11,4342947,4710200,659751,70015,272324.0,233683.0,123956,3467335.0,2537400,7874500,11145975,18442199,3041400,2642816,7454649,1313032.0,9889307.0,18116551.0,1839691.0,155153.0,2430014.0,155174.0,,187800.0,,,512500.0,552890.0
2011-02-14,6033260,2757100,921586,1468383,528811.0,302358.0,347940,2471384.0,2059100,2878536,6084145,11954100,1892600,2930932,4356989,658397.0,8702449.0,17215971.0,1744138.0,105223.0,1854594.0,155344.0,,156100.0,,,744500.0,287030.0
2011-02-15,5661882,1627000,847907,123406,77723.0,167179.0,250607,3041632.0,5725400,3313852,7463350,9700897,4716500,1839282,4343405,405847.0,10112860.0,16605449.0,1366048.0,85206.0,3236888.0,158699.0,,120000.0,,,799500.0,295420.0
2011-02-16,8589278,2351100,1828851,105441,116147.0,399631.0,202265,4499118.0,3053400,4744658,6310695,15792760,2463900,2273144,3798283,686302.0,12824190.0,19782420.0,2397289.0,134033.0,3134483.0,140371.0,,160400.0,,,806000.0,748510.0
2011-02-17,4518788,1618000,528117,181052,73834.0,297435.0,282584,6705437.0,2855700,2553322,4869687,12753070,1978700,1999230,2192973,496625.0,11332110.0,31664449.0,1642206.0,207379.0,3695987.0,182035.0,,154500.0,,,389500.0,227480.0
2011-02-18,5078415,979900,653368,53080,47471.0,68377.0,97450,3100747.0,1717600,2377475,4807873,11955220,2311600,1744314,3038705,219746.0,15890890.0,50249352.0,2012840.0,84946.0,4690307.0,208221.0,,123800.0,,,1313500.0,758760.0
2011-02-22,8342572,2108900,995612,314217,704355.0,391119.0,269851,3804534.0,3373000,9792777,9527720,18924141,4225700,3030842,5545197,593281.0,16678990.0,46249840.0,4715678.0,191082.0,5286366.0,650152.0,,268000.0,,,2206000.0,909850.0
2011-02-23,6490610,3533700,2105673,185734,281139.0,355287.0,174573,3130304.0,2549100,3414717,9144045,17132100,4131700,2554463,8401986,1243577.0,15692880.0,34711809.0,5812029.0,206195.0,4881622.0,1127822.0,,165100.0,,,4765500.0,719610.0
2011-02-24,5211735,1536000,3448738,134696,145963.0,199964.0,215863,3258166.0,2687900,3894955,7329595,15260890,3115500,1765979,4168192,253146.0,18791221.0,46101102.0,6136465.0,256165.0,3796796.0,350372.0,,78300.0,,,3272500.0,625100.0
2011-02-25,6758985,2077600,526244,83651,96036.0,689082.0,70442,2411039.0,2119500,3161914,6845505,14440400,1822200,1257959,4995618,197312.0,10352840.0,30352660.0,2204079.0,209842.0,3908969.0,319713.0,,126600.0,,,1244000.0,338110.0
2011-02-28,3880520,1873600,597937,83169,133865.0,229051.0,189827,2147634.0,4269500,2240881,5932645,10627070,1543700,1221618,3589785,542435.0,8851010.0,37430699.0,1713026.0,145023.0,2219628.0,164973.0,,108400.0,,,1032500.0,820400.0
2011-03-01,8611865,2356800,1505611,1127312,341864.0,688757.0,221632,5554258.0,4434600,3975392,6772505,9670061,2393000,2060117,7408704,281779.0,17438080.0,31545539.0,2730761.0,169219.0,3145194.0,277143.0,,75400.0,,,1099000.0,892780.0
2011-03-02,5636260,1476900,574829,253715,61986.0,153796.0,140392,4476702.0,3308100,5570146,3934763,14982160,2716600,6256110,3806846,906614.0,15726540.0,36641922.0,3260320.0,192280.0,2714810.0,146435.0,,111700.0,,,894500.0,1659510.0
2011-03-03,10440651,1958100,397043,160572,160665.0,229054.0,181917,3205157.0,4468700,3800393,5058410,12848800,1645500,2167431,4515540,342784.0,16490279.0,31662221.0,2317299.0,174154.0,2989363.0,200717.0,,104900.0,,,725000.0,905870.0
2011-03-04,6452485,5147600,3186294,79711,94109.0,270168.0,109456,5096923.0,3274100,4488087,4020437,12931480,2024500,1099431,6738025,270597.0,17457270.0,38079887.0,3464513.0,120794.0,2765424.0,127627.0,,142800.0,,,582000.0,539700.0
2011-03-07,8519408,5075800,360354,269763,183114.0,355686.0,209529,3328963.0,3751500,3633628,7860020,11761890,3423500,1365854,5557047,272502.0,14070010.0,53340246.0,3250835.0,158036.0,2188995.0,192579.0,,82400.0,,,1362000.0,557180.0
2011-03-08,5549130,2246600,534443,117648,87569.0,263268.0,121654,5151880.0,5082400,2525680,7252850,7303404,1899400,1392139,7543367,206939.0,10730490.0,34850008.0,2495329.0,159391.0,3561358.0,189338.0,,141700.0,,,1124000.0,425920.0
2011-03-09,5586668,1807800,921438,345461,149926.0,799810.0,120971,3836232.0,2334000,2518250,4975878,8538785,1624800,1345459,4339359,679606.0,8736435.0,31505039.0,2142638.0,224734.0,2650305.0,434373.0,,75200.0,,,1210500.0,1065680.0
2011-03-10,8583008,2892900,331033,75240,157271.0,466473.0,141612,4542677.0,4424300,4958615,7810420,14277870,4048400,3494991,8414414,238791.0,15565470.0,40627793.0,3844891.0,221828.0,5470027.0,835701.0,,137400.0,,,4854000.0,3796800.0
2011-03-11,15728888,2034500,350299,809149,165063.0,648741.0,122813,4451675.0,2318500,5955262,6619425,17810410,2269500,1518334,5330310,568646.0,10417500.0,41523512.0,3365691.0,196194.0,3540542.0,239161.0,,198000.0,,,2745500.0,1314470.0
2011-03-14,50689024,6795900,626653,156154,269215.0,710427.0,112257,3624939.0,2534600,4269010,7096435,9977762,3206700,972473,6023556,148331.0,10243570.0,21259721.0,1597908.0,397082.0,3468889.0,732642.0,,87600.0,,,1565000.0,372130.0
2011-03-15,99145977,10626500,768169,274335,566296.0,1126122.0,295847,8320941.0,4511900,15562650,17346420,20876189,5403000,2897130,8289377,400521.0,23465119.0,43264473.0,3371881.0,510692.0,7166503.0,447353.0,,198400.0,,,5849500.0,2700660.0
2011-03-16,60300000,6989000,1174854,892090,445901.0,940623.0,410742,8032919.0,4058600,9231651,14849885,24908490,4733100,2705669,10518210,710127.0,13394010.0,34347230.0,3139634.0,193221.0,6320330.0,339037.0,,148000.0,,,2123500.0,1411400.0
2011-03-17,31079449,5136600,798321,514266,160079.0,382785.0,241972,4045941.0,6693000,7410560,11239816,17685029,4688800,2141613,11613420,2483765.0,9123203.0,21492301.0,1890061.0,438767.0,7535120.0,500944.0,,125600.0,,,2259000.0,310980.0
2011-03-18,35315074,3649900,691382,374483,116020.0,345629.0,169743,7025858.0,2842000,7154440,7537945,17285811,3132000,1471470,5283026,1044261.0,18602100.0,19290990.0,3312470.0,253558.0,5102431.0,176002.0,,211400.0,,,1198500.0,1641490.0
2011-03-21,36014801,2030500,350131,216134,514826.0,697271.0,205968,3813948.0,3252300,3903492,3583380,10741330,2285600,1830995,4669636,418516.0,13743640.0,21792590.0,1597625.0,258802.0,3251036.0,292741.0,,127300.0,,,1244500.0,523200.0
2011-03-22,23574457,2838800,585554,49501,246827.0,269827.0,446638,3230086.0,2706900,2745276,8818740,11219760,3328600,1069571,2893494,368782.0,9558224.0,17485039.0,2065269.0,351276.0,2258613.0,138082.0,,50000.0,,,434500.0,455590.0
2011-03-23,21306602,10365600,741628,1090545,239296.0,323142.0,473340,3387619.0,3557600,5058975,6607960,14500180,3522700,1217488,6536882,389077.0,11542850.0,30856330.0,2006335.0,279219.0,2289755.0,203397.0,,119500.0,,,950000.0,507890.0
2011-03-24,13994032,4062400,619161,280324,189617.0,250103.0,130075,4405462.0,3840500,6996755,8627020,10080220,3162500,1341876,4264776,309833.0,17016551.0,55091199.0,1572845.0,371053.0,2336736.0,266001.0,,74100.0,,,1115000.0,529670.0
2011-03-25,16091149,5732500,351382,319901,99319.0,325275.0,177743,4293548.0,4111600,2762626,4514938,12158790,2096400,958771,2962545,288971.0,13191940.0,33975602.0,1555260.0,277894.0,2861189.0,219806.0,,123900.0,,,1023000.0,330870.0
2011-03-28,8296858,2273100,468596,180461,56615.0,364457.0,150960,3866671.0,5061700,3399400,5426320,11290100,1576600,758052,4194196,142265.0,7663554.0,20888631.0,1530549.0,302847.0,2194094.0,217749.0,,71000.0,,,724500.0,543020.0
2011-03-29,11283922,3902100,630614,216007,93416.0,226234.0,162146,5396271.0,4772500,4689010,4996194,11116490,1102900,1188886,2675941,960836.0,6349737.0,16108140.0,986288.0,330047.0,1897395.0,190189.0,,60600.0,,,756000.0,270770.0
2011-03-30,10360468,3410600,424550,110457,271248.0,600656.0,177763,3680959.0,3028500,3596694,2977168,12267930,2044700,2905776,3745788,129566.0,10756660.0,28573930.0,872057.0,253606.0,1651044.0,296861.0,,52900.0,,,1498500.0,828790.0
2011-03-31,7210908,2131000,878383,229961,128835.0,334420.0,80391,4715364.0,6803400,3549943,3718979,11242220,2493700,1506580,3425683,170104.0,15235890.0,21081650.0,1654021.0,469461.0,3207242.0,245136.0,,292400.0,,,1035000.0,523740.0
2011-04-01,12180612,2115500,3478407,379001,184653.0,270761.0,165541,5889165.0,4389800,7431997,7106975,16073120,2696400,2581484,12370770,224735.0,15739870.0,24877590.0,1877800.0,184586.0,2318726.0,654391.0,,267200.0,,,411500.0,942280.0
2011-04-04,9429582,4505000,664605,163408,39420.0,173104.0,119768,2724009.0,3857400,4006195,5146055,11202630,1308200,1251413,5479937,178446.0,9685075.0,20807301.0,1277355.0,169062.0,2485350.0,220115.0,,167100.0,,,1017000.0,311310.0
2011-04-05,13848930,3942800,1526853,184981,920921.0,473704.0,205801,2746920.0,4287900,3692641,5789075,11900080,1892800,1358586,5730533,152025.0,18334051.0,30149279.0,1229062.0,167132.0,1899044.0,148012.0,,91800.0,,,840500.0,812110.0
2011-04-06,9751899,1752300,3295370,131583,53984.0,700562.0,242638,5600078.0,5257100,3359060,7659815,12435170,1887300,972169,3175964,132738.0,10718690.0,34574328.0,1359850.0,284826.0,2993561.0,344680.0,,86300.0,,,1223000.0,805630.0
2011-04-07,24509399,11435900,1081677,77400,46195.0,696607.0,125852,3905603.0,2960900,3606343,5032610,14042580,3797500,740140,4091848,202597.0,9489975.0,25027061.0,1182359.0,354303.0,1804051.0,1027443.0,,85100.0,,,1049000.0,1584690.0
2011-04-08,13110012,12277200,548072,137722,70164.0,203786.0,111860,3294191.0,3135100,3178141,2869417,11345190,2387900,756878,3202135,142456.0,13129840.0,43208488.0,1567394.0,169687.0,2121256.0,272580.0,,258100.0,,,743500.0,493360.0
2011-04-11,10508151,10717700,391144,163435,137761.0,163272.0,114388,2904898.0,2915900,3415984,7951605,8454225,2158800,786983,3223816,128007.0,10114500.0,78124898.0,1812618.0,240936.0,1537237.0,363040.0,,353900.0,,,1033000.0,1131470.0
2011-04-12,7830328,11353700,707937,457701,45662.0,267230.0,112474,3192631.0,4030900,4216714,6011310,18672260,2607900,2162171,3500583,699611.0,14950520.0,68362570.0,2267716.0,177881.0,4520953.0,467128.0,,255900.0,,,1769500.0,515580.0
2011-04-13,6662168,10417900,1118208,213594,29377.0,150308.0,66382,3046398.0,3230500,3387830,6606125,19280520,3339900,1335415,3199143,204583.0,13888850.0,40671688.0,1738958.0,144257.0,1671070.0,157450.0,,51000.0,,,1530000.0,218520.0
2011-04-14,9161510,17180200,1379463,50254,98122.0,194496.0,95506,3698832.0,2530000,5645844,3816007,11838690,3467600,1851216,2969415,128919.0,14174210.0,46551141.0,1232918.0,263289.0,2446190.0,200107.0,,59300.0,,,2100000.0,598900.0
