,SPY,QQQ,IWM,IJH,VTI,VUG,EFA,EEM,VEA,VWO,XLF,XLK,XLE,XLI,XLY,XLP,XLV,XLU,XLB,XLRE,XLC,SMH,XBI,KRE,XRT,IYT,TLT,IEF,SHY,LQD,HYG,TIP,MUB,AGG,EMB,UUP,FXE,FXY,VNQ,DBC
2003-01-02,91.3,25.55,78.05,88.42,85.05,,101.3899,,,,22.8101,15.6,22.83,21.26,23.98,20.35,27.32,19.65,20.37,,,22.0307,,,,,87.9,85.74,82.18,108.97,,,,,,,,,,
2003-01-03,91.38,25.71,78.1094,88.35,85.28,,101.6899,,,,22.9,15.7,22.9,21.25,23.82,20.42,27.61,20.0,20.32,,,22.4746,,,,,86.54,84.93,82.01,107.94,,,,,,,,,,
2003-01-06,93.49,26.59,79.22,89.74,87.05,,102.9699,,,,23.6,16.46,23.07,21.56,23.92,20.46,27.9,20.7,20.77,,,23.7232,,,,,86.29,84.8,81.98,107.89,,,,,,,,,,
2003-01-07,93.37,26.93,78.9,89.39,86.88,,101.3399,,,,23.5801,16.67,22.75,21.44,24.0,20.41,27.84,20.7,20.74,,,24.1394,,,,,86.75,85.04,82.06,108.42,,,,,,,,,,
2003-01-08,92.4,26.97,78.03,88.28,85.9,,100.0399,,,,23.33,16.35,22.2,21.22,23.91,20.37,27.55,20.5,20.5,,,23.307,,,,,87.14,85.3,82.14,108.75,,,,,,,,,,
2003-01-09,93.18,26.98,79.06,88.8,86.68,,100.8399,,,,23.56,16.59,22.39,21.29,24.28,20.42,27.65,20.52,20.41,,,23.6585,,,,,86.17,84.62,82.04,108.0,,,,,,,,,,
2003-01-10,93.64,27.26,79.25,89.24,87.0,,101.1999,,,,23.68,16.7,22.35,21.36,24.45,20.45,27.58,20.4,20.6,,,23.9545,,,,,85.92,84.61,82.06,108.2,,,,,,,,,,
2003-01-13,93.86,27.47,79.63,89.53,87.45,,101.6699,,,,23.9999,16.9,22.17,21.3,24.62,20.54,27.67,20.55,20.72,,,24.4539,,,,,85.87,84.46,82.06,108.25,,,,,,,,,,
2003-01-14,93.83,27.32,79.45,88.69,86.95,,101.7399,,,,23.7501,16.73,22.19,21.25,24.39,20.52,27.55,19.95,20.58,,,23.9822,,,,,86.28,84.69,82.11,108.7,,,,,,,,,,
2003-01-15,93.57,27.353,79.4,88.39,86.75,,101.0799,,,,23.8,16.78,22.26,21.35,24.28,20.48,27.5,19.95,20.47,,,23.6307,,,,,86.7,85.04,82.17,108.25,,,,,,,,,,
2003-01-16,92.93,26.98,79.5,89.1,86.6,,101.1399,,,,23.54,16.45,22.53,21.15,24.24,20.65,27.43,20.08,20.48,,,23.0111,,,,,86.6,84.8,82.14,108.04,,,,,,,,,,
2003-01-17,92.3,25.94,78.97,87.5,85.13,,100.4999,,,,23.2801,15.64,22.42,20.82,23.95,20.68,27.24,19.99,20.42,,,21.6422,,,,,87.24,85.22,82.22,108.3,,,,,,,,,,
2003-01-21,90.92,25.55,77.54,86.74,84.85,,99.0999,,,,23.26,15.4,21.97,20.8,23.72,20.68,27.2,19.9,20.22,,,21.3463,,,,,87.45,85.4,82.23,108.38,,,,,,,,,,
2003-01-22,89.8,25.53,76.35,85.49,84.57,,97.6899,,,,22.7,15.38,21.82,20.15,23.2,20.47,27.08,19.4,19.83,,,21.2261,,,,,87.9,85.75,82.28,108.65,,,,,,,,,,
2003-01-23,89.38,25.84,76.54,85.74,83.34,,98.4999,,,,22.72,15.4,21.77,20.17,23.29,20.22,26.96,19.59,19.9,,,21.6422,,,,,87.7,85.71,82.27,108.75,,,,,,,,,,
2003-01-24,88.68,25.5313,76.0,85.04,82.75,,97.6499,,,,22.46,15.23,21.72,19.95,23.2,20.0,26.83,19.39,19.83,,,21.3185,,,,,88.44,86.03,82.3,109.36,,,,,,,,,,
2003-01-27,86.8,25.03,74.61,83.62,80.92,,95.0499,,,,21.94,14.83,21.16,19.6,22.68,19.55,25.95,19.04,19.19,,,20.7914,,,,,88.04,85.69,82.27,109.05,,,,,,,,,,
2003-01-28,86.4,25.05,74.45,83.22,80.72,,94.5299,,,,21.8299,14.83,21.09,19.65,22.6,19.45,26.19,18.83,19.03,,,20.7914,,,,,87.78,85.5,82.25,108.78,,,,,,,,,,
2003-01-29,87.18,25.45,74.8,83.85,81.46,,94.8499,,,,21.94,15.0,21.81,19.8,22.83,19.3,26.53,18.95,19.16,,,21.3,,,,,87.88,85.53,82.27,108.9,,,,,,,,,,
2003-01-30,86.88,25.42,74.81,83.83,81.1,,94.8899,,,,21.9,15.09,22.0,19.65,22.69,19.15,26.45,18.97,18.99,,,21.263,,,,,87.9,85.51,82.27,108.68,,,,,,,,,,
2003-01-31,86.21,24.76,74.24,83.73,80.6,,95.1799,,,,21.75,14.54,21.78,19.68,22.47,19.26,26.46,18.7,18.99,,,20.0977,,,,,88.21,85.62,82.28,108.85,,,,,,,,,,
2003-02-03,86.81,24.796,74.48,83.95,81.2,,96.3399,,,,21.93,14.7,22.0,19.77,22.66,19.38,26.63,18.84,19.03,,,20.2087,,,,,87.91,85.3,82.11,108.52,,,,,,,,,,
2003-02-04,85.75,24.3,74.0,82.75,81.0,,95.1899,,,,21.3,14.4,22.23,19.48,22.05,19.34,26.04,18.71,18.85,,,19.8572,,,,,88.4,85.42,82.18,108.8,,,,,,,,,,
2003-02-05,86.54,24.86,74.0,83.8,80.85,,96.4299,,,,21.6,14.74,22.29,19.76,22.37,19.48,26.45,18.69,19.11,,,20.5231,,,,,88.7,85.41,82.2,108.79,,,,,,,,,,
2003-02-06,84.89,24.35,73.22,82.74,79.5,,94.3599,,,,21.05,14.42,22.0,19.55,22.08,19.18,25.92,18.46,18.8,,,19.885,,,,,88.26,85.43,82.21,108.78,,,,,,,,,,
2003-02-07,84.99,24.45,73.2,82.25,79.4,,94.3499,,,,21.0599,14.42,22.0,19.45,22.2,19.21,26.05,18.3,18.74,,,19.6723,,,,,88.52,85.49,82.26,109.01,,,,,,,,,,
2003-02-10,84.13,24.25,72.12,81.25,78.55,,93.2199,,,,20.82,14.25,21.92,19.3,21.8,19.05,25.97,18.1,18.63,,,19.552,,,,,88.4,85.48,82.25,108.9,,,,,,,,,,
2003-02-11,84.88,24.61,72.45,81.96,79.1,,94.2399,,,,21.0199,14.4,22.14,19.37,22.07,19.16,26.18,18.19,18.67,,,19.8387,,,,,87.91,85.35,82.23,108.66,,,,,,,,,,
2003-02-12,83.62,24.33,71.88,81.16,78.07,,93.7199,,,,20.71,14.25,21.8,19.02,21.68,18.89,25.67,17.75,18.44,,,19.7832,,,,,88.13,85.69,82.3,108.94,,,,,,,,,,
2003-02-13,82.66,23.98,70.8906,79.55,77.05,,94.0399,,,,20.5,14.06,21.42,18.86,21.43,18.87,25.26,17.55,18.44,,,19.4595,,,,,89.18,86.26,82.38,109.25,,,,,,,,,,
2003-02-14,84.2,24.5,71.59,80.22,78.08,,95.1599,,,,20.88,14.44,21.58,19.01,21.82,19.05,25.4,17.58,18.57,,,20.3659,,,,,88.37,85.9,82.33,108.95,,,,,,,,,,
2003-02-18,85.8,25.34,72.75,81.85,79.87,,96.1999,,,,21.33,14.95,21.91,19.45,22.38,19.3,26.0,17.9,18.86,,,21.263,,,,,87.98,85.7,82.27,108.84,,,,,,,,,,
2003-02-19,85.47,25.24,72.55,81.7,79.72,,95.3399,,,,21.1899,14.92,21.97,19.4,22.3,19.2,25.99,17.94,18.9,,,21.4943,,,,,88.7,86.06,82.33,109.31,,,,,,,,,,
2003-02-20,85.42,25.27,71.97,81.35,79.62,,94.8999,,,,21.24,14.89,22.07,19.45,22.2,19.04,25.95,18.0,18.66,,,21.5035,,,,,88.9,86.35,82.36,109.68,,,,,,,,,,
2003-02-21,85.74,25.37,72.81,82.19,79.95,,94.7399,,,,21.31,14.86,22.32,19.5,22.22,19.07,25.99,18.17,18.71,,,21.485,,,,,88.72,86.29,82.36,109.75,,,,,,,,,,
2003-02-24,85.0,25.212,72.194,81.85,79.45,,94.1499,,,,21.1,14.72,22.58,19.4,22.2,18.9,25.8,18.1,18.71,,,21.5498,,,,,88.9,86.37,82.35,109.72,,,,,,,,,,
2003-02-25,84.49,24.95,72.05,81.34,78.99,,92.5499,,,,20.91,14.59,22.83,19.15,22.0,18.9,25.62,18.1,18.21,,,21.2076,,,,,89.65,86.76,82.42,109.99,,,,,,,,,,
2003-02-26,84.53,24.94,71.9,81.17,78.82,,91.5499,,,,20.8499,14.57,22.58,19.25,21.94,18.89,25.96,18.0,18.46,,,21.3,,,,,89.75,86.78,82.41,110.0,,,,,,,,,,
2003-02-27,84.75,24.92,72.3,81.43,79.15,,91.7699,,,,21.0599,14.49,22.58,19.24,22.06,18.86,26.0,17.94,18.45,,,21.1983,,,,,89.99,86.83,82.41,110.49,,,,,,,,,,
2003-02-28,85.23,25.22,72.54,82.07,79.51,,92.7499,,,,21.25,14.57,22.58,19.4,22.31,18.91,26.07,17.93,18.5,,,21.8272,,,,,90.54,87.15,82.45,110.78,,,,,,,,,,
2003-03-03,85.78,25.48,72.75,82.43,80.1,,93.9399,,,,21.3,14.7,22.6,19.4,22.41,18.88,26.32,18.09,18.57,,,22.0954,,,,,90.45,87.08,82.37,110.87,,,,,,,,,,
2003-03-04,84.01,24.77,71.65,81.05,78.32,,92.4999,,,,20.8899,14.29,22.56,19.1,22.0,18.58,25.82,17.94,18.27,,,21.1521,,,,,90.45,87.24,82.41,110.84,,,,,,,,,,
2003-03-05,83.54,24.78,71.27,80.23,78.0,,92.2899,,,,20.82,14.27,22.58,18.95,21.56,18.39,25.88,17.9,17.94,,,21.3093,,,,,90.63,87.44,82.48,110.9,,,,,,,,,,
2003-03-06,83.52,24.68,70.86,79.65,77.78,,91.3299,,,,20.8,14.22,22.65,18.83,21.67,18.3,25.81,17.98,17.86,,,21.2168,,,,,90.68,87.39,82.47,110.9,,,,,,,,,,
2003-03-07,83.99,24.95,70.84,80.14,77.99,,90.4899,,,,20.75,14.15,22.67,18.95,21.68,18.17,26.07,18.05,17.77,,,20.8561,,,,,90.79,87.73,82.58,110.96,,,,,,,,,,
2003-03-10,82.86,24.457,70.14,79.39,77.18,,88.5499,,,,20.57,13.98,22.68,18.9,21.57,18.13,25.87,17.94,17.64,,,20.6711,,,,,91.03,87.82,82.63,111.06,,,,,,,,,,
2003-03-11,82.0,24.24,69.8,78.64,76.71,,88.2199,,,,20.14,13.88,22.58,18.49,21.41,18.2,25.45,17.78,17.57,,,20.6064,,,,,91.16,87.86,82.6,110.98,,,,,,,,,,
2003-03-12,81.1,24.24,69.08,77.34,75.77,,86.9899,,,,19.6601,13.85,21.9,18.22,20.98,18.18,25.3,17.7,17.25,,,20.9023,,,,,91.36,87.69,82.54,110.85,,,,,,,,,,
2003-03-13,83.91,25.65,70.84,79.55,78.34,,89.3199,,,,20.49,14.59,22.04,18.79,22.08,18.54,25.66,17.94,18.02,,,22.5856,,,,,90.39,87.08,82.39,109.98,,,,,,,,,,
2003-03-14,84.77,25.98,71.26,80.13,79.12,,90.2799,,,,20.79,14.8,21.97,19.1,22.35,18.71,25.77,18.04,18.32,,,22.7984,,,,,90.12,86.93,82.38,109.94,,,,,,,,,,
2003-03-17,86.95,26.8,72.683,81.99,81.18,,92.1599,,,,21.31,15.29,22.22,19.71,23.2,19.07,26.28,18.32,18.73,,,23.7528,,,,,90.52,87.1,82.45,110.09,,,,,,,,,,
2003-03-18,87.35,26.97,73.44,82.45,81.55,,92.3899,,,,21.44,15.39,22.5,19.9,23.28,19.08,26.47,18.54,19.18,,,23.7417,,,,,89.2,86.35,82.29,109.62,,,,,,,,,,
2003-03-19,88.16,27.76,73.46,82.85,82.04,,93.0999,,,,21.65,15.39,22.62,20.02,23.4,19.22,26.89,18.68,19.11,,,23.8157,,,,,88.07,85.7,82.2,108.73,,,,,,,,,,
2003-03-20,88.59,27.14,73.99,83.39,82.5,,93.5299,,,,21.81,15.47,22.85,20.1,23.6,19.27,26.82,18.7,19.09,,,24.1857,,,,,87.95,85.7,82.25,108.79,,,,,,,,,,
2003-03-21,89.88,27.38,75.0,84.77,84.06,,96.1899,,,,22.18,15.61,22.66,20.58,24.28,19.49,27.42,18.74,19.66,,,24.5094,,,,,87.05,85.13,82.15,108.35,,,,,,,,,,
2003-03-24,88.14,26.6,73.94,83.43,82.42,,93.7499,,,,21.65,15.2,22.52,20.05,23.58,19.1,26.94,18.6,19.35,,,23.7232,,,,,87.6,85.48,82.23,108.69,,,,,,,,,,
2003-03-25,88.26,26.76,74.25,83.43,82.55,,93.5399,,,,21.6601,15.2,22.52,20.08,23.67,19.1,27.24,18.69,19.13,,,23.603,,,,,87.82,85.65,82.27,108.8,,,,,,,,,,
2003-03-26,87.85,26.77,74.1,83.2,82.3,,94.3899,,,,21.54,15.15,22.4,19.97,23.61,19.05,27.08,18.74,18.99,,,23.5845,,,,,87.65,85.6,82.3,109.19,,,,,,,,,,
2003-03-27,87.66,26.65,73.74,83.27,82.05,,93.3699,,,,21.46,15.08,22.65,19.85,23.55,19.07,27.11,18.6,18.72,,,23.2238,,,,,87.87,85.88,82.37,109.44,,,,,,,,,,
2003-03-28,87.28,26.43,73.89,83.19,81.75,,92.7999,,,,21.33,14.99,22.81,19.75,23.4,18.95,27.16,18.59,18.68,,,23.1036,,,,,88.08,86.05,82.43,109.992,,,,,,,,,,
2003-03-31,86.59,25.73,73.31,82.76,80.47,,91.3699,,,,21.1,14.55,22.55,19.48,23.1,18.7,27.02,18.64,18.48,,,22.1249,,,,,88.93,86.59,82.53,110.25,,,,,,,,,,
2003-04-01,86.39,25.67,73.35,82.86,80.7,,92.0099,,,,21.35,14.6,22.78,19.64,23.03,18.57,27.09,18.58,18.58,,,21.8735,,,,,88.79,86.27,82.4,110.14,,,,,,,,,,
2003-04-02,88.77,26.56,75.2,84.65,82.91,,93.7099,,,,22.0399,15.17,22.69,20.14,23.78,18.98,27.6,18.84,19.02,,,23.1591,,,,,87.7,85.72,82.3,109.81,,,,,,,,,,
2003-04-03,88.99,26.85,75.4,84.61,83.05,,93.7399,,,,22.1,15.31,22.72,20.35,23.92,18.98,27.57,18.7,19.02,,,23.5753,,,,,87.58,85.78,82.35,110.09,,,,,,,,,,
2003-04-04,88.59,26.6,75.31,84.26,82.74,,94.5399,,,,22.05,15.15,22.43,20.2,23.89,18.86,27.62,18.75,18.96,,,23.1905,,,,,87.3,85.76,82.38,109.83,,,,,,,,,,
2003-04-07,90.85,27.2,76.44,85.65,84.8,,96.8499,,,,22.72,15.5,22.6,20.67,24.64,19.22,28.04,19.15,19.5,,,24.5186,,,,,86.86,85.35,82.25,109.52,,,,,,,,,,
2003-04-08,88.65,26.29,75.0,83.55,82.65,,95.6399,,,,22.18,15.0,22.08,20.3,24.21,19.0,27.4,18.84,19.05,,,22.9001,,,,,87.59,85.67,82.33,109.74,,,,,,,,,,
2003-04-09,89.1,26.28,75.6,83.89,83.2,,96.1199,,,,22.36,14.93,22.18,20.3,24.23,19.2,27.56,18.83,19.03,,,22.4376,,,,,87.86,85.98,82.38,110.09,,,,,,,,,,
2003-04-10,87.63,25.77,74.56,82.67,81.73,,95.1999,,,,21.94,14.58,22.24,20.05,24.08,18.92,26.94,18.7,18.69,,,22.0936,,,,,87.85,85.99,82.37,110.0,,,,,,,,,,
2003-04-11,88.7,26.168,74.99,83.6,82.74,,95.1199,100.1199,,,22.32,14.85,22.21,20.23,24.4,19.08,27.23,18.87,18.93,,,22.5671,,,,,87.32,85.62,82.27,109.58,,,,,,,,,,
2003-04-14,89.0,26.14,75.25,83.87,83.09,,95.6499,100.9998,,,22.49,14.79,22.28,20.28,24.44,19.25,27.22,18.9,18.99,,,22.3267,,,,,87.11,85.48,82.18,109.49,,,,,,,,,,
2003-04-15,89.78,26.46,75.99,84.33,83.62,,96.9599,102.4998,,,22.8101,14.88,22.24,20.46,24.65,19.36,27.25,19.95,19.31,,,22.7151,,,,,87.53,85.64,82.25,110.008,,,,,,,,,,
2003-04-16,90.06,26.83,76.65,84.9,83.99,,96.9499,103.7997,,,23.07,15.2,22.19,20.55,24.85,19.14,27.2,19.27,19.39,,,24.0072,,,,,87.9,85.79,82.25,110.3,,,,,,,,,,
2003-04-17,89.72,26.98,76.55,84.76,83.85,,97.7599,104.1498,,,22.84,15.25,22.31,20.5,24.76,19.1,26.74,19.25,19.33,,,24.6389,,,,,88.4,85.96,82.28,110.61,,,,,,,,,,
2003-04-21,90.16,27.106,76.87,85.09,84.24,,97.5899,104.2497,,,22.91,15.32,22.43,20.58,24.81,19.15,27.04,19.39,19.45,,,24.8608,,,,,87.83,85.49,82.21,110.38,,,,,,,,,,
2003-04-22,91.56,27.46,78.15,86.72,85.5,,98.8699,104.4297,,,23.47,15.48,22.7,20.95,25.32,19.3,27.31,19.61,19.69,,,25.4805,,,,,88.26,85.82,82.27,110.85,,,,,,,,,,
2003-04-23,92.35,27.75,78.84,87.39,86.29,,99.8599,104.9199,,,23.7,15.75,22.75,21.13,25.52,19.31,27.6,19.65,19.91,,,25.6932,,,,,88.01,85.59,82.27,111.05,,,,,,,,,,
2003-04-24,92.08,27.75,78.7,87.14,85.98,,98.9999,104.0997,,,23.6,15.73,22.7,21.0,25.28,19.2,27.75,20.0,20.0,,,25.388,,,,,88.99,86.13,82.37,111.8,,,,,,,,,,
2003-04-25,91.47,27.42,78.25,86.64,85.5,,97.3699,101.4099,,,23.2,15.53,22.4,20.91,25.09,19.1,27.7,19.98,19.75,,,24.6944,,,,,89.1,86.23,82.43,111.89,,,,,,,,,,
2003-04-28,92.19,27.63,78.92,87.4,86.13,,98.9899,102.8199,,,23.4,15.72,22.56,21.22,25.38,19.22,27.57,20.1,19.84,,,24.7406,,,,,89.09,86.35,82.44,111.73,,,,,,,,,,
2003-04-29,92.8,28.06,79.55,88.06,86.71,,99.9799,105.7998,,,23.5299,15.94,22.34,21.35,25.65,19.33,27.73,20.24,20.02,,,25.3418,,,,,88.77,85.94,82.38,111.67,,,,,,,,,,
2003-04-30,92.57,27.79,79.9,88.19,86.6,,100.2899,105.5898,,,23.48,15.79,22.2,21.4,25.52,19.24,27.8,20.16,20.19,,,24.8331,,,,,89.52,86.41,82.52,112.28,,,,,,,,,,
2003-05-01,92.73,27.87,79.85,88.0,86.37,,100.4999,105.5697,,,23.4501,15.84,22.32,21.4,25.39,19.11,27.88,20.0,19.98,,,24.7499,,,,,89.6,86.44,82.46,112.38,,,,,,,,,,
2003-05-02,93.47,28.29,81.35,89.38,87.49,,101.3899,106.6497,,,23.97,16.09,22.68,21.49,25.45,19.25,28.19,19.9,20.17,,,25.2493,,,,,89.07,86.14,82.41,112.09,,,,,,,,,,
2003-05-05,93.78,28.71,81.84,89.96,87.93,,102.3699,107.8197,,,23.93,16.29,22.77,21.48,25.4,19.27,28.37,20.09,20.23,,,26.0891,,,,,88.87,85.99,82.36,111.95,,,,,,,,,,
2003-05-06,94.38,28.9,82.57,90.37,88.34,,104.5799,108.4797,,,23.98,16.5,22.85,21.56,25.81,19.3,28.28,20.15,20.34,,,26.2944,,,,,89.4,86.46,82.47,112.855,,,,,,,,,,
2003-05-07,94.14,28.69,82.39,90.23,88.31,,103.4499,108.1698,,,23.9,16.37,22.97,21.5,25.8,19.43,28.22,20.0,20.24,,,25.9337,,,,,90.33,87.15,82.49,113.35,,,,,,,,,,
2003-05-08,93.33,28.19,81.76,89.6,87.53,,102.3999,107.5599,,,23.65,16.1,23.05,21.28,25.64,19.3,28.07,19.92,20.14,,,25.2493,,,,,90.9,87.57,82.5,113.89,,,,,,,,,,
2003-05-09,93.8,28.48,82.48,90.14,87.96,,103.1299,108.5397,,,23.5801,16.32,23.1,21.45,25.67,19.49,28.19,20.1,20.28,,,25.8875,,,,,90.62,87.3,82.47,113.45,,,,,,,,,,
2003-05-12,95.12,28.96,83.45,91.28,89.28,,104.0399,109.9698,,,23.9,16.63,23.3,21.65,26.21,19.7,28.54,20.24,20.59,,,26.7568,,,,,91.19,87.81,82.52,113.99,,,,,,,,,,
2003-05-13,95.18,28.99,83.98,91.52,89.36,,104.0499,109.5798,,,23.94,16.63,23.54,21.7,26.24,19.62,28.68,20.22,20.54,,,26.4331,,,,,91.37,87.73,82.47,113.53,,,,,,,,,,
2003-05-14,95.24,28.97,84.09,91.5,89.49,,104.4499,109.3497,,,23.94,16.69,23.52,21.62,26.1,19.63,28.66,20.3,20.46,,,26.3592,,,,,92.98,88.29,82.56,114.18,,,,,,,,,,
2003-05-15,95.33,28.98,84.4,91.64,89.45,,104.2699,109.0197,,,23.98,16.75,23.6,21.72,26.0,19.54,28.74,20.67,20.43,,,26.3129,,,,,93.57,88.3,82.52,114.25,,,,,,,,,,
2003-05-16,95.45,28.94,84.73,91.59,89.49,,105.2299,109.4997,,,24.14,16.65,23.68,21.71,25.94,19.58,28.82,21.04,20.44,,,26.0817,,,,,93.76,88.61,82.6,114.73,,,,,,,,,,
2003-05-19,94.42,28.68,83.19,90.64,88.8,,104.1399,108.3999,,,23.9999,16.4,23.56,21.6,25.95,19.3,28.4,20.94,20.28,,,25.6192,,,,,94.24,88.92,82.67,114.9,,,,,,,,,,
2003-05-20,93.03,27.96,82.11,89.76,87.45,,103.4899,107.1597,,,23.55,16.12,23.4,21.29,25.6,19.42,27.8,20.9,20.1,,,24.8978,,,,,94.78,89.16,82.71,114.9,,,,,,,,,,
2003-05-21,92.88,27.75,82.1,89.7,87.36,,102.5599,107.1498,,,23.54,16.0,24.0,21.16,25.3,19.51,27.56,20.84,20.09,,,26.0817,,,,,95.66,89.36,82.69,114.99,,,,,,,,,,
2003-05-22,94.05,28.32,82.91,90.78,88.4,,104.3499,108.0897,,,23.65,16.18,24.01,21.3,25.82,19.8,27.96,21.17,20.23,,,25.155,,,,,95.7,89.3,82.67,115.37,,,,,,,,,,
2003-05-23,93.98,28.25,83.65,91.23,88.5,,104.3699,109.4598,,,23.64,16.2,24.21,21.4,25.67,19.76,27.87,22.09,20.24,,,25.4343,,,,,96.21,89.5,82.67,115.8,,,,,,,,,,
2003-05-27,95.84,29.22,85.39,92.89,90.21,,105.2899,113.1798,,,24.1,16.63,24.64,21.8,26.2,19.88,28.14,22.32,20.63,,,26.4516,,,,,95.71,89.35,82.68,115.64,,,,,,,,,,
2003-05-28,96.47,29.4,86.35,93.48,90.79,,105.9399,113.7597,,,24.48,16.78,24.62,22.18,26.44,19.98,28.23,22.42,20.65,,,26.9603,,,,,94.14,88.97,82.69,115.17,,,,,,,,,,
2003-05-29,96.82,29.8,86.97,93.9,91.05,,106.8599,113.9799,,,24.45,17.02,24.42,21.84,26.61,20.09,28.34,22.39,20.65,,,27.8112,,,,,94.8,89.39,82.73,115.73,,,,,,,,,,
2003-05-30,97.09,29.87,88.15,95.0,91.45,,106.8999,115.0698,,,24.6001,17.03,24.57,21.99,26.77,20.14,28.18,22.15,20.69,,,27.9315,,,,,94.74,89.36,82.69,115.58,,,,,,,,,,
2003-06-02,98.45,30.2,89.45,96.55,92.8,,108.3799,117.1998,,,25.1499,17.26,24.87,22.41,27.37,20.24,28.41,22.35,21.12,,,28.1627,,,,,93.88,88.76,82.57,114.83,,,,,,,,,,
2003-06-03,97.84,29.88,88.77,95.52,92.21,,107.5999,115.9998,,,24.97,17.03,24.79,22.31,27.06,20.22,28.29,22.38,20.94,,,27.7465,,,,,94.58,89.44,82.73,115.47,,,,,,,,,,
2003-06-04,99.35,30.58,90.25,97.07,93.68,,108.5399,116.5098,,,25.35,17.44,25.0,22.57,27.43,20.44,28.71,22.63,21.27,,,28.6714,,,,,94.71,89.63,82.78,115.74,,,,,,,,,,
2003-06-05,99.65,30.68,91.45,97.65,94.08,,109.4399,116.9199,,,25.53,17.39,24.9,22.64,27.64,20.47,28.93,22.65,21.31,,,28.7361,,,,,95.38,89.82,82.8,116.0,,,,,,,,,,
2003-06-06,101.4,31.47,93.08,99.5,95.73,,110.8799,118.8999,,,25.9599,17.85,25.13,23.07,28.01,20.55,29.76,22.7,21.55,,,30.0309,,,,,94.15,89.19,82.7,115.61,,,,,,,,,,
2003-06-09,99.1,30.22,90.4,96.65,93.4,,109.8899,117.8598,,,25.2,17.26,24.77,22.77,27.33,20.39,29.19,22.23,21.14,,,28.0609,,,,,94.88,89.68,82.8,116.16,,,,,,,,,,
2003-06-10,99.26,30.2,90.19,96.49,93.4,,110.0599,117.8997,,,25.12,17.24,24.9,22.71,27.29,20.42,29.11,22.25,21.11,,,27.9684,,,,,95.93,90.2,82.89,116.7,,,,,,,,,,
2003-06-11,100.39,30.64,91.05,97.79,94.65,,111.9999,118.0899,,,25.53,17.43,25.61,23.13,27.65,20.51,29.52,22.39,21.24,,,27.6965,,,,,96.6,90.37,82.88,116.95,,,,,,,,,,
2003-06-12,100.9,30.75,91.61,98.35,95.1,,112.4399,118.8897,,,25.72,17.52,25.8,23.29,27.85,20.6,29.8,22.62,21.4,,,27.7927,,,,,96.73,90.48,82.92,117.15,,,,,,,,,,
2003-06-13,100.75,30.73,91.39,98.35,94.99,,112.3899,118.9497,,,25.5801,17.46,25.3,23.21,27.85,20.58,29.63,22.69,21.4,,,27.5245,,,,,97.28,90.76,82.98,117.7,,,,,,,,,,
2003-06-16,101.7,30.9,91.24,98.4,95.7,,113.2999,120.1398,,,26.0,17.45,25.0,23.4,28.1,20.77,30.26,22.75,21.55,,,27.0713,,,,,97.66,90.8,82.94,117.96,,,,,,,,,,
2003-06-17,102.18,31.11,91.7,98.76,96.15,,113.7899,122.6997,,,26.25,17.62,24.94,23.59,28.26,20.8,31.11,22.95,21.67,,,27.1915,,,,,96.0313,90.02,82.8,117.04,,,,,,,,,,
2003-06-18,102.14,31.225,91.53,98.46,96.14,,113.5799,122.8398,,,25.89,17.82,24.76,23.45,28.1,20.72,31.0,22.77,21.64,,,27.5985,,,,,95.06,89.5,82.8,116.44,,,,,,,,,,
2003-06-19,101.73,31.24,91.84,98.55,95.85,,112.3099,123.3498,,,25.72,17.9,24.85,23.4,27.9,20.68,30.8,22.95,21.57,,,27.7835,,,,,94.48,89.38,82.87,116.13,,,,,,,,,,
2003-06-20,100.5,30.78,90.4,97.44,94.87,,112.5899,122.6997,,,25.26,17.7,24.65,23.1,27.52,20.43,30.33,22.81,21.29,,,27.3025,,,,,94.05,89.17,82.84,115.8,,,,,,,,,,
2003-06-23,99.66,30.371,89.7,96.64,93.79,,111.3299,121.7496,,,25.0,17.48,24.48,23.0,27.27,20.24,30.1,22.52,21.07,,,26.7199,,,,,94.43,89.59,82.88,115.97,,,,,,,,,,
2003-06-24,99.09,30.13,88.231,96.07,93.28,,109.8799,118.6497,,,24.87,17.25,24.49,22.74,27.28,20.45,29.92,22.33,20.85,,,26.0817,,,,,95.18,89.91,82.95,116.25,,,,,,,,,,
2003-06-25,99.44,30.18,89.04,96.91,93.64,,110.3899,119.9796,,,25.06,17.32,24.78,22.75,27.25,20.47,29.95,22.4,20.89,,,26.3314,,,,,95.49,90.16,83.04,116.83,,,,,,,,,,
2003-06-26,98.98,30.28,89.94,96.88,93.36,,109.7699,120.5997,,,24.89,17.3,24.52,22.61,27.11,20.25,29.99,22.32,20.95,,,26.4516,,,,,93.25,88.86,82.76,115.22,,,,,,,,,,
2003-06-27,99.19,30.57,90.89,97.52,93.66,,109.3899,120.7497,,,24.95,17.42,24.4,22.65,27.27,20.36,30.0,22.32,20.98,,,26.7291,,,,,92.55,88.5,82.65,114.87,,,,,,,,,,
2003-06-30,98.67,30.34,90.31,97.24,93.3,,109.5299,120.3198,,,24.78,17.34,24.33,22.5,27.27,20.26,29.65,22.3,20.83,,,27.2378,,,,,92.52,88.492,82.72,114.63,,,,,,,,,,
