,ACWI
2017-07-27,57.0412
2017-07-28,56.9819
2017-07-31,57.0497
2017-08-01,57.2362
2017-08-02,57.2702
2017-08-03,57.1515
2017-08-04,57.2617
2017-08-07,57.3126
2017-08-08,57.1515
2017-08-09,57.0836
2017-08-10,56.2526
2017-08-11,56.2611
2017-08-14,56.7614
2017-08-15,56.6851
2017-08-16,56.9479
2017-08-17,56.2018
2017-08-18,56.2526
2017-08-21,56.3035
2017-08-22,56.7614
2017-08-23,56.6681
2017-08-24,56.6342
2017-08-25,56.8547
2017-08-28,56.8038
2017-08-29,56.7614
2017-08-30,56.931
2017-08-31,57.2786
2017-09-01,57.4143
2017-09-05,56.9734
2017-09-06,57.2362
2017-09-07,57.4567
2017-09-08,57.3974
2017-09-11,57.9231
2017-09-12,58.1605
2017-09-13,58.0079
2017-09-14,58.0333
2017-09-15,58.1435
2017-09-18,58.2538
2017-09-19,58.3725
2017-09-20,58.3979
2017-09-21,58.2368
2017-09-22,58.2453
2017-09-25,57.9994
2017-09-26,57.8807
2017-09-27,57.9655
2017-09-28,58.0333
2017-09-29,58.3555
2017-10-02,58.4234
2017-10-03,58.6523
2017-10-04,58.6947
2017-10-05,58.9237
2017-10-06,58.8473
2017-10-09,58.7371
2017-10-10,59.0678
2017-10-11,59.2204
2017-10-12,59.212
2017-10-13,59.3561
2017-10-16,59.4155
2017-10-17,59.3561
2017-10-18,59.4494
2017-10-19,59.3985
2017-10-20,59.6274
2017-10-23,59.3391
2017-10-24,59.3731
2017-10-25,59.1611
2017-10-26,59.1441
2017-10-27,59.5172
2017-10-30,59.4239
2017-10-31,59.6105
2017-11-01,59.7122
2017-11-02,59.797
2017-11-03,59.8564
2017-11-06,60.026
2017-11-07,59.9497
2017-11-08,60.0684
2017-11-09,59.7801
2017-11-10,59.6783
2017-11-13,59.5935
2017-11-14,59.4748
2017-11-15,59.178
2017-11-16,59.7716
2017-11-17,59.6783
2017-11-20,59.797
2017-11-21,60.2549
2017-11-22,60.3312
2017-11-24,60.5008
2017-11-27,60.2804
2017-11-28,60.7552
2017-11-29,60.5263
2017-11-30,60.8146
2017-12-01,60.6619
2017-12-04,60.5093
2017-12-05,60.3312
2017-12-06,60.2125
2017-12-07,60.3736
2017-12-08,60.7213
2017-12-11,60.9502
2017-12-12,60.9502
2017-12-13,61.0944
2017-12-14,60.7807
2017-12-15,61.0266
2017-12-18,61.5862
2017-12-19,61.3885
2017-12-20,61.3457
2017-12-21,61.5511
2017-12-22,61.6196
2017-12-26,61.5511
2017-12-27,61.6196
2017-12-28,61.7565
2017-12-29,61.6966
2018-01-02,62.2786
2018-01-03,62.5952
2018-01-04,63.0317
2018-01-05,63.4425
2018-01-08,63.5024
2018-01-09,63.5794
2018-01-10,63.4339
2018-01-11,63.8704
2018-01-12,64.3582
2018-01-16,64.247
2018-01-17,64.7519
2018-01-18,64.6663
2018-01-19,64.9744
2018-01-22,65.4451
2018-01-23,65.6505
2018-01-24,65.7104
2018-01-25,65.6505
2018-01-26,66.3609
2018-01-29,65.7875
2018-01-30,65.1456
2018-01-31,65.2141
2018-02-01,65.1713
2018-02-02,63.7506
2018-02-05,61.2173
2018-02-06,62.5182
2018-02-07,61.7907
2018-02-08,59.7624
2018-02-09,60.4557
2018-02-12,61.2944
2018-02-13,61.4056
2018-02-14,62.4497
2018-02-15,63.1515
2018-02-16,63.22
2018-02-20,62.6894
2018-02-21,62.4155
2018-02-22,62.5439
2018-02-23,63.3227
2018-02-26,63.9988
2018-02-27,63.0231
2018-02-28,62.2957
2018-03-01,61.5169
2018-03-02,61.7993
2018-03-05,62.2871
2018-03-06,62.6123
2018-03-07,62.5695
2018-03-08,62.8006
2018-03-09,63.6137
2018-03-12,63.6393
2018-03-13,63.2114
2018-03-14,63.083
2018-03-15,63.0574
2018-03-16,63.0317
2018-03-19,62.3641
2018-03-20,62.4497
2018-03-21,62.5096
2018-03-22,61.0291
2018-03-23,59.9849
2018-03-26,61.3885
2018-03-27,60.507
2018-03-28,60.5498
2018-03-29,61.3628
2018-04-02,60.1304
2018-04-03,60.7723
2018-04-04,61.2002
2018-04-05,61.6367
2018-04-06,60.6097
2018-04-09,60.9264
2018-04-10,61.8763
2018-04-11,61.6025
2018-04-12,61.9448
2018-04-13,61.8079
2018-04-16,62.1074
2018-04-17,62.561
2018-04-18,62.7664
2018-04-19,62.5011
2018-04-20,62.0133
2018-04-23,61.9277
2018-04-24,61.3372
2018-04-25,61.3457
2018-04-26,61.8421
2018-04-27,61.9705
2018-04-30,61.611
2018-05-01,61.5426
2018-05-02,61.2858
2018-05-03,61.2944
2018-05-04,61.8079
2018-05-07,61.9106
2018-05-08,61.9362
2018-05-09,62.2957
2018-05-10,62.929
2018-05-11,63.0659
2018-05-14,63.1601
2018-05-15,62.6123
2018-05-16,62.8948
2018-05-17,62.8177
2018-05-18,62.6038
2018-05-21,63.006
2018-05-22,62.9376
2018-05-23,62.8092
2018-05-24,62.5781
2018-05-25,62.3984
2018-05-29,61.4484
2018-05-30,62.2529
2018-05-31,61.902
2018-06-01,62.5439
2018-06-04,62.9119
2018-06-05,62.8434
2018-06-06,63.4425
2018-06-07,63.1601
2018-06-08,63.2884
2018-06-11,63.4938
2018-06-12,63.4083
2018-06-13,63.2799
2018-06-14,63.2628
2018-06-15,63.0146
2018-06-18,62.7407
2018-06-19,62.3098
2018-06-20,62.4569
2018-06-21,61.9896
2018-06-22,62.3184
2018-06-25,61.4358
2018-06-26,61.5224
2018-06-27,60.9253
2018-06-28,61.2455
2018-06-29,61.5397
2018-07-02,61.358
2018-07-03,61.3061
2018-07-05,61.7474
2018-07-06,62.1973
2018-07-09,62.803
2018-07-10,62.9328
2018-07-11,62.1887
2018-07-12,62.7771
2018-07-13,62.8722
2018-07-16,62.7857
2018-07-17,63.028
2018-07-18,63.0626
2018-07-19,62.7684
2018-07-20,62.9847
2018-07-23,62.9847
2018-07-24,63.3049
2018-07-25,63.9279
2018-07-26,63.6597
2018-07-27,63.4693
2018-07-30,63.2616
2018-07-31,63.426
2018-08-01,63.2876
2018-08-02,63.253
2018-08-03,63.4866
2018-08-06,63.4779
2018-08-07,63.7721
2018-08-08,63.7808
2018-08-09,63.6164
2018-08-10,62.8636
2018-08-13,62.4915
2018-08-14,62.7771
2018-08-15,62.0329
2018-08-16,62.5002
2018-08-17,62.7857
2018-08-20,63.0193
2018-08-21,63.3135
2018-08-22,63.4087
2018-08-23,63.1059
2018-08-24,63.5904
2018-08-27,64.2048
2018-08-28,64.2394
2018-08-29,64.6201
2018-08-30,64.0663
2018-08-31,63.8673
2018-09-04,63.5126
2018-09-05,63.1664
2018-09-06,62.9415
2018-09-07,62.6819
2018-09-10,62.7857
2018-09-11,62.9761
2018-09-12,63.0972
2018-09-13,63.5299
2018-09-14,63.5818
2018-09-17,63.3741
2018-09-18,63.8241
2018-09-19,63.9885
2018-09-20,64.5942
2018-09-21,64.6288
2018-09-24,64.3259
2018-09-25,64.4557
2018-09-26,64.4125
2018-09-27,64.4125
2018-09-28,64.2567
2018-10-01,64.4384
2018-10-02,64.2221
2018-10-03,64.1788
2018-10-04,63.4952
2018-10-05,63.1232
2018-10-08,63.0193
2018-10-09,62.8982
2018-10-10,61.0724
2018-10-11,60.0427
2018-10-12,60.7696
2018-10-15,60.4408
2018-10-16,61.6608
2018-10-17,61.4964
2018-10-18,60.51
2018-10-19,60.6311
2018-10-22,60.4754
2018-10-23,60.0081
2018-10-24,58.3468
2018-10-25,59.1774
2018-10-26,58.3814
2018-10-29,58.0006
2018-10-30,58.8313
2018-10-31,59.4803
2018-11-01,60.311
2018-11-02,60.1985
2018-11-05,60.3802
2018-11-06,60.6398
2018-11-07,61.7474
2018-11-08,61.2455
2018-11-09,60.7263
2018-11-12,59.6101
2018-11-13,59.6966
2018-11-14,59.4803
2018-11-15,60.0514
2018-11-16,60.2071
2018-11-19,59.2986
2018-11-20,58.217
2018-11-21,58.7534
2018-11-23,58.3641
2018-11-26,59.2207
2018-11-27,59.2899
2018-11-28,60.4927
2018-11-29,60.2417
2018-11-30,60.4235
2018-12-03,61.2022
2018-12-04,59.4889
2018-12-06,59.2294
2018-12-07,58.0958
2018-12-10,57.9228
2018-12-11,58.0006
2018-12-12,58.615
2018-12-13,58.5631
2018-12-14,57.6199
2018-12-17,56.746
2018-12-18,56.718
2018-12-19,55.9321
2018-12-20,55.4431
2018-12-21,54.3952
2018-12-24,53.4258
2018-12-26,55.3994
2018-12-27,55.6614
2018-12-28,55.7959
2018-12-31,56.0668
2019-01-02,56.0494
2019-01-03,55.0969
2019-01-04,56.8533
2019-01-07,57.2029
2019-01-08,57.6223
2019-01-09,58.1554
2019-01-10,58.4263
2019-01-11,58.2165
2019-01-14,57.8845
2019-01-15,58.4088
2019-01-16,58.5748
2019-01-17,59.003
2019-01-18,59.6235
2019-01-22,58.837
2019-01-23,58.9855
2019-01-24,59.0904
2019-01-25,59.7458
2019-01-28,59.3351
2019-01-29,59.3438
2019-01-30,60.1827
2019-01-31,60.576
2019-02-01,60.5061
2019-02-04,60.8556
2019-02-05,61.2139
2019-02-06,60.9779
2019-02-07,60.34
2019-02-08,60.3225
2019-02-11,60.2439
2019-02-12,60.9867
2019-02-13,61.0216
2019-02-14,60.9867
2019-02-15,61.6159
2019-02-19,61.8256
2019-02-20,61.9916
2019-02-21,61.8431
2019-02-22,62.2188
2019-02-25,62.3761
2019-02-26,62.4198
2019-02-27,62.2887
2019-02-28,62.0703
2019-03-01,62.4023
2019-03-04,62.2188
2019-03-05,62.2276
2019-03-06,61.9217
2019-03-07,61.275
2019-03-08,61.1178
2019-03-11,61.9304
2019-03-12,62.1664
2019-03-13,62.5247
2019-03-14,62.4635
2019-03-15,62.9703
2019-03-18,63.3199
2019-03-19,63.3723
2019-03-20,63.215
2019-03-21,63.6607
2019-03-22,62.3412
2019-03-25,62.3324
2019-03-26,62.7606
2019-03-27,62.4722
2019-03-28,62.6557
2019-03-29,63.049
2019-04-01,63.818
2019-04-02,63.7918
2019-04-03,64.0889
2019-04-04,64.185
2019-04-05,64.4297
2019-04-08,64.5083
2019-04-09,64.1675
2019-04-10,64.4384
2019-04-11,64.2374
2019-04-12,64.6918
2019-04-15,64.6656
2019-04-16,64.7355
2019-04-17,64.7617
2019-04-18,64.7792
2019-04-22,64.7705
2019-04-23,65.12
2019-04-24,64.7617
2019-04-25,64.7443
2019-04-26,64.989
2019-04-29,65.1462
2019-04-30,65.2074
2019-05-01,64.7617
2019-05-02,64.6132
2019-05-03,65.2948
2019-05-06,64.753
2019-05-07,63.6519
2019-05-08,63.617
2019-05-09,63.2937
2019-05-10,63.6869
2019-05-13,62.0877
2019-05-14,62.6645
2019-05-15,62.9179
2019-05-16,63.3898
2019-05-17,62.9092
2019-05-20,62.5247
2019-05-21,63.0927
2019-05-22,62.8393
2019-05-23,62.1314
2019-05-24,62.4722
2019-05-28,61.9392
2019-05-29,61.5809
2019-05-30,61.8518
2019-05-31,61.2488
2019-06-03,61.3624
2019-06-04,62.3586
2019-06-05,62.5771
2019-06-06,62.9092
2019-06-07,63.5733
2019-06-10,63.8442
2019-06-11,64.0277
2019-06-12,63.6607
2019-06-13,63.8792
2019-06-14,63.5995
2019-06-17,63.6579
2019-06-18,64.4809
2019-06-19,64.6932
2019-06-20,65.4277
2019-06-21,65.2507
2019-06-24,65.1799
2019-06-25,64.6578
2019-06-26,64.7021
2019-06-27,64.9498
2019-06-28,65.2241
2019-07-01,65.7374
2019-07-02,65.8967
2019-07-03,66.3125
2019-07-05,66.0028
2019-07-08,65.6577
2019-07-09,65.6223
2019-07-10,65.9586
2019-07-11,66.0382
2019-07-12,66.2329
2019-07-15,66.286
2019-07-16,66.0382
2019-07-17,65.7462
2019-07-18,66.0559
2019-07-19,65.6754
2019-07-22,65.8347
2019-07-23,66.1975
2019-07-24,66.4099
2019-07-25,65.9143
2019-07-26,66.2418
2019-07-29,66.1975
2019-07-30,65.879
2019-07-31,65.2684
2019-08-01,64.7375
2019-08-02,64.1623
2019-08-05,62.2687
2019-08-06,62.9766
2019-08-07,63.1978
2019-08-08,64.1269
2019-08-09,63.6933
2019-08-12,62.9766
2019-08-13,63.8968
2019-08-14,62.074
2019-08-15,62.189
2019-08-16,63.0385
2019-08-19,63.5694
2019-08-20,63.2332
2019-08-21,63.7553
2019-08-22,63.6579
2019-08-23,62.3306
2019-08-26,62.9058
2019-08-27,62.7376
2019-08-28,62.9943
2019-08-29,63.7022
2019-08-30,63.826
2019-09-03,63.4809
2019-09-04,64.3304
2019-09-05,65.0295
2019-09-06,65.118
2019-09-09,65.1976
2019-09-10,65.2064
2019-09-11,65.7108
2019-09-12,65.994
2019-09-13,66.0648
2019-09-16,65.7905
2019-09-17,65.8967
2019-09-18,65.8613
2019-09-19,65.932
2019-09-20,65.6843
2019-09-23,65.5958
2019-09-24,65.2064
2019-09-25,65.3834
2019-09-26,65.3126
2019-09-27,64.9498
2019-09-30,65.2595
2019-10-01,64.5074
2019-10-02,63.4278
2019-10-03,63.9588
2019-10-04,64.6313
2019-10-07,64.3747
2019-10-08,63.5252
2019-10-09,64.0738
2019-10-10,64.5782
2019-10-11,65.4542
2019-10-14,65.2772
2019-10-15,65.932
2019-10-16,65.9497
2019-10-17,66.109
2019-10-18,65.8878
2019-10-21,66.3656
2019-10-22,66.1533
2019-10-23,66.3922
2019-10-24,66.5426
2019-10-25,66.7284
2019-10-28,67.1266
2019-10-29,67.047
2019-10-30,67.2063
2019-10-31,67.047
2019-11-01,67.7283
2019-11-04,68.0204
2019-11-05,68.038
2019-11-06,68.0027
2019-11-07,68.2858
2019-11-08,68.2858
2019-11-11,68.1265
2019-11-12,68.0823
2019-11-13,68.0204
2019-11-14,68.0292
2019-11-15,68.4805
2019-11-18,68.5424
2019-11-19,68.4628
2019-11-20,68.1708
2019-11-21,68.1442
2019-11-22,68.2062
2019-11-25,68.7283
2019-11-26,68.7813
2019-11-27,69.038
2019-11-29,68.6132
2019-12-02,68.1708
2019-12-03,67.8257
2019-12-04,68.2947
2019-12-05,68.3655
2019-12-06,68.9052
2019-12-09,68.684
2019-12-10,68.6398
2019-12-11,68.9672
2019-12-12,69.5777
2019-12-13,69.799
2019-12-16,70.3121
2019-12-17,70.3032
2019-12-18,70.3479
2019-12-19,70.5091
2019-12-20,70.6345
2019-12-23,70.7957
2019-12-24,70.8136
2019-12-26,71.1987
2019-12-27,71.2435
2019-12-30,70.8136
2019-12-31,70.9748
2020-01-02,71.7092
2020-01-03,71.0913
2020-01-06,71.2525
2020-01-07,71.0734
2020-01-08,71.4226
2020-01-09,71.8257
2020-01-10,71.6644
2020-01-13,72.2018
2020-01-14,72.1391
2020-01-15,72.0943
2020-01-16,72.6227
2020-01-17,72.8197
2020-01-21,72.4257
2020-01-22,72.4794
2020-01-23,72.4884
2020-01-24,71.8883
2020-01-27,70.5539
2020-01-28,71.2167
2020-01-29,71.2077
2020-01-30,71.2077
2020-01-31,69.9539
2020-02-03,70.4285
2020-02-04,71.6376
2020-02-05,72.3182
2020-02-06,72.4615
2020-02-07,71.9869
2020-02-10,72.3451
2020-02-11,72.7123
2020-02-12,73.1959
2020-02-13,72.8645
2020-02-14,72.9362
2020-02-18,72.6496
2020-02-19,72.9541
2020-02-20,72.5332
2020-02-21,71.9689
2020-02-24,69.4971
2020-02-25,67.7149
2020-02-26,67.7776
2020-02-27,65.4043
2020-02-28,64.7147
2020-03-02,66.8552
2020-03-03,65.261
2020-03-04,67.9388
2020-03-05,65.8611
2020-03-06,64.6879
2020-03-09,59.8159
2020-03-10,62.5653
2020-03-11,59.3323
2020-03-12,53.5021
2020-03-13,57.3351
2020-03-16,50.9049
2020-03-17,54.0842
2020-03-18,50.8332
2020-03-19,51.1556
2020-03-20,49.5346
2020-03-23,48.657
2020-03-24,52.6154
2020-03-25,54.0573
2020-03-26,56.9053
2020-03-27,55.2395
2020-03-30,56.4575
2020-03-31,56.0365
2020-04-01,53.4662
2020-04-02,54.5409
2020-04-03,53.7259
2020-04-06,57.0396
2020-04-07,57.1023
2020-04-08,58.4815
2020-04-09,59.3323
2020-04-13,58.8576
2020-04-14,60.3712
2020-04-15,58.8666
2020-04-16,59.1173
2020-04-17,60.7294
2020-04-20,59.8428
2020-04-21,58.0068
2020-04-22,59.3681
2020-04-23,59.3054
2020-04-24,59.9144
2020-04-27,60.8906
2020-04-28,60.8996
2020-04-29,62.5116
2020-04-30,61.5444
2020-05-01,59.9234
2020-05-04,60.1204
2020-05-05,60.5413
2020-05-06,60.2189
2020-05-07,61.016
2020-05-08,62.028
2020-05-11,62.0907
2020-05-12,61.0428
2020-05-13,60.2368
2020-05-14,60.613
2020-05-15,60.6667
2020-05-18,62.7265
2020-05-19,62.0907
2020-05-20,63.1296
2020-05-21,62.5743
2020-05-22,62.5026
2020-05-26,63.6759
2020-05-27,64.4729
2020-05-28,64.5267
2020-05-29,64.6789
2020-06-01,65.5028
2020-06-02,66.2193
2020-06-03,67.303
2020-06-04,66.9358
2020-06-05,68.4672
2020-06-08,69.2643
2020-06-09,68.6553
2020-06-10,68.4672
2020-06-11,64.6162
2020-06-12,65.5476
2020-06-15,65.9938
2020-06-16,67.0866
2020-06-17,67.0505
2020-06-18,66.9692
2020-06-19,66.5899
2020-06-22,67.2582
2020-06-23,67.5743
2020-06-24,65.9848
2020-06-25,66.6892
2020-06-26,65.3977
2020-06-29,66.1473
2020-06-30,66.5808
2020-07-01,67.0776
2020-07-02,67.7008
2020-07-06,69.0013
2020-07-07,68.1975
2020-07-08,68.902
2020-07-09,68.4775
2020-07-10,69.0284
2020-07-13,68.4233
2020-07-14,69.2722
2020-07-15,69.9586
2020-07-16,69.5342
2020-07-17,69.778
2020-07-20,70.3922
2020-07-21,70.6089
2020-07-22,70.8347
2020-07-23,70.1032
2020-07-24,69.6877
2020-07-27,70.4644
2020-07-28,69.9857
2020-07-29,70.8167
2020-07-30,70.356
2020-07-31,70.1483
2020-08-03,70.8889
2020-08-04,71.2592
2020-08-05,71.7469
2020-08-06,71.9998
2020-08-07,71.6747
2020-08-10,71.8553
2020-08-11,71.6024
2020-08-12,72.7313
2020-08-13,72.5778
2020-08-14,72.4152
2020-08-17,72.9391
2020-08-18,73.0204
2020-08-19,72.623
2020-08-20,72.6952
2020-08-21,72.8126
2020-08-24,73.5893
2020-08-25,73.8784
2020-08-26,74.4835
2020-08-27,74.2577
2020-08-28,74.8267
2020-08-31,74.3751
2020-09-01,75.0163
2020-09-02,75.8743
2020-09-03,73.5623
2020-09-04,73.201
2020-09-08,71.485
2020-09-09,72.8849
2020-09-10,71.8101
2020-09-11,72.072
2020-09-14,72.9571
2020-09-15,73.4448
2020-09-16,73.2461
2020-09-17,72.8488
2020-09-18,72.1624
2020-09-21,71.1689
2020-09-22,71.5031
2020-09-23,70.1754
2020-09-24,70.2115
2020-09-25,70.9792
2020-09-28,72.1082
2020-09-29,71.8553
2020-09-30,72.1804
2020-10-01,72.7223
2020-10-02,72.1714
2020-10-05,73.3636
2020-10-06,72.5778
2020-10-07,73.5713
2020-10-08,74.1674
2020-10-09,74.7996
2020-10-12,75.6756
2020-10-13,75.1699
2020-10-14,74.8086
2020-10-15,74.4203
2020-10-16,74.4654
2020-10-19,73.7339
2020-10-20,74.0861
2020-10-21,73.9055
2020-10-22,74.1403
2020-10-23,74.4564
2020-10-26,73.201
2020-10-27,72.9571
2020-10-28,70.627
2020-10-29,71.1869
2020-10-30,70.5728
2020-11-02,71.3495
2020-11-03,72.6591
2020-11-04,74.1945
2020-11-05,75.7027
2020-11-06,75.8021
2020-11-09,76.9039
2020-11-10,76.8407
2020-11-11,77.482
2020-11-12,76.642
2020-11-13,77.6716
2020-11-16,78.629
2020-11-17,78.4393
2020-11-18,77.78
2020-11-19,78.1774
2020-11-20,77.9877
2020-11-23,78.2767
2020-11-24,79.4418
2020-11-25,79.3605
2020-11-27,79.8482
2020-11-30,78.8728
2020-12-01,79.9927
2020-12-02,80.1553
2020-12-03,80.2908
2020-12-04,80.9952
2020-12-07,80.8056
2020-12-08,81.0856
2020-12-09,80.5166
2020-12-10,80.7333
2020-12-11,80.5256
2020-12-14,80.2853
2020-12-15,81.3047
2020-12-16,81.5049
2020-12-17,82.0874
2020-12-18,81.7143
2020-12-21,81.1955
2020-12-22,81.059
2020-12-23,81.4412
2020-12-24,81.5413
2020-12-28,82.0783
2020-12-29,82.2422
2020-12-30,82.5152
2020-12-31,82.5698
2021-01-04,82.1147
2021-01-05,82.9612
2021-01-06,83.4254
2021-01-07,84.2991
2021-01-08,85.0455
2021-01-11,84.2991
2021-01-12,84.5995
2021-01-13,84.6541
2021-01-14,84.7815
2021-01-15,83.8896
2021-01-19,84.6723
2021-01-20,85.7281
2021-01-21,85.7463
2021-01-22,85.3458
2021-01-25,85.628
2021-01-26,85.364
2021-01-27,83.2615
2021-01-28,83.9624
2021-01-29,82.315
2021-02-01,83.7166
2021-02-02,84.7815
2021-02-03,84.9271
2021-02-04,85.5096
2021-02-05,86.0011
2021-02-08,86.6473
2021-02-09,86.8203
2021-02-10,86.8385
2021-02-11,87.2663
2021-02-12,87.6849
2021-02-16,87.8488
2021-02-17,87.6758
2021-02-18,87.066
2021-02-19,87.2207
2021-02-22,86.3197
2021-02-23,86.3834
2021-02-24,86.8749
2021-02-25,84.9544
2021-02-26,84.199
2021-03-01,86.1377
2021-03-02,85.5825
2021-03-03,84.645
2021-03-04,83.4345
2021-03-05,84.6086
2021-03-08,83.8623
2021-03-09,85.2912
2021-03-10,85.6735
2021-03-11,86.7839
2021-03-12,86.62
2021-03-15,87.0842
2021-03-16,87.0751
2021-03-17,87.33
2021-03-18,86.1559
2021-03-19,86.2196
2021-03-22,86.6564
2021-03-23,85.6735
2021-03-24,84.9635
2021-03-25,85.3458
2021-03-26,86.7657
2021-03-29,86.5654
2021-03-30,86.4289
2021-03-31,86.6018
2021-04-01,87.7304
2021-04-05,88.7043
2021-04-06,88.6042
2021-04-07,88.4586
2021-04-08,89.0047
2021-04-09,89.4051
2021-04-12,89.1594
2021-04-13,89.5781
2021-04-14,89.5235
2021-04-15,90.3699
2021-04-16,90.7249
2021-04-19,90.3517
2021-04-20,89.3869
2021-04-21,90.1788
2021-04-22,89.6327
2021-04-23,90.6065
2021-04-26,90.7977
2021-04-27,90.7613
2021-04-28,90.9069
2021-04-29,91.1253
2021-04-30,90.2789
2021-05-03,90.6339
2021-05-04,89.7783
2021-05-05,90.106
2021-05-06,90.7522
2021-05-07,91.5713
2021-05-10,90.6703
2021-05-11,89.9239
2021-05-12,88.0672
2021-05-13,88.7771
2021-05-14,90.1788
2021-05-17,90.0422
2021-05-18,89.7965
2021-05-19,89.3778
2021-05-20,90.4063
2021-05-21,90.3062
2021-05-24,91.0161
2021-05-25,91.0161
2021-05-26,91.2346
2021-05-27,91.3347
2021-05-28,91.6077
2021-06-01,91.9081
2021-06-02,92.0082
2021-06-03,91.5258
2021-06-04,92.3723
2021-06-07,92.3996
2021-06-08,92.3541
2021-06-09,92.1174
2021-06-10,92.5794
2021-06-11,92.7536
2021-06-14,92.992
2021-06-15,92.8086
2021-06-16,92.2128
2021-06-17,92.0386
2021-06-18,90.8193
2021-06-21,91.8919
2021-06-22,92.2678
2021-06-23,92.0936
2021-06-24,92.7445
2021-06-25,93.1203
2021-06-28,93.0928
2021-06-29,93.1295
2021-06-30,92.7628
2021-07-01,93.1478
2021-07-02,93.5787
2021-07-06,93.1845
2021-07-07,93.3862
2021-07-08,92.3594
2021-07-09,93.5787
2021-07-12,93.8537
2021-07-13,93.5328
2021-07-14,93.6612
2021-07-15,93.267
2021-07-16,92.5611
2021-07-19,91.1585
2021-07-20,92.1669
2021-07-21,93.1386
2021-07-22,93.2945
2021-07-23,93.8812
2021-07-26,93.8262
2021-07-27,93.1936
2021-07-28,93.6245
2021-07-29,94.1379
2021-07-30,93.6062
2021-08-02,93.652
2021-08-03,94.3212
2021-08-04,94.1287
2021-08-05,94.5321
2021-08-06,94.3762
2021-08-09,94.422
2021-08-10,94.5412
2021-08-11,94.8346
2021-08-12,94.8804
2021-08-13,95.1188
2021-08-16,94.9904
2021-08-17,94.1104
2021-08-18,93.4687
2021-08-19,92.9736
2021-08-20,93.5237
2021-08-23,94.4679
2021-08-24,94.8987
2021-08-25,95.0179
2021-08-26,94.4129
2021-08-27,95.3204
2021-08-30,95.5771
2021-08-31,95.6413
2021-09-01,96.0355
2021-09-02,96.3013
2021-09-03,96.5213
2021-09-07,96.3747
2021-09-08,95.8613
2021-09-09,95.6046
2021-09-10,95.0454
2021-09-13,95.3938
2021-09-14,94.8254
2021-09-15,95.3938
2021-09-16,95.1463
2021-09-17,94.202
2021-09-20,92.5428
2021-09-21,92.7628
2021-09-22,93.6153
2021-09-23,94.6421
2021-09-24,94.3762
2021-09-27,94.2754
2021-09-28,92.4144
2021-09-29,92.2586
2021-09-30,91.5986
2021-10-01,92.3686
2021-10-04,91.2319
2021-10-05,92.0202
2021-10-06,92.0936
2021-10-07,93.102
2021-10-08,93.0011
2021-10-11,92.4511
2021-10-12,92.3319
2021-10-13,93.0286
2021-10-14,94.2295
2021-10-15,94.9996
2021-10-18,95.0546
2021-10-19,95.8613
2021-10-20,96.1455
2021-10-21,96.1638
2021-10-22,96.173
2021-10-25,96.503
2021-10-26,96.448
2021-10-27,95.9713
2021-10-28,96.8055
2021-10-29,96.5397
2021-11-01,97.0255
2021-11-02,97.0805
2021-11-03,97.7039
2021-11-04,97.9147
2021-11-05,98.1073
2021-11-08,98.2906
2021-11-09,98.0431
2021-11-10,97.1539
2021-11-11,97.4747
2021-11-12,98.1531
2021-11-15,98.0981
2021-11-16,98.2998
2021-11-17,98.0248
2021-11-18,98.0523
2021-11-19,97.7039
2021-11-22,97.1172
2021-11-23,97.0897
2021-11-24,97.1264
2021-11-26,94.7612
2021-11-29,95.6138
2021-11-30,94.312
2021-12-01,93.267
2021-12-02,94.6146
2021-12-03,93.8078
2021-12-06,94.7521
2021-12-07,96.8055
2021-12-08,97.0805
2021-12-09,96.3105
2021-12-10,96.833
2021-12-13,95.8676
2021-12-14,95.3492
2021-12-15,96.534
2021-12-16,96.0712
2021-12-17,95.1271
2021-12-20,94.2292
2021-12-21,95.7658
2021-12-22,96.6636
2021-12-23,97.2838
2021-12-27,98.3483
2021-12-28,98.2465
2021-12-29,98.2557
2021-12-30,98.1362
2021-12-31,97.9788
2022-01-03,98.4975
2022-01-04,98.4141
2022-01-05,96.8117
2022-01-06,96.6079
2022-01-07,96.5894
2022-01-10,96.3115
2022-01-11,97.4601
2022-01-12,98.0529
2022-01-13,96.7376
2022-01-14,96.7654
2022-01-18,95.0889
2022-01-19,94.5146
2022-01-20,93.7736
2022-01-21,92.1804
2022-01-24,92.0322
2022-01-25,91.106
2022-01-26,90.6521
2022-01-27,90.189
2022-01-28,91.6339
2022-01-31,93.5235
2022-02-01,94.246
2022-02-02,94.848
2022-02-03,93.0326
2022-02-04,93.4494
2022-02-07,93.2641
2022-02-08,93.9866
2022-02-09,95.4686
2022-02-10,94.0885
2022-02-11,92.3008
2022-02-14,91.9581
2022-02-15,93.5698
2022-02-16,93.7828
2022-02-17,91.9674
2022-02-18,91.282
2022-02-22,90.226
2022-02-23,88.9478
2022-02-24,89.3183
2022-02-25,91.3005
2022-02-28,90.6614
2022-03-01,89.1238
2022-03-02,90.402
2022-03-03,89.485
2022-03-04,88.1605
2022-03-07,85.4188
2022-03-08,85.3169
2022-03-09,87.9012
2022-03-10,87.2065
2022-03-11,86.0023
2022-03-14,85.4466
2022-03-15,86.7804
2022-03-16,89.7166
2022-03-17,90.6336
2022-03-18,91.6339
2022-03-21,91.3098
2022-03-22,92.412
2022-03-23,91.3746
2022-03-24,92.4305
2022-03-25,92.6065
