,ACWI
2012-11-21,35.0649
2012-11-23,35.6111
2012-11-26,35.5352
2012-11-27,35.338
2012-11-28,35.5808
2012-11-29,35.8159
2012-11-30,35.8008
2012-12-03,35.7477
2012-12-04,35.7552
2012-12-05,35.9297
2012-12-06,36.0284
2012-12-07,36.0891
2012-12-10,36.1649
2012-12-11,36.3546
2012-12-12,36.4304
2012-12-13,36.2256
2012-12-14,36.2332
2012-12-17,36.4987
2012-12-18,36.8711
2012-12-19,36.7332
2012-12-20,37.032
2012-12-21,36.7102
2012-12-24,36.6183
2012-12-26,36.5186
2012-12-27,36.5646
2012-12-28,36.2888
2012-12-31,36.8405
2013-01-02,37.576
2013-01-03,37.4151
2013-01-04,37.576
2013-01-07,37.4228
2013-01-08,37.2389
2013-01-09,37.3692
2013-01-10,37.7676
2013-01-11,37.7523
2013-01-14,37.7599
2013-01-15,37.7301
2013-01-16,37.6833
2013-01-17,37.9438
2013-01-18,37.9975
2013-01-22,38.0971
2013-01-23,38.0434
2013-01-24,38.1124
2013-01-25,38.3499
2013-01-28,38.2197
2013-01-29,38.4649
2013-01-30,38.3423
2013-01-31,38.2273
2013-02-01,38.5722
2013-02-04,38.0281
2013-02-05,38.281
2013-02-06,38.304
2013-02-07,38.1507
2013-02-08,38.3576
2013-02-11,38.2963
2013-02-12,38.4419
2013-02-13,38.5262
2013-02-14,38.4496
2013-02-15,38.3883
2013-02-19,38.6718
2013-02-20,38.2657
2013-02-21,37.9132
2013-02-22,38.281
2013-02-25,37.5684
2013-02-26,37.7906
2013-02-27,38.2427
2013-02-28,38.189
2013-03-01,38.2273
2013-03-04,38.3116
2013-03-05,38.6641
2013-03-06,38.7637
2013-03-07,38.871
2013-03-08,39.0012
2013-03-11,39.0932
2013-03-12,38.9093
2013-03-13,38.8863
2013-03-14,39.1009
2013-03-15,39.0855
2013-03-18,38.7484
2013-03-19,38.6181
2013-03-20,38.8863
2013-03-21,38.4649
2013-03-22,38.7714
2013-03-25,38.5492
2013-03-26,38.802
2013-03-27,38.756
2013-03-28,38.8863
2013-04-01,38.6028
2013-04-02,38.8633
2013-04-03,38.5338
2013-04-04,38.6871
2013-04-05,38.5415
2013-04-08,38.7024
2013-04-09,38.8786
2013-04-10,39.3844
2013-04-11,39.5759
2013-04-12,39.4227
2013-04-15,38.5109
2013-04-16,39.0855
2013-04-17,38.4036
2013-04-18,38.2427
2013-04-19,38.6105
2013-04-22,38.756
2013-04-23,39.1392
2013-04-24,39.3231
2013-04-25,39.5376
2013-04-26,39.4763
2013-04-29,39.8441
2013-04-30,39.9897
2013-05-01,39.6679
2013-05-02,39.9054
2013-05-03,40.3421
2013-05-06,40.3958
2013-05-07,40.549
2013-05-08,40.8938
2013-05-09,40.6257
2013-05-10,40.7023
2013-05-13,40.687
2013-05-14,40.9398
2013-05-15,41.0931
2013-05-16,40.8632
2013-05-17,41.1927
2013-05-20,41.3076
2013-05-21,41.3995
2013-05-22,40.9934
2013-05-23,40.7406
2013-05-24,40.549
2013-05-28,40.6716
2013-05-29,40.4034
2013-05-30,40.5414
2013-05-31,39.8364
2013-06-03,39.982
2013-06-04,39.8364
2013-06-05,39.2238
2013-06-06,39.507
2013-06-07,39.9207
2013-06-10,39.8747
2013-06-11,39.4227
2013-06-12,39.2311
2013-06-13,39.7981
2013-06-14,39.438
2013-06-17,39.8594
2013-06-18,40.1199
2013-06-19,39.438
2013-06-20,38.2503
2013-06-21,38.3653
2013-06-24,37.7216
2013-06-25,38.1737
2013-06-26,38.5338
2013-06-27,38.9009
2013-06-28,38.8
2013-07-01,39.0483
2013-07-02,38.9086
2013-07-03,38.8854
2013-07-05,39.1259
2013-07-08,39.3122
2013-07-09,39.5993
2013-07-10,39.6381
2013-07-11,40.515
2013-07-12,40.383
2013-07-15,40.5615
2013-07-16,40.4684
2013-07-17,40.6158
2013-07-18,40.771
2013-07-19,40.7943
2013-07-22,40.9418
2013-07-23,40.9883
2013-07-24,40.8254
2013-07-25,40.934
2013-07-26,40.8642
2013-07-29,40.6469
2013-07-30,40.5693
2013-07-31,40.577
2013-08-01,41.1435
2013-08-02,41.2677
2013-08-05,41.2056
2013-08-06,40.965
2013-08-07,40.7943
2013-08-08,41.128
2013-08-09,41.1125
2013-08-12,41.0814
2013-08-13,41.291
2013-08-14,41.1823
2013-08-15,40.74
2013-08-16,40.6857
2013-08-19,40.352
2013-08-20,40.3986
2013-08-21,40.0106
2013-08-22,40.3675
2013-08-23,40.6236
2013-08-26,40.4296
2013-08-27,39.7545
2013-08-28,39.7933
2013-08-29,39.8631
2013-08-30,39.6458
2013-09-03,40.0416
2013-09-04,40.3908
2013-09-05,40.4684
2013-09-06,40.6003
2013-09-09,41.1047
2013-09-10,41.485
2013-09-11,41.6324
2013-09-12,41.4229
2013-09-13,41.5626
2013-09-16,41.8574
2013-09-17,41.9583
2013-09-18,42.8119
2013-09-19,42.6955
2013-09-20,42.4239
2013-09-23,42.323
2013-09-24,42.2377
2013-09-25,42.1678
2013-09-26,42.3153
2013-09-27,42.1368
2013-09-30,41.8419
2013-10-01,42.1834
2013-10-02,42.1678
2013-10-03,41.873
2013-10-04,42.098
2013-10-07,41.741
2013-10-08,41.322
2013-10-09,41.3918
2013-10-10,42.2377
2013-10-11,42.4938
2013-10-14,42.6257
2013-10-15,42.4006
2013-10-16,42.8274
2013-10-17,43.2387
2013-10-18,43.4793
2013-10-21,43.5103
2013-10-22,43.8362
2013-10-23,43.5026
2013-10-24,43.6655
2013-10-25,43.7121
2013-10-28,43.7431
2013-10-29,43.8983
2013-10-30,43.7354
2013-10-31,43.4948
2013-11-01,43.487
2013-11-04,43.6888
2013-11-05,43.4094
2013-11-06,43.6461
2013-11-07,42.9826
2013-11-08,43.4094
2013-11-11,43.425
2013-11-12,43.3008
2013-11-13,43.5646
2013-11-14,43.7819
2013-11-15,44.1001
2013-11-18,44.0535
2013-11-19,43.9371
2013-11-20,43.6655
2013-11-21,43.9526
2013-11-22,44.1466
2013-11-25,44.0147
2013-11-26,43.9682
2013-11-27,44.0923
2013-11-29,44.1699
2013-12-02,43.9138
2013-12-03,43.6966
2013-12-04,43.5724
2013-12-05,43.3706
2013-12-06,43.8828
2013-12-09,43.9526
2013-12-10,43.8673
2013-12-11,43.3629
2013-12-12,43.0602
2013-12-13,43.0447
2013-12-16,43.3862
2013-12-17,43.2154
2013-12-18,43.9181
2013-12-19,43.8633
2013-12-20,44.0589
2013-12-23,44.3484
2013-12-24,44.4893
2013-12-26,44.6692
2013-12-27,44.81
2013-12-30,44.8961
2013-12-31,45.0839
2014-01-02,44.4423
2014-01-03,44.4188
2014-01-06,44.278
2014-01-07,44.5127
2014-01-08,44.4971
2014-01-09,44.458
2014-01-10,44.7475
2014-01-13,44.3171
2014-01-14,44.7083
2014-01-15,44.8961
2014-01-16,44.857
2014-01-17,44.7005
2014-01-21,44.8179
2014-01-22,44.8805
2014-01-23,44.4814
2014-01-24,43.4251
2014-01-27,43.1982
2014-01-28,43.519
2014-01-29,43.0574
2014-01-30,43.4095
2014-01-31,42.9948
2014-02-03,42.0794
2014-02-04,42.4784
2014-02-05,42.4471
2014-02-06,43.1513
2014-02-07,43.652
2014-02-10,43.5973
2014-02-11,44.1919
2014-02-12,44.2623
2014-02-13,44.4501
2014-02-14,44.6301
2014-02-18,44.8022
2014-02-19,44.5284
2014-02-20,44.7318
2014-02-21,44.7631
2014-02-24,45.0761
2014-02-25,44.9431
2014-02-26,44.8883
2014-02-27,45.1387
2014-02-28,45.2326
2014-03-03,44.6144
2014-03-04,45.3578
2014-03-05,45.3186
2014-03-06,45.616
2014-03-07,45.4595
2014-03-10,45.303
2014-03-11,45.0526
2014-03-12,44.99
2014-03-13,44.3562
2014-03-14,44.2154
2014-03-17,44.7083
2014-03-18,45.0057
2014-03-19,44.5831
2014-03-20,44.6849
2014-03-21,44.5831
2014-03-24,44.5284
2014-03-25,44.8726
2014-03-26,44.724
2014-03-27,44.8492
2014-03-28,45.1621
2014-03-31,45.4908
2014-04-01,45.8194
2014-04-02,45.9289
2014-04-03,45.835
2014-04-04,45.4986
2014-04-07,45.1778
2014-04-08,45.3343
2014-04-09,45.8507
2014-04-10,44.9744
2014-04-11,44.6301
2014-04-14,44.9352
2014-04-15,44.9274
2014-04-16,45.4751
2014-04-17,45.612
2014-04-21,45.7177
2014-04-22,45.8898
2014-04-23,45.7568
2014-04-24,45.7881
2014-04-25,45.4516
2014-04-28,45.5847
2014-04-29,45.882
2014-04-30,46.0306
2014-05-01,46.0072
2014-05-02,45.9837
2014-05-05,45.9837
2014-05-06,45.7724
2014-05-07,45.9524
2014-05-08,45.9211
2014-05-09,45.9681
2014-05-12,46.3514
2014-05-13,46.414
2014-05-14,46.3045
2014-05-15,46.015
2014-05-16,46.195
2014-05-19,46.2497
2014-05-20,45.8976
2014-05-21,46.2732
2014-05-22,46.3984
2014-05-23,46.5471
2014-05-27,46.7818
2014-05-28,46.6957
2014-05-29,46.9539
2014-05-30,46.9539
2014-06-02,47.0322
2014-06-03,47.1417
2014-06-04,47.0478
2014-06-05,47.353
2014-06-06,47.6033
2014-06-09,47.6346
2014-06-10,47.6659
2014-06-11,47.4156
2014-06-12,47.2434
2014-06-13,47.353
2014-06-16,47.3373
2014-06-17,47.3686
2014-06-18,47.7598
2014-06-19,47.8694
2014-06-20,47.885
2014-06-23,47.8459
2014-06-24,47.5173
2014-06-25,47.6331
2014-06-26,47.6807
2014-06-27,47.7759
2014-06-30,47.8076
2014-07-01,48.1726
2014-07-02,48.2678
2014-07-03,48.5058
2014-07-07,48.2837
2014-07-08,47.887
2014-07-09,48.0853
2014-07-10,47.76
2014-07-11,47.7838
2014-07-14,48.0695
2014-07-15,47.9663
2014-07-16,48.2202
2014-07-17,47.6093
2014-07-18,48.0853
2014-07-21,47.9663
2014-07-22,48.1964
2014-07-23,48.3075
2014-07-24,48.3313
2014-07-25,48.125
2014-07-28,48.1964
2014-07-29,47.9822
2014-07-30,48.006
2014-07-31,47.1174
2014-08-01,46.9191
2014-08-04,47.2523
2014-08-05,46.6969
2014-08-06,46.6573
2014-08-07,46.3479
2014-08-08,46.8001
2014-08-11,46.9667
2014-08-12,46.9508
2014-08-13,47.2206
2014-08-14,47.4427
2014-08-15,47.4506
2014-08-18,47.7918
2014-08-19,47.9822
2014-08-20,47.998
2014-08-21,48.125
2014-08-22,47.9584
2014-08-25,48.2519
2014-08-26,48.3075
2014-08-27,48.3868
2014-08-28,48.244
2014-08-29,48.3313
2014-09-02,48.2995
2014-09-03,48.4661
2014-09-04,48.3075
2014-09-05,48.5137
2014-09-08,48.1726
2014-09-09,47.9187
2014-09-10,48.0695
2014-09-11,47.9187
2014-09-12,47.6807
2014-09-15,47.641
2014-09-16,47.9425
2014-09-17,47.7997
2014-09-18,48.1012
2014-09-19,47.9584
2014-09-22,47.5696
2014-09-23,47.2682
2014-09-24,47.5617
2014-09-25,46.7921
2014-09-26,47.1174
2014-09-29,46.8477
2014-09-30,46.7287
2014-10-01,46.1178
2014-10-02,45.9353
2014-10-03,46.1971
2014-10-06,46.4351
2014-10-07,45.729
2014-10-08,46.4827
2014-10-09,45.4355
2014-10-10,44.7453
2014-10-13,44.4359
2014-10-14,44.4993
2014-10-15,44.182
2014-10-16,44.0551
2014-10-17,44.6739
2014-10-20,44.9912
2014-10-21,45.6576
2014-10-22,45.3086
2014-10-23,45.8163
2014-10-24,46.0781
2014-10-27,45.9512
2014-10-28,46.5303
2014-10-29,46.3241
2014-10-30,46.6731
2014-10-31,47.292
2014-11-03,47.0936
2014-11-04,46.8715
2014-11-05,47.0619
2014-11-06,47.0143
2014-11-07,47.1254
2014-11-10,47.2285
2014-11-11,47.3872
2014-11-12,47.2364
2014-11-13,47.3078
2014-11-14,47.3713
2014-11-17,47.2999
2014-11-18,47.649
2014-11-19,47.5696
2014-11-20,47.5379
2014-11-21,47.9504
2014-11-24,48.0695
2014-11-25,48.0457
2014-11-26,48.2361
2014-11-28,47.9425
2014-12-01,47.641
2014-12-02,47.8473
2014-12-03,47.9742
2014-12-04,47.8632
2014-12-05,47.9108
2014-12-08,47.4665
2014-12-09,47.3158
2014-12-10,46.6017
2014-12-11,46.6335
2014-12-12,45.8481
2014-12-15,45.3482
2014-12-16,45.2134
2014-12-17,45.98
2014-12-18,46.9802
2014-12-19,47.1083
2014-12-22,47.3883
2014-12-23,47.3723
2014-12-24,47.4604
2014-12-26,47.6524
2014-12-29,47.5484
2014-12-30,47.2363
2014-12-31,46.8122
2015-01-02,46.7002
2015-01-05,45.7799
2015-01-06,45.3078
2015-01-07,45.8999
2015-01-08,46.6201
2015-01-09,46.3321
2015-01-12,46.068
2015-01-13,46.1
2015-01-14,45.8839
2015-01-15,45.7799
2015-01-16,46.3161
2015-01-20,46.4201
2015-01-21,46.7642
2015-01-22,47.3083
2015-01-23,47.0202
2015-01-26,47.3403
2015-01-27,47.0122
2015-01-28,46.3881
2015-01-29,46.8282
2015-01-30,46.196
2015-02-02,46.7962
2015-02-03,47.5244
2015-02-04,47.2443
2015-02-05,47.7564
2015-02-06,47.3563
2015-02-09,47.1883
2015-02-10,47.5884
2015-02-11,47.4684
2015-02-12,48.0605
2015-02-13,48.3646
2015-02-17,48.4046
2015-02-18,48.5006
2015-02-19,48.4926
2015-02-20,48.8207
2015-02-23,48.6927
2015-02-24,48.9167
2015-02-25,48.9407
2015-02-26,48.8607
2015-02-27,48.7407
2015-03-02,48.9327
2015-03-03,48.6767
2015-03-04,48.4526
2015-03-05,48.5006
2015-03-06,47.8445
2015-03-09,47.9085
2015-03-10,47.0362
2015-03-11,47.0602
2015-03-12,47.6124
2015-03-13,47.3083
2015-03-16,47.8765
2015-03-17,47.8284
2015-03-18,48.6047
2015-03-19,48.1885
2015-03-20,48.9087
2015-03-23,48.9567
2015-03-24,48.8127
2015-03-25,48.3006
2015-03-26,48.0605
2015-03-27,48.1085
2015-03-30,48.5246
2015-03-31,48.0285
2015-04-01,48.1725
2015-04-02,48.4606
2015-04-06,48.8607
2015-04-07,48.7807
2015-04-08,49.0928
2015-04-09,49.2848
2015-04-10,49.5009
2015-04-13,49.2368
2015-04-14,49.4209
2015-04-15,49.6889
2015-04-16,49.765
2015-04-17,49.1488
2015-04-20,49.4129
2015-04-21,49.5569
2015-04-22,49.773
2015-04-23,49.957
2015-04-24,50.133
2015-04-27,50.117
2015-04-28,50.2131
2015-04-29,49.925
2015-04-30,49.4049
2015-05-01,49.853
2015-05-04,49.965
2015-05-05,49.3328
2015-05-06,49.1968
2015-05-07,49.2048
2015-05-08,49.989
2015-05-11,49.6929
2015-05-12,49.5889
2015-05-13,49.7169
2015-05-14,50.2451
2015-05-15,50.3411
2015-05-18,50.3011
2015-05-19,50.2131
2015-05-20,50.2051
2015-05-21,50.4051
2015-05-22,50.2051
2015-05-26,49.5249
2015-05-27,49.885
2015-05-28,49.797
2015-05-29,49.4049
2015-06-01,49.3729
2015-06-02,49.4529
2015-06-03,49.6289
2015-06-04,49.1488
2015-06-05,48.8527
2015-06-08,48.6607
2015-06-09,48.5406
2015-06-10,49.2608
2015-06-11,49.4049
2015-06-12,49.0608
2015-06-15,48.8047
2015-06-16,48.9247
2015-06-17,48.9567
2015-06-18,49.4449
2015-06-19,49.1488
2015-06-22,49.7409
2015-06-23,49.853
2015-06-24,49.5009
2015-06-25,49.3535
2015-06-26,49.305
2015-06-29,48.0501
2015-06-30,48.131
2015-07-01,48.4225
2015-07-02,48.4549
2015-07-06,47.8801
2015-07-07,47.9286
2015-07-08,46.9571
2015-07-09,47.3457
2015-07-10,48.3496
2015-07-13,48.722
2015-07-14,49.0216
2015-07-15,48.8921
2015-07-16,49.2483
2015-07-17,49.2159
2015-07-20,49.224
2015-07-21,49.1026
2015-07-22,48.8354
2015-07-23,48.5925
2015-07-24,48.0744
2015-07-27,47.6291
2015-07-28,48.1958
2015-07-29,48.4954
2015-07-30,48.463
2015-07-31,48.5277
2015-08-03,48.3739
2015-08-04,48.3253
2015-08-05,48.5277
2015-08-06,48.2039
2015-08-07,48.1229
2015-08-10,48.7544
2015-08-11,48.1067
2015-08-12,47.9367
2015-08-13,47.8882
2015-08-14,48.0015
2015-08-17,48.0177
2015-08-18,47.791
2015-08-19,47.3457
2015-08-20,46.3013
2015-08-21,44.9817
2015-08-24,43.2815
2015-08-25,43.2005
2015-08-26,44.6659
2015-08-27,45.6213
2015-08-28,45.5808
2015-08-31,45.2245
2015-09-01,43.743
2015-09-02,44.5121
2015-09-03,44.6012
2015-09-04,43.7592
2015-09-08,44.9169
2015-09-09,44.4797
2015-09-10,44.7793
2015-09-11,44.8683
2015-09-14,44.6497
2015-09-15,45.095
2015-09-16,45.7265
2015-09-17,45.6617
2015-09-18,44.7307
2015-09-21,44.8602
2015-09-22,44.0668
2015-09-23,43.8644
2015-09-24,43.7106
2015-09-25,43.8239
2015-09-28,42.7876
2015-09-29,42.7714
2015-09-30,43.6701
2015-10-01,43.7673
2015-10-02,44.5202
2015-10-05,45.3703
2015-10-06,45.3298
2015-10-07,45.8318
2015-10-08,46.2366
2015-10-09,46.3175
2015-10-12,46.2689
2015-10-13,45.7994
2015-10-14,45.8479
2015-10-15,46.6009
2015-10-16,46.6818
2015-10-19,46.5442
2015-10-20,46.4632
2015-10-21,46.2123
2015-10-22,46.8842
2015-10-23,47.3781
2015-10-26,47.1919
2015-10-27,46.9328
2015-10-28,47.3538
2015-10-29,47.2
2015-10-30,47.0138
2015-11-02,47.5481
2015-11-03,47.6938
2015-11-04,47.5157
2015-11-05,47.4186
2015-11-06,47.2648
2015-11-09,46.7547
2015-11-10,46.7952
2015-11-11,46.7142
2015-11-12,46.1475
2015-11-13,45.6658
2015-11-16,46.2851
2015-11-17,46.3013
2015-11-18,46.8438
2015-11-19,46.9652
2015-11-20,47.0704
2015-11-23,46.8842
2015-11-24,46.9247
2015-11-25,46.9652
2015-11-27,46.8964
2015-11-30,46.7628
2015-12-01,47.2243
2015-12-02,46.7466
2015-12-03,46.2285
2015-12-04,46.8923
2015-12-07,46.4875
2015-12-08,46.0261
2015-12-09,45.7832
2015-12-10,45.7508
2015-12-11,44.8683
2015-12-14,45.0302
2015-12-15,45.4755
2015-12-16,46.2689
2015-12-17,45.6294
2015-12-18,44.9817
2015-12-21,45.3316
2015-12-22,45.6841
2015-12-23,46.3397
2015-12-24,46.2824
2015-12-28,46.143
2015-12-29,46.5736
2015-12-30,46.2373
2015-12-31,45.7781
2016-01-04,44.9662
2016-01-05,45.0031
2016-01-06,44.3265
2016-01-07,43.2932
2016-01-08,42.7929
2016-01-11,42.8421
2016-01-12,43.121
2016-01-13,42.2434
2016-01-14,42.8585
2016-01-15,41.6448
2016-01-19,41.8908
2016-01-20,41.2183
2016-01-21,41.4479
2016-01-22,42.4977
2016-01-25,41.8662
2016-01-26,42.5633
2016-01-27,42.2106
2016-01-28,42.4403
2016-01-29,43.3506
2016-02-01,43.2686
2016-02-02,42.3501
2016-02-03,42.6781
2016-02-04,42.8011
2016-02-05,42.0876
2016-02-08,41.3987
2016-02-09,41.1691
2016-02-10,41.1609
2016-02-11,40.6114
2016-02-12,41.3249
2016-02-16,42.1532
2016-02-17,42.9159
2016-02-18,42.7355
2016-02-19,42.6617
2016-02-22,43.2604
2016-02-23,42.6207
2016-02-24,42.6863
2016-02-25,43.1456
2016-02-26,43.0389
2016-02-29,42.8093
2016-03-01,43.859
2016-03-02,44.1379
2016-03-03,44.4659
2016-03-04,44.7448
2016-03-07,44.7776
2016-03-08,44.2937
2016-03-09,44.5315
2016-03-10,44.5069
2016-03-11,45.4008
2016-03-14,45.3024
2016-03-15,45.0072
2016-03-16,45.4336
2016-03-17,45.8355
2016-03-18,45.9257
2016-03-21,45.9257
2016-03-22,45.8683
2016-03-23,45.3926
2016-03-24,45.2942
2016-03-28,45.4336
2016-03-29,45.9093
2016-03-30,46.1963
2016-03-31,45.9749
2016-04-01,45.9421
2016-04-04,45.7781
2016-04-05,45.122
2016-04-06,45.6633
2016-04-07,45.081
2016-04-08,45.5567
2016-04-11,45.5403
2016-04-12,46.1143
2016-04-13,46.672
2016-04-14,46.7376
2016-04-15,46.6638
2016-04-18,47.0
2016-04-19,47.4429
2016-04-20,47.4019
2016-04-21,47.1723
2016-04-22,47.1641
2016-04-25,46.9918
2016-04-26,47.1559
2016-04-27,47.2297
2016-04-28,46.795
2016-04-29,46.59
2016-05-02,46.877
2016-05-03,46.2045
2016-05-04,45.7699
2016-05-05,45.7781
2016-05-06,45.9093
2016-05-09,45.8027
2016-05-10,46.4588
2016-05-11,46.1225
2016-05-12,46.1143
2016-05-13,45.5977
2016-05-16,46.1471
2016-05-17,45.7945
2016-05-18,45.7371
2016-05-19,45.5239
2016-05-20,45.8355
2016-05-23,45.7289
2016-05-24,46.3358
2016-05-25,46.7212
2016-05-26,46.8114
2016-05-27,46.8606
2016-05-31,46.7458
2016-06-01,46.8114
2016-06-02,46.8934
2016-06-03,47.0246
2016-06-06,47.3117
2016-06-07,47.5003
2016-06-08,47.6807
2016-06-09,47.3363
2016-06-10,46.508
2016-06-13,46.0159
2016-06-14,45.7043
2016-06-15,45.8437
2016-06-16,45.8765
2016-06-17,45.9995
2016-06-20,46.6474
2016-06-21,46.8688
2016-06-22,46.8223
2016-06-23,47.6864
2016-06-24,45.1189
2016-06-27,44.2797
2016-06-28,45.2435
2016-06-29,46.0994
2016-06-30,46.7226
2016-07-01,46.8223
2016-07-05,46.2406
2016-07-06,46.3154
2016-07-07,46.2074
2016-07-08,46.9137
2016-07-11,47.3208
2016-07-12,47.7778
2016-07-13,47.7612
2016-07-14,48.052
2016-07-15,47.9523
2016-07-18,48.1019
2016-07-19,47.8776
2016-07-20,48.1518
2016-07-21,48.0105
2016-07-22,48.1601
2016-07-25,48.0354
2016-07-26,48.1185
2016-07-27,48.185
2016-07-28,48.2099
2016-07-29,48.4841
2016-08-01,48.3263
2016-08-02,48.0271
2016-08-03,48.077
2016-08-04,48.2515
2016-08-05,48.5589
2016-08-08,48.6337
2016-08-09,48.9079
2016-08-10,48.883
2016-08-11,49.207
2016-08-12,49.1239
2016-08-15,49.3317
2016-08-16,49.1239
2016-08-17,49.1738
2016-08-18,49.3483
2016-08-19,49.1655
2016-08-22,49.1073
2016-08-23,49.207
2016-08-24,49.0242
2016-08-25,48.9162
2016-08-26,48.7168
2016-08-29,48.9328
2016-08-30,48.8414
2016-08-31,48.6503
2016-09-01,48.8248
2016-09-02,49.207
2016-09-06,49.5477
2016-09-07,49.5394
2016-09-08,49.4064
2016-09-09,48.2598
2016-09-12,48.7999
2016-09-13,47.9357
2016-09-14,47.8942
2016-09-15,48.401
2016-09-16,48.052
2016-09-19,48.1767
2016-09-20,48.3512
2016-09-21,49.1156
2016-09-22,49.4729
2016-09-23,49.1322
2016-09-26,48.6919
2016-09-27,48.9661
2016-09-28,49.2818
2016-09-29,48.7666
2016-09-30,49.1073
2016-10-03,49.0076
2016-10-04,48.8082
2016-10-05,49.099
2016-10-06,49.0242
2016-10-07,48.8248
2016-10-10,49.0575
2016-10-11,48.3761
2016-10-12,48.3761
2016-10-13,48.1684
2016-10-14,48.2016
2016-10-17,48.0604
2016-10-18,48.4841
2016-10-19,48.6503
2016-10-20,48.5755
2016-10-21,48.5589
2016-10-24,48.7085
2016-10-25,48.6337
2016-10-26,48.4093
2016-10-27,48.3096
2016-10-28,48.1518
2016-10-31,48.1684
2016-11-01,47.8692
2016-11-02,47.5203
2016-11-03,47.3873
2016-11-04,47.1463
2016-11-07,48.1102
2016-11-08,48.3761
2016-11-09,48.5257
2016-11-10,48.3927
2016-11-11,48.1268
2016-11-14,47.9939
2016-11-15,48.4093
2016-11-16,48.2099
2016-11-17,48.4426
2016-11-18,48.2099
2016-11-21,48.5838
2016-11-22,48.7833
2016-11-23,48.6669
2016-11-25,48.8497
2016-11-28,48.6669
2016-11-29,48.7916
2016-11-30,48.6669
2016-12-01,48.4343
2016-12-02,48.5174
2016-12-05,48.8497
2016-12-06,49.1156
2016-12-07,49.7887
2016-12-08,49.8801
2016-12-09,50.1127
2016-12-12,49.9549
2016-12-13,50.3537
2016-12-14,49.7471
2016-12-15,49.8219
2016-12-16,49.7222
2016-12-19,49.7804
2016-12-20,49.9549
2016-12-21,49.8316
2016-12-22,49.7477
2016-12-23,49.7813
2016-12-27,49.8483
2016-12-28,49.6051
2016-12-29,49.6974
2016-12-30,49.6219
2017-01-03,50.0077
2017-01-04,50.4354
2017-01-05,50.6283
2017-01-06,50.6367
2017-01-09,50.5193
2017-01-10,50.5193
2017-01-11,50.796
2017-01-12,50.7708
2017-01-13,50.905
2017-01-17,50.7457
2017-01-18,50.6618
2017-01-19,50.5193
2017-01-20,50.7289
2017-01-23,50.7373
2017-01-24,51.014
2017-01-25,51.5172
2017-01-26,51.4166
2017-01-27,51.316
2017-01-30,50.9889
2017-01-31,51.0644
2017-02-01,51.0895
2017-02-02,51.1566
2017-02-03,51.4501
2017-02-06,51.2573
2017-02-07,51.2153
2017-02-08,51.3495
2017-02-09,51.5592
2017-02-10,51.7688
2017-02-13,52.012
2017-02-14,52.121
2017-02-15,52.3726
2017-02-16,52.381
2017-02-17,52.3475
2017-02-21,52.5739
2017-02-22,52.5907
2017-02-23,52.6158
2017-02-24,52.4817
2017-02-27,52.5236
2017-02-28,52.3475
2017-03-01,52.9932
2017-03-02,52.6578
2017-03-03,52.7836
2017-03-06,52.6326
2017-03-07,52.5068
2017-03-08,52.3307
2017-03-09,52.3642
2017-03-10,52.6494
2017-03-13,52.8507
2017-03-14,52.5487
2017-03-15,53.1777
2017-03-16,53.2867
2017-03-17,53.2616
2017-03-20,53.27
2017-03-21,52.7584
2017-03-22,52.859
2017-03-23,52.8842
2017-03-24,52.901
2017-03-27,52.9429
2017-03-28,53.1777
2017-03-29,53.2029
2017-03-30,53.1777
2017-03-31,53.0519
2017-04-03,53.0435
2017-04-04,53.0603
2017-04-05,52.9177
2017-04-06,52.9681
2017-04-07,52.9177
2017-04-10,52.901
2017-04-11,52.9681
2017-04-12,52.8423
2017-04-13,52.49
2017-04-17,52.901
2017-04-18,52.641
2017-04-19,52.5068
2017-04-20,52.9261
2017-04-21,52.8507
2017-04-24,53.6557
2017-04-25,54.0164
2017-04-26,53.9073
2017-04-27,53.9241
2017-04-28,53.9073
2017-05-01,54.0499
2017-05-02,54.2092
2017-05-03,54.0499
2017-05-04,54.1673
2017-05-05,54.5279
2017-05-08,54.4189
2017-05-09,54.4021
2017-05-10,54.5279
2017-05-11,54.4524
2017-05-12,54.5195
2017-05-15,54.8214
2017-05-16,54.9221
2017-05-17,54.0918
2017-05-18,54.1589
2017-05-19,54.7208
2017-05-22,54.9388
2017-05-23,54.964
2017-05-24,55.073
2017-05-25,55.2408
2017-05-26,55.2072
2017-05-30,55.1821
2017-05-31,55.0982
2017-06-01,55.5511
2017-06-02,55.8613
2017-06-05,55.8026
2017-06-06,55.6601
2017-06-07,55.6936
2017-06-08,55.7356
2017-06-09,55.5427
2017-06-12,55.442
2017-06-13,55.7523
2017-06-14,55.6768
2017-06-15,55.3749
2017-06-16,55.5762
2017-06-19,55.9033
2017-06-20,55.464
2017-06-21,55.4895
2017-06-22,55.481
2017-06-23,55.5743
2017-06-26,55.7099
2017-06-27,55.4725
2017-06-28,55.905
2017-06-29,55.3962
2017-06-30,55.5319
2017-07-03,55.5997
2017-07-05,55.6082
2017-07-06,55.1927
2017-07-07,55.4047
2017-07-10,55.5404
2017-07-11,55.6252
2017-07-12,56.117
2017-07-13,56.2442
2017-07-14,56.5748
2017-07-17,56.507
2017-07-18,56.6088
2017-07-19,56.9225
2017-07-20,56.9819
2017-07-21,56.9055
2017-07-24,56.8632
2017-07-25,56.9819
2017-07-26,57.1515
